208
1	217	1	Active_channel_mask
0.0	238.62	36	0
4.78	228.64	36	0
9.54	223.35	36	0
25.09	223.67	36	0
45.68	223.8	36	0
70.51	224.12	36	0
89.78	223.76	36	0
92.48	223.81	36	0
98.98	223.77	36	0
126.93	223.74	36	0
168.28	223.46	36	0
189.51	223.97	36	0
236.21	224.33	36	0
260.68	224.42	36	0
385.47	224.31	36	0
390.37	225.19	36	0
392.56	224.62	36	0
413.54	224.53	36	0
414.29	224.34	36	0
416.77	224.38	36	0
428.88	224.21	36	0
441.81	224.13	36	0
443.84	221.94	36	0
444.84	221.39	36	0
445.84	221.02	36	0
446.84	220.83	36	0
447.84	220.73	36	0
448.84	220.6	36	0
449.84	220.53	36	0
450.84	220.47	36	0
451.84	220.46	36	0
452.84	220.49	36	0
453.84	220.56	36	0
454.84	220.6	36	0
455.84	220.71	36	0
456.84	220.85	36	0
457.84	221.04	36	0
458.84	221.34	36	0
459.84	221.8	36	0
460.4	221.95	36	0
470.56	222.39	36	1
493.37	223.02	36	1
507.88	223.29	36	1
521.25	223.27	36	1
528.46	223.0	36	1
532.26	222.64	36	1
533.26	222.36	36	1
534.26	222.31	36	1
535.26	222.26	36	1
536.26	222.2	36	1
537.26	222.22	36	1
538.26	222.19	36	1
539.26	222.1	36	1
540.26	222.0	36	1
541.26	221.96	36	1
542.26	221.9	36	1
543.26	221.86	36	1
544.26	221.87	36	1
545.26	221.8	36	1
546.26	221.72	36	1
547.26	221.81	36	1
548.26	221.78	36	1
549.26	221.7	36	1
550.26	221.71	36	1
551.26	221.71	36	1
552.26	221.71	36	1
553.26	221.76	36	1
554.26	221.8	36	1
555.26	221.75	36	1
556.26	221.75	36	1
557.26	221.8	36	1
558.26	221.9	36	1
559.26	221.79	36	1
560.26	221.72	36	1
561.26	221.96	36	1
562.26	221.99	36	1
563.26	221.85	36	1
564.26	221.86	36	1
565.26	221.8	36	1
566.26	221.9	36	1
567.26	222.0	36	1
568.26	221.92	36	1
569.26	221.98	36	1
570.26	221.93	36	1
571.26	221.98	36	1
572.26	221.85	36	1
573.26	221.55	36	1
574.26	221.5	36	1
575.26	221.47	36	1
576.26	221.5	36	1
577.26	221.59	36	1
578.26	221.62	36	1
579.26	221.73	36	1
580.26	221.97	36	1
581.26	221.91	36	1
582.26	221.91	36	1
583.26	221.8	36	1
584.26	221.88	36	1
585.26	221.85	36	1
586.26	221.82	36	1
587.26	221.82	36	1
588.26	221.8	36	1
589.26	221.66	36	1
590.26	221.7	36	1
591.26	221.79	36	1
592.26	221.86	36	1
593.26	221.94	36	1
594.26	221.91	36	1
595.26	221.85	36	1
596.26	221.79	36	1
597.26	221.68	36	1
598.26	221.26	36	1
599.26	221.0	36	1
600.26	220.86	36	1
601.26	220.88	36	1
602.26	221.0	36	1
603.26	220.9	36	1
604.26	220.87	36	1
605.26	220.8	36	1
606.26	220.86	36	1
607.26	220.82	36	1
608.26	220.88	36	1
609.26	221.0	36	1
610.26	221.1	36	1
611.26	221.06	36	1
612.26	221.32	36	1
613.26	221.35	36	1
614.26	221.4	36	1
615.26	221.43	36	1
616.26	221.4	36	1
617.26	221.41	36	1
618.26	221.38	36	1
619.26	221.39	36	1
620.26	221.4	36	1
621.26	221.43	36	1
622.26	221.5	36	1
623.26	221.59	36	1
624.26	221.5	36	1
625.26	221.53	36	1
626.26	221.6	36	1
627.26	221.59	36	1
628.26	221.53	36	1
629.26	221.5	36	1
630.26	221.57	36	1
631.26	221.6	36	1
632.26	221.53	36	1
633.26	221.43	36	1
634.26	221.53	36	1
635.26	221.6	36	1
636.26	221.56	36	1
637.26	221.44	36	1
638.26	221.26	36	1
639.26	221.13	36	1
640.26	221.06	36	1
641.26	220.98	36	1
642.26	220.93	36	1
643.26	220.97	36	1
644.26	220.86	36	1
645.26	220.8	36	1
646.26	220.9	36	1
647.26	220.85	36	1
648.26	220.87	36	1
649.26	220.84	36	1
650.26	220.9	36	1
651.26	220.87	36	1
652.26	220.84	36	1
653.26	220.82	36	1
654.26	220.91	36	1
655.26	220.97	36	1
656.35	221.29	36	1
656.99	222.63	36	1
673.57	223.78	36	1
692.93	223.75	36	1
709.82	223.56	36	1
717.56	221.9	36	1
730.14	222.12	36	1
747.93	222.29	36	1
763.77	221.89	36	1
774.71	221.54	36	1
776.22	220.94	36	1
777.22	220.78	36	1
778.22	220.66	36	1
779.22	220.45	36	1
780.22	220.1	36	1
781.22	219.9	36	1
782.22	219.5	36	1
783.22	219.16	36	1
784.22	218.97	36	1
785.22	218.93	36	1
786.22	218.91	36	1
787.22	218.9	36	1
788.22	218.9	36	1
789.22	218.89	36	1
790.22	218.87	36	1
791.22	218.9	36	1
792.22	218.94	36	1
793.22	218.95	36	1
794.22	219.06	36	1
795.22	219.13	36	1
796.22	219.27	36	1
797.22	219.36	36	1
798.22	219.43	36	1
799.22	219.53	36	1
800.22	219.61	36	1
801.22	219.72	36	1
802.22	219.9	36	1
803.22	219.96	36	1
804.22	220.1	36	1
804.65	220.17	36	1
805.15	220.97	36	1
806.66	223.79	36	1
819.13	224.54	36	1
835.02	234.48	36	1
836.44	235.5	36	1
837.39	235.25	36	1
841.37	235.36	36	1
842.19	247.77	36	1
