Y,Z,1,Active_channel_mask
0.0,160.88,36,0
3.32,150.73,36,0
6.51,149.66,36,0
12.74,144.98,36,0
36.62,144.37,36,0
67.44,144.72,36,0
69.25,145.22,36,0
73.89,145.28,36,0
74.48,145.21,36,0
74.81,145.06,36,0
76.4,144.29,36,0
78.64,144.67,36,0
88.22,144.72,36,0
107.28,144.73,36,0
130.0,144.8,36,0
153.64,144.75,36,0
171.08,144.72,36,0
186.71,144.71,36,0
191.21,144.31,36,0
204.95,144.62,36,0
222.91,144.62,36,0
239.83,144.56,36,0
243.74,143.78,36,0
245.9,143.82,36,0
265.63,144.57,36,0
268.34,144.63,36,0
292.35,143.92,36,0
314.12,143.79,36,0
323.51,143.95,36,0
332.62,143.91,36,0
342.48,144.72,36,0
363.58,144.78,36,0
379.53,144.85,36,0
380.99,145.0,36,0
393.88,144.86,36,0
394.21,144.82,36,0
422.07,144.57,36,0
441.11,144.66,36,0
442.61,143.04,36,0
453.49,143.36,36,0
456.58,144.03,36,0
464.32,144.27,36,0
474.14,144.04,36,0
492.67,143.95,36,0
512.6,144.01,36,0
525.75,143.74,36,0
564.7,143.84,36,1
567.09,143.11,36,1
573.26,143.0,36,1
575.51,144.5,36,1
576.83,144.7,36,1
588.89,144.88,36,1
609.71,144.83,36,1
629.37,144.91,36,1
650.98,144.05,36,1
653.54,143.25,36,1
670.47,143.26,36,1
681.32,143.58,36,1
689.78,143.84,36,1
696.93,143.97,36,1
701.58,143.96,36,1
704.27,143.59,36,1
736.41,143.5,36,1
739.75,143.11,36,1
749.47,143.14,36,1
750.49,143.83,36,1
777.57,143.87,36,1
798.25,144.11,36,1
814.47,144.08,36,1
831.64,144.07,36,1
837.98,143.86,36,1
838.75,144.27,36,1
855.88,144.04,36,1
868.37,144.19,36,1
877.8,143.65,36,1
892.66,143.98,36,1
917.94,144.54,36,1
942.78,144.37,36,1
964.34,144.22,36,1
1000.99,143.36,36,1
1001.99,143.11,36,1
1002.99,143.0,36,1
1003.99,142.86,36,1
1004.99,142.65,36,1
1005.99,142.53,36,1
1006.99,142.6,36,1
1007.99,142.59,36,1
1008.99,142.55,36,1
1009.99,142.49,36,1
1010.99,142.37,36,1
1011.99,142.4,36,1
1012.99,142.22,36,1
1013.99,142.16,36,1
1014.99,142.29,36,1
1015.99,142.33,36,1
1016.99,142.32,36,1
1017.99,142.21,36,1
1018.99,142.33,36,1
1019.99,142.12,36,1
1020.99,142.33,36,1
1021.99,142.28,36,1
1022.99,142.13,36,1
1023.99,142.16,36,1
1024.99,142.3,36,1
1025.99,142.19,36,1
1026.99,142.22,36,1
1027.99,142.36,36,1
1028.99,142.29,36,1
1029.99,142.16,36,1
1030.99,142.27,36,1
1031.99,142.15,36,1
1032.99,142.04,36,1
1033.99,141.96,36,1
1034.99,142.0,36,1
1035.99,142.1,36,1
1036.99,142.14,36,1
1037.99,142.22,36,1
1038.99,142.3,36,1
1039.99,142.22,36,1
1040.99,142.11,36,1
1041.99,142.32,36,1
1042.99,142.15,36,1
1043.99,142.18,36,1
1044.99,142.22,36,1
1045.99,142.0,36,1
1046.99,142.12,36,1
1047.99,142.21,36,1
1048.99,142.04,36,1
1049.99,142.16,36,1
1050.99,142.06,36,1
1051.99,142.11,36,1
1052.99,142.13,36,1
1053.99,142.28,36,1
1054.99,142.22,36,1
1055.99,142.37,36,1
1056.99,142.34,36,1
1057.99,142.42,36,1
1058.99,142.56,36,1
1059.99,142.47,36,1
1060.99,142.28,36,1
1061.99,142.36,36,1
1062.99,142.22,36,1
1063.99,142.27,36,1
1064.99,142.12,36,1
1065.99,142.29,36,1
1067.01,142.34,36,1
1068.01,142.25,36,1
1069.01,142.37,36,1
1070.01,142.26,36,1
1071.01,142.28,36,1
1072.01,142.41,36,1
1073.01,142.39,36,1
1074.01,142.36,36,1
1075.01,142.4,36,1
1076.01,142.38,36,1
1077.01,142.41,36,1
1078.01,142.39,36,1
1079.01,142.43,36,1
1080.01,142.32,36,1
1081.01,142.37,36,1
1082.01,142.41,36,1
1083.01,142.53,36,1
1084.01,142.43,36,1
1085.01,142.49,36,1
1086.01,142.52,36,1
1087.01,142.73,36,1
1088.01,142.84,36,1
1088.94,143.38,36,1
1092.77,144.12,36,1
1099.85,143.56,36,1
1109.56,143.26,36,1
1119.03,143.68,36,1
1126.14,143.97,36,1
1140.82,143.7,36,1
1150.77,143.78,36,1
1171.12,144.15,36,1
1181.34,143.97,36,1
1190.0,143.66,36,1
1192.47,143.32,36,0
1193.47,142.89,36,0
1194.47,142.82,36,0
1195.47,142.73,36,0
1196.47,142.7,36,0
1197.47,142.69,36,0
1198.47,142.62,36,0
1199.47,142.53,36,0
1200.47,142.69,36,0
1201.47,142.5,36,0
1202.47,142.49,36,0
1203.47,142.58,36,0
1204.47,142.66,36,0
1205.47,142.56,36,0
1206.47,142.57,36,0
1207.47,142.44,36,0
1208.47,142.43,36,0
1209.47,142.38,36,0
1210.47,142.43,36,0
1211.47,142.51,36,0
1212.47,142.32,36,0
1213.47,142.47,36,0
1214.47,142.34,36,0
1215.47,142.39,36,0
1216.47,142.5,36,0
1217.47,142.43,36,0
1218.47,142.33,36,0
1219.47,142.43,36,0
1220.47,142.5,36,0
1221.47,142.57,36,0
1222.47,142.37,36,0
1223.47,142.3,36,0
1224.47,142.48,36,0
1225.47,142.46,36,0
1226.47,142.4,36,0
1227.47,142.35,36,0
1228.47,142.37,36,0
1229.47,142.49,36,0
1230.47,142.32,36,0
1231.47,142.49,36,0
1232.47,142.5,36,0
1233.47,142.4,36,0
1234.47,142.56,36,0
1235.47,142.43,36,0
1236.47,142.41,36,0
1237.47,142.39,36,0
1238.47,142.4,36,0
1239.47,142.38,36,0
1240.47,142.5,36,0
1241.47,142.43,36,0
1242.47,142.48,36,0
1243.47,142.6,36,0
1244.47,142.57,36,0
1245.47,142.62,36,0
1246.47,142.7,36,0
1247.47,142.75,36,0
1248.47,142.87,36,0
1249.47,143.02,36,0
1249.99,143.36,36,0
1251.51,143.96,36,0
1254.6,144.24,36,0
1259.61,144.57,36,0
1265.72,147.24,36,0
1270.84,160.32,36,0
