Y,Z,1,Active_channel_mask
0.0,185.74,36,0
4.76,175.26,36,0
4.91,176.05,36,0
5.26,175.32,36,0
6.83,174.28,36,0
8.91,175.16,36,0
13.86,176.45,36,0
37.06,175.57,36,0
61.0,175.16,36,1
70.79,174.82,36,1
75.76,172.64,36,1
79.07,172.46,36,1
82.23,169.09,36,1
83.23,168.43,36,1
84.23,168.0,36,1
85.23,167.98,36,1
86.23,167.97,36,1
87.23,167.96,36,1
88.23,167.95,36,1
89.23,167.94,36,1
90.23,167.93,36,1
91.23,167.91,36,1
92.23,167.9,36,1
93.23,167.89,36,1
94.23,167.84,36,1
95.23,167.88,36,1
96.23,167.84,36,1
97.23,167.87,36,1
98.23,167.79,36,1
99.23,167.76,36,1
100.23,167.72,36,1
101.23,167.7,36,1
102.23,167.66,36,1
103.23,167.62,36,1
104.23,167.52,36,1
105.23,167.57,36,1
106.23,167.56,36,1
107.23,167.7,36,1
108.23,167.75,36,1
109.23,167.76,36,1
110.23,167.73,36,1
111.23,167.77,36,1
112.23,167.77,36,1
113.23,167.72,36,1
114.23,167.78,36,1
115.23,167.7,36,1
116.23,167.7,36,1
117.23,167.72,36,1
118.23,167.8,36,1
119.23,167.88,36,1
120.23,167.82,36,1
121.23,167.81,36,1
122.23,167.85,36,1
123.23,167.89,36,1
124.23,167.87,36,1
125.23,167.82,36,1
126.23,167.87,36,1
127.23,167.89,36,1
128.23,167.81,36,1
129.23,167.8,36,1
130.23,167.71,36,1
131.23,167.72,36,1
132.23,167.78,36,1
133.23,167.78,36,1
134.23,167.78,36,1
135.23,167.7,36,1
136.23,167.74,36,1
137.23,167.64,36,1
138.23,167.76,36,1
139.23,167.75,36,1
140.23,167.8,36,1
141.23,167.76,36,1
142.23,167.8,36,1
143.23,167.82,36,1
144.23,167.85,36,1
145.23,167.97,36,1
146.23,168.05,36,1
147.23,168.32,36,1
148.23,168.46,36,1
149.23,168.86,36,1
150.23,168.86,36,1
151.23,168.75,36,1
152.23,168.9,36,1
153.23,168.79,36,1
154.23,168.72,36,1
155.23,168.82,36,1
156.23,168.8,36,1
157.23,168.94,36,1
158.23,169.04,36,1
159.23,168.99,36,1
160.23,168.94,36,1
161.23,168.96,36,1
162.23,168.91,36,1
163.23,168.9,36,1
164.23,168.88,36,1
165.23,168.84,36,1
166.23,168.87,36,1
167.23,168.83,36,1
168.23,168.86,36,1
169.23,168.92,36,1
170.23,168.91,36,1
171.23,168.97,36,1
172.23,168.93,36,1
173.23,168.88,36,1
174.23,168.83,36,1
175.23,168.89,36,1
176.23,168.96,36,1
177.23,168.93,36,1
178.23,168.9,36,1
179.23,168.84,36,1
180.23,168.85,36,1
181.23,168.82,36,1
182.23,168.71,36,1
183.23,168.8,36,1
184.23,168.85,36,1
185.23,168.81,36,1
186.23,168.75,36,1
187.23,168.65,36,1
188.23,168.43,36,1
189.23,168.24,36,1
190.23,168.27,36,1
191.23,168.23,36,1
192.23,168.25,36,1
193.23,168.26,36,1
194.23,168.29,36,1
195.23,168.31,36,1
196.23,168.37,36,1
197.23,168.39,36,1
198.23,168.41,36,1
199.23,168.42,36,1
200.23,168.49,36,1
201.23,168.37,36,1
202.23,168.36,36,1
203.23,168.4,36,1
204.23,168.41,36,1
205.23,168.47,36,1
206.23,168.64,36,1
207.23,168.93,36,1
208.23,169.16,36,1
209.23,169.12,36,1
210.23,169.14,36,1
211.23,169.19,36,1
212.23,169.17,36,1
213.23,169.2,36,1
214.23,169.23,36,1
215.23,169.25,36,1
216.23,169.24,36,1
217.23,169.3,36,1
218.23,169.25,36,1
219.23,169.31,36,1
220.23,169.36,36,1
221.23,169.33,36,1
222.23,169.34,36,1
223.23,169.36,36,1
224.23,169.38,36,1
225.12,169.39,36,1
230.16,170.69,36,1
258.47,170.75,36,1
270.32,169.86,36,1
309.29,170.75,36,1
341.11,170.6,36,1
372.37,170.88,36,1
392.37,170.95,36,1
423.91,170.45,36,1
427.77,170.16,36,1
428.77,170.1,36,1
429.77,170.04,36,1
430.77,170.01,36,1
431.77,170.0,36,1
432.77,169.99,36,1
433.77,169.99,36,1
434.77,169.97,36,1
435.77,169.92,36,1
436.77,169.94,36,1
437.77,169.97,36,1
438.77,169.9,36,1
439.77,169.89,36,1
440.77,169.88,36,1
441.77,169.85,36,1
442.77,169.9,36,1
443.77,169.83,36,1
444.77,169.83,36,1
445.77,169.86,36,1
446.77,169.8,36,1
447.77,169.72,36,1
448.77,169.62,36,1
449.77,169.5,36,1
450.77,169.46,36,1
451.77,169.46,36,1
452.77,169.54,36,1
453.77,169.66,36,1
454.77,169.75,36,1
455.77,169.82,36,1
456.49,169.93,36,1
460.02,170.66,36,1
483.68,170.49,36,1
502.97,170.72,36,1
505.39,169.88,36,1
513.91,169.75,36,1
530.55,170.29,36,1
560.82,170.98,36,1
583.73,171.25,36,1
623.25,171.49,36,1
650.03,171.05,36,1
653.0,169.72,36,1
672.09,170.82,36,1
702.62,170.81,36,1
704.34,170.21,36,1
711.71,169.88,36,1
735.7,170.29,36,1
753.43,169.78,36,1
763.99,170.76,36,1
789.77,170.97,36,1
826.64,171.02,36,1
856.54,170.87,36,1
885.8,170.75,36,0
889.13,170.26,36,0
892.4,170.82,36,0
903.85,171.96,36,0
921.45,172.2,36,0
946.76,172.36,36,0
965.78,172.37,36,0
988.66,172.56,36,0
1000.59,172.0,36,0
1001.23,173.77,36,0
1019.37,173.94,36,0
1021.4,173.89,36,0
1047.43,173.86,36,0
1064.18,173.42,36,0
1100.74,173.62,36,0
1116.98,173.88,36,0
1134.7,173.16,36,0
1139.66,173.94,36,0
1150.36,173.93,36,0
1171.33,173.34,36,0
1178.95,173.6,36,0
1181.38,172.87,36,0
1192.12,172.52,36,0
1195.08,173.22,36,0
1202.65,173.28,36,0
1213.34,173.38,36,0
1220.6,172.95,36,0
1224.49,173.93,36,0
1231.93,175.78,36,0
1240.02,173.12,36,0
1247.49,173.88,36,0
1258.76,173.89,36,0
1290.6,173.51,36,0
1317.21,173.41,36,0
1370.74,172.69,36,0
1393.14,173.16,36,0
1442.34,173.24,36,0
1474.19,173.04,36,0
1520.53,173.22,36,0
1560.5,172.93,36,0
1589.9,173.3,36,0
1625.69,173.33,36,0
1675.07,173.4,36,0
1719.15,173.11,36,0
1757.75,173.13,36,0
1799.51,172.76,36,0
1808.6,172.99,36,0
1812.62,172.97,36,0
1813.05,173.02,36,0
1836.51,173.25,36,0
1874.51,173.26,36,0
1904.86,172.51,36,0
1935.75,172.83,36,0
1969.69,172.57,36,0
1994.82,172.86,36,0
2029.0,183.18,36,0
