yyyy/mm/dd,SESIA_1,TANARO_1,TICINO_1,SCRIVIA_1,TIDONE_1,LAMBRO_1,NURE_1,ENZA_1,OGLIO_1,SECCHIA_1,DORA BALTEA_1,MALONE_1,MINICIO_1,TREBBIA_1,PARMA_1,PANARO_1,TARO_1,STURA DI LANZO_1,PO_1,PO_2,PO_3a,PO_3b,PO_4,PO_5,PO_6,PO_7,PO_8,PO_9,PO_10,PO_11,PO_12,PO_13,PO_14a,PO_14b,PO_15,PO_16,PO_17,PO_18a,PO_18b,PO_18c,PO_19a,PO_21,PO_22,PO_23,PO_24,PO_25,PO_26b,PO_27,PO_28,PO_29,PO_30a,PO_30b,PO_31,PO_32,PO_33,PO_34,PO_35,ORCO_1,ARDA_1,ADDA_1,PO_26a,PO_20b,PO_20a,PO_19b
15/08/2016,27.88,33.52,172.63,3.85,0.98,16.63,2.98,4.14,137.2,11.66,70.29,1.73,34.86,3.36,3.74,14.88,3.28,7,36.88,37.02,37.99,48.39,48.39,50.03,120.4,119.89,120.31,119.48,119.25,147.77,149.45,183.66,185.42,194.19,204.3,382.7,395.86,399.57,401.72,422.36,432.11,692.72,702.45,711.9,725.48,737.73,769.57,776.29,925.43,945.95,988.99,1005.34,1012.48,1023.59,1050.41,1062.43,1076.93,8.2,2.61,232.49,747.11,683.82,446.16,443.64
16/08/2016,27.77,33.19,167.65,3.84,0.97,15.42,2.95,4.13,118.5,11.61,87.34,1.72,35.8,3.34,3.74,14.83,3.27,7.44,37.18,37.33,38.3,49.38,49.38,50.8,138.06,137.17,136.76,131.82,130.6,157.34,155.13,187.69,187.3,195.29,201.46,370.79,380.54,382.71,384.37,402.57,410.58,644.12,652.7,660.97,673.6,685.19,716.24,723.12,854.72,877.9,923.96,941.73,951.41,966.77,997.99,1012.47,1028.2,8.98,2.6,210.49,694.13,636.58,422.06,420.12
17/08/2016,28.13,32.96,162.43,3.83,1.02,14.58,2.93,4.12,104.03,11.56,101.53,1.72,35.69,3.42,3.73,14.8,3.27,7.84,37.52,37.67,38.64,50.79,50.79,52.42,153.99,153.71,154.1,150.61,149.42,176.41,173.3,205.08,203.32,210.68,213.1,373.26,379.09,379.1,380.06,395.44,400.56,607.15,614.04,620.53,631.66,642.07,669.14,675.37,790.57,810.81,855.76,873.1,882.38,897.8,930.33,947.14,967.23,9.96,2.6,192.31,650,601.79,407.46,406.53
18/08/2016,28.29,32.76,157.75,3.83,0.99,13.99,2.91,4.11,96.07,11.52,107.21,1.71,34.89,3.48,3.72,14.76,3.26,7.94,38.94,38.99,39.82,51.9,51.9,53.17,160.42,160.78,162.17,162.09,161.65,190.11,190,222.43,221.86,229.53,232.69,387.56,391.8,390.21,390.46,403.28,405.41,589.69,593.71,596.93,605.1,613.12,633.04,638.32,742.71,757.95,799.8,815.83,823.18,835.76,865.6,880.81,899.68,10.07,2.59,180.82,619.03,587.59,407.38,407.61
19/08/2016,28.08,32.61,154.02,3.82,0.98,13.81,2.89,4.1,91.12,11.52,108.67,1.71,34.13,3.36,3.72,14.73,3.26,7.87,39.08,39.27,40.3,52.52,52.52,54.39,163.43,163.86,165.34,166.05,165.88,194.57,195.58,228.46,229.17,237.35,243.75,398.24,404.74,404.3,404.86,418.04,419.78,590.82,592.52,592.96,598.67,604.63,615.92,619.59,714.13,722.81,761.08,775.67,780.62,789.5,815.19,827.05,842.03,9.99,2.59,172.58,608.62,590.92,420.33,420.99
20/08/2016,27.74,32.52,150.25,3.81,0.97,14.73,2.88,4.09,92.38,11.51,106.39,1.7,34.5,3.33,3.71,14.76,3.25,7.71,38.52,38.7,39.69,51.74,51.74,53.55,160.41,161.27,163.43,166.72,167.1,196.23,198.31,231.29,232.24,240.48,247.48,399,406.84,407.66,408.74,424.43,428.53,598.58,600.6,600.72,605.62,610.69,616.97,619.35,710.83,711.46,746.21,758.53,759.97,763.32,783.16,790.52,800.42,9.85,2.58,166.48,613.77,597.83,432.15,432.17
21/08/2016,28.32,32.5,149.17,3.8,0.96,14.8,2.87,4.1,92.28,11.45,107.17,1.7,33.38,3.31,3.7,14.85,3.25,8.35,38.66,38.83,39.81,52.03,52.03,53.77,161.16,161.41,162.68,163.4,163.45,192.88,195.06,228.28,229.86,238.36,247.33,399.57,407.3,407.94,408.95,424.59,429.04,600.4,602.35,603.19,609.23,615.32,624.58,627.21,718.43,719.13,751.8,762.94,762.06,760.67,774.52,776.69,779.74,10,2.58,166.91,619.27,600.92,434.22,433.79
22/08/2016,28.81,32.46,147.45,3.79,0.96,14.66,2.86,4.09,99.85,11.41,106.53,1.7,33.11,3.3,3.7,14.77,3.24,7.91,38.11,38.3,39.32,51.17,51.17,53.16,160.3,161.55,164.05,166.85,166.85,196.37,197.39,230.05,230.61,238.68,245.27,394.58,403.22,404.73,406.1,422.7,428.6,625.28,624.91,621.94,623.63,625.9,626.71,629.09,728.38,727.18,758.91,769.72,768.66,767.44,781.2,782.26,781.37,9.58,2.57,192.38,626.72,626.72,434.46,433.99
23/08/2016,27.3,32.43,144.26,3.79,0.96,14.22,2.85,4.08,100.67,11.38,91.91,1.69,32.9,3.29,3.69,14.7,3.24,7.25,37.31,37.5,38.53,49.64,49.64,51.64,144.32,146.13,149.59,157.02,158.36,188.73,194.49,228.39,230.81,239.45,248.29,394.51,402.11,402.82,403.85,419,423.69,623.55,628.03,631.15,638.46,645.04,651.28,652.6,747.64,741.58,771.31,781.4,779.66,777.47,789.6,789.46,787.98,8.88,2.57,189.57,649.01,620.37,429.65,428.95
24/08/2016,25.56,32.53,141.72,3.78,0.95,13.58,2.84,4.07,95.79,11.34,84.55,1.69,32.58,3.28,3.68,14.64,3.23,7.83,37.26,37.4,38.36,49.48,49.48,51.08,135.82,136.11,137.73,141.37,142.29,170.51,176.64,211.17,214.8,223.95,236.66,385.4,396.54,399.1,400.72,416.6,422.51,611.78,615.99,618.99,626.62,633.96,649.22,653.18,752.43,758.03,791.09,802.34,801.11,797.33,805.68,802.51,798.95,9.01,2.56,179.95,639.13,608.87,428.32,427.82
25/08/2016,26.46,32.45,140.24,3.77,0.95,13.21,2.83,4.06,90.54,11.3,106.19,1.69,32.15,3.27,3.68,14.6,3.23,8.31,37.37,37.52,38.49,49.81,49.81,51.47,157.57,156,154.57,146.38,144.76,170.06,169.16,201.69,202.59,210.89,220.18,366.12,377.7,381.25,383.33,400.38,409.31,597.46,602.91,606.98,615.18,622.7,637.49,641.3,735.15,742.68,777.73,790.98,793.93,798.57,817.19,820.7,820.09,9.2,2.56,169.91,627.86,592.94,420.31,418.65
26/08/2016,26.58,32.28,139.24,3.76,0.95,12.96,2.82,4.05,85.43,11.27,127.41,1.68,31.5,3.26,3.67,14.55,3.22,8.5,37.32,37.48,38.45,49.84,49.84,51.52,179.12,178.94,179.45,175.41,173.66,197.92,192.52,222.95,219.97,226.68,226.21,362.29,367.88,368.47,369.63,384.31,391.02,571.51,578.11,583.96,594.03,603.16,623.1,627.62,718.03,726.19,760.48,773.59,776.34,780.82,800.33,806.55,813.18,9.27,2.55,161.71,609.72,566.13,401.06,399.35
27/08/2016,26.6,32.09,138.21,3.76,0.95,12.77,2.82,4.04,80.78,11.24,135.81,1.68,30.59,3.25,3.67,14.51,3.22,8.77,37.43,37.57,38.52,50.49,50.49,51.97,187.86,187.78,188.64,187.73,187.19,213.77,213.41,245.24,244.91,252.51,255.38,388.28,388.91,385.38,384.87,394.4,393.38,550.93,555.32,559.22,568.1,576.65,597.54,602.66,690.91,702.92,738.07,752.13,756.29,762.54,783.01,789.33,795.66,9.93,2.54,155.04,583.02,548.6,393.8,394.05
28/08/2016,26.75,31.9,137.05,3.75,0.94,12.66,2.81,4.03,76.79,11.21,148.5,1.68,29.61,3.24,3.66,14.47,3.21,8.75,37.38,37.54,38.51,51.41,51.41,53.02,201.64,201.49,202.17,200.03,199.02,224.74,222.67,254.18,254.07,261.86,267.26,404.02,409.42,408.8,409.28,421.02,421.28,560.07,559.52,557.48,561.31,566.17,577.02,580.88,662.22,672.5,706.69,720.96,725.88,734.12,757.62,766.58,775.82,10.8,2.54,149.59,569.63,562.6,417.34,419.1
29/08/2016,26.58,31.78,135.91,3.74,0.94,12.54,2.8,4.02,73.32,11.19,153.13,1.67,28.95,3.23,3.65,14.44,3.2,8.81,37.41,37.57,38.5,51.83,51.83,53.41,206.75,207.02,208.36,209.11,208.98,236.14,236.24,267.82,267.69,275.41,280.02,413.73,417.61,416.92,417.54,430.03,432.98,579.57,580.99,579.99,583.14,586.34,585.41,586.48,655.54,656,685.87,698.2,700.45,705.49,726.97,735.58,745.98,11.27,2.53,145.11,587.66,579.34,435.33,435.55
30/08/2016,26.57,31.7,134.74,3.74,0.94,12.46,2.8,4.01,70.39,11.17,155.48,1.98,28.73,3.22,3.65,14.4,3.2,12.32,41.44,41.66,42.33,57.92,57.92,57.73,212.3,212.27,213.25,213.27,213.04,240.11,240.79,272.65,273.25,281.27,289.14,424.7,430,429.49,430.1,442.32,444.42,584.72,586.74,587.32,592.64,597.94,605.17,607.37,674.96,671.15,696.88,706.41,703.67,700.09,712.61,715.35,720.2,13.43,2.53,141.98,601.25,584.64,444.43,445.2
31/08/2016,29.04,31.75,133.73,3.73,0.94,12.47,2.79,4,68.49,11.22,144.51,2.47,28.91,3.23,3.64,14.37,3.19,14.17,43.33,43.93,45.1,61.48,61.48,63.32,208.46,210.28,213.41,218.01,218.44,248.65,248.43,279.77,279.38,287.06,293.81,429.02,435.66,435.83,436.65,449.52,453.05,597.59,598.69,597.88,601.66,605.61,610.44,612.91,680.83,681.93,710.61,721.73,721.14,719.16,729.15,726.63,721.93,13.1,2.52,143.39,607.85,598.15,455.97,456.15
01/09/2016,28.99,31.96,132.38,3.72,0.94,12.47,2.78,3.99,68.95,11.21,120.4,2.59,29.19,3.24,3.64,14.34,3.19,13.52,43.48,44.13,45.68,61.33,61.33,63.15,184.1,185.91,189.43,198.11,200.02,233.26,241.92,276.21,279.8,288.67,299.51,434.76,440.7,440.19,440.82,453.29,456.79,604.51,606.8,607.56,612.91,618.03,623.14,625.13,691.5,688.99,716.39,726.88,725.93,725.09,738.67,740.02,739.62,12.07,2.52,143.22,620.96,603.73,460.8,460.61
02/09/2016,28.07,32.27,131.26,3.71,0.93,12.4,2.78,3.99,66.86,11.16,111.7,2.45,29.55,3.21,3.63,14.35,3.18,12.44,42.3,42.84,44.27,59.37,59.37,61.56,173.88,174.65,176.67,180.37,181.2,211.8,217.62,251.76,255.24,264.26,277.74,418.36,432.05,436.07,438.12,453.84,460.67,607.77,609.7,610.3,615.84,621.41,630.03,632.71,699.37,700.32,728.95,739.57,738.44,736.35,747.18,746.16,744.69,11.65,2.51,142.04,625.02,607.5,466.17,465.99
03/09/2016,27.74,32.21,130.38,3.71,0.93,12.32,2.77,3.98,64.89,11.12,114.75,2.25,29.56,3.2,3.62,14.32,3.18,11.07,40.36,40.74,42.03,56.05,56.05,58.3,173.78,174.41,176.09,177.32,177.32,206.06,208.45,241.41,242.97,251.27,260.63,396.4,407.55,410.92,412.96,429.17,438.68,602.08,607.52,611.23,618.6,625.01,633.29,635.76,700.2,702.22,732,743.39,743.6,743.88,757.72,758.42,757.01,10.84,2.51,140.5,628.9,597.17,452.48,450.01
04/09/2016,26.72,32.11,129.58,3.7,0.93,12.28,2.77,3.97,63.09,11.09,114.28,2.1,28.98,3.19,3.62,14.28,3.17,10.28,39.04,39.31,40.46,53.87,53.87,55.87,170.72,171.4,173.29,175.87,176.23,204.48,207.37,240.22,241.59,249.74,257.45,389.34,397.27,398.6,399.89,414,420.32,575.3,581.24,586.67,596.68,605.97,627.22,631.76,699.3,703.98,733.24,744.47,744.38,744.42,758.93,761.17,762.42,10.48,2.5,138.1,612.85,570.77,429.72,428.14
05/09/2016,26.27,31.9,128.67,3.69,0.92,12.25,2.76,3.96,61.49,11.06,116.04,2.01,28.2,3.18,3.61,14.24,3.17,9.82,38.22,38.46,39.53,52.62,52.62,54.5,170.98,171.47,173.03,174.32,174.37,201.66,203.81,236.37,237.81,246.02,254.56,386.66,395.03,396.26,397.42,410.94,415.66,559.39,563.44,566.65,574.71,582.5,600.91,605.63,673.93,685.61,718.48,732.35,736.32,741.57,759.31,762.25,763.13,10.37,2.5,134.89,588.24,556.94,421.21,420.61
06/09/2016,25.87,31.68,127.42,3.68,0.92,12.22,2.75,3.95,60.09,11.04,118.66,1.93,27.53,3.17,3.6,14.21,3.16,9.2,37.38,37.61,38.65,51.23,51.23,53.21,172.36,172.79,174.3,175.52,175.51,202.24,203.9,236.04,237.09,245.13,252.55,382.21,390.12,391.38,392.62,406.45,412.01,553.49,556.99,559.11,565.76,572.19,584.92,588.59,652.23,660.11,691.06,704.45,708.28,715.19,737.81,746.73,755.63,9.99,2.49,131.63,576.61,551.27,418.7,417.92
07/09/2016,25.12,31.48,125.18,3.68,0.92,12.2,2.75,3.95,58.69,11.02,116.11,1.85,26.95,3.16,3.6,14.18,3.16,8.67,36.55,36.77,37.8,49.84,49.84,51.72,168.43,169.71,172.33,176.14,176.45,202.77,204.65,236.59,237.6,245.63,253.02,380.24,387.96,388.98,390.1,403.53,408.32,545.45,549.25,551.95,559.2,566.05,578.85,582.21,642.82,647.28,675.74,687.92,689.83,693.64,712.95,719.83,728.16,9.63,2.49,128.35,570.73,543.12,413.97,413.37
08/09/2016,24.11,31.32,122.36,3.67,0.92,12.17,2.74,3.94,57.29,10.99,107.42,1.78,26.58,3.16,3.59,14.16,3.15,7.92,35.52,35.75,36.78,48.28,48.28,50.31,158.38,159.43,161.76,166.05,166.96,193.63,198.81,231.56,234.1,242.61,252.24,377.7,385.58,386.65,387.79,401.28,406.22,539.77,543.16,545.28,551.96,558.39,570.9,574.42,634.46,639.91,668.11,680.17,681.64,683.96,700.53,704.67,709.25,9.12,2.48,125.32,562.81,537.78,411.85,411.29
09/09/2016,23.19,31.13,119.99,3.66,0.92,12.15,2.74,3.93,56.07,10.97,97.44,1.72,26.28,3.15,3.58,14.13,3.15,7.68,35.05,35.23,36.2,47.18,47.18,48.96,146.96,148.37,151.3,157.27,158.25,183.83,188.18,220.49,222.68,231.09,241.11,366.74,377.45,380.11,381.78,396.54,402.89,534.62,538.07,540.26,546.95,553.33,565.08,568.37,626.33,630.76,658.48,670.53,672.19,675.2,692.58,696.94,700.7,8.76,2.48,122.53,557.64,532.58,409.35,408.7
10/09/2016,22.98,30.95,117.9,3.66,0.91,12.13,2.73,3.92,54.87,10.95,93.36,1.69,25.84,3.14,3.58,14.1,3.14,7.73,34.94,35.11,36.07,46.92,46.92,48.62,142.3,142.77,144.4,146.82,147.3,172.13,176.35,208.72,211.51,220.16,231.26,354.55,364.44,366.7,368.27,382.96,390.15,525.7,530.42,533.76,541.13,547.82,559.91,563.23,620.07,624.36,651.41,663.26,664.57,666.81,683.31,687.33,691.42,8.7,2.47,119.62,552.29,522.01,399.87,398.36
11/09/2016,23.16,30.83,115.91,3.65,0.91,12.11,2.73,3.92,53.73,10.93,97.48,1.67,25.28,3.13,3.57,14.08,3.14,7.67,34.79,34.96,35.92,46.66,46.66,48.37,146.17,146.51,147.78,147.69,147.41,171.1,172.34,203.58,204.64,212.67,220.84,340.7,350.72,353.53,355.33,370.61,378.25,509.21,514.01,517.98,526.46,534.35,551.21,555.24,612.61,617.78,644.4,656.28,657.65,659.99,676.42,680.18,683.57,8.6,2.47,116.44,540.01,505.77,387.27,386
12/09/2016,22.98,30.73,114,3.64,0.91,12.09,2.72,3.91,52.71,10.91,97.57,1.65,24.66,3.13,3.57,14.05,3.13,7.71,34.73,34.89,35.83,46.55,46.55,48.19,146.07,146.64,148.35,150.29,150.41,174.42,175.97,207,207.63,215.41,221.55,336.68,343.86,344.85,346.01,359.64,365.4,493.64,498.86,503.06,511.4,518.99,534.89,538.99,596.4,604.59,632.23,645.03,647.77,651.75,669.11,673.14,676.67,8.64,2.46,113.74,524.31,489.72,373.53,372.25
13/09/2016,23.04,30.65,112.17,3.64,0.91,12.07,2.72,3.9,51.88,10.89,98.7,1.65,24.03,3.12,3.56,14.02,3.12,7.67,34.68,34.84,35.79,46.6,46.6,48.29,147.3,147.74,149.19,150.12,150.11,174.05,175.81,206.98,208.16,216.17,223.83,338.14,345.31,345.82,346.71,359.37,363.19,481.35,485.13,488.03,495.63,502.94,519.65,523.95,580.73,588.15,614.76,627.4,630.17,635.07,654.72,661.09,667.3,8.71,2.46,110.92,508.26,479.2,367.77,367.37
14/09/2016,22.86,30.57,110.12,3.63,0.9,12.05,2.71,3.89,51.09,10.87,97.48,1.64,23.47,3.11,3.55,14,3.12,7.56,34.67,34.82,35.77,46.48,46.48,48.14,145.98,146.77,148.76,151.27,151.42,175.32,177.07,208.07,208.96,216.83,223.71,335.68,343.32,344.44,345.61,359.05,363.98,478.86,481.58,482.98,489.05,495.04,506.81,510.34,564.61,571.48,597.83,610.68,613.78,618.82,637.87,643.7,650.03,8.62,2.45,108.24,499.15,477.53,369.19,368.78
15/09/2016,22.66,30.55,108.11,3.62,0.9,12.03,2.71,3.88,50.25,10.85,95.01,1.73,23.07,3.1,3.55,13.98,3.11,23.29,49.83,47.4,45.08,56.1,56.1,50.85,144.42,144.71,146.3,148.31,148.57,172.59,175.27,206.6,208.14,216.25,224.38,334.83,342.27,343.09,344.12,357.14,361.61,475.68,479.05,481.12,487.59,493.68,503.77,506.67,557.78,561.19,585.43,597.28,598.95,602.34,620.73,626.83,633.72,12.57,2.45,106.11,497.7,473.73,366.95,366.4
16/09/2016,23.27,30.73,106.77,3.62,0.9,12.01,2.7,3.88,49.73,10.83,97.44,2.26,22.8,3.1,3.57,13.95,3.11,60.85,92.13,91.57,91.51,122.79,122.79,116.83,206.45,201.35,195.39,173.84,168.77,184.6,174.97,205.23,205.85,213.77,221.48,331.06,339.21,340.58,341.81,355.38,360.48,472.95,475.54,477.05,483.31,489.41,500.84,504.1,555.54,558.83,582.2,593.47,594,595.13,610.58,614.21,618.38,30.16,2.44,105.84,493.6,472.04,365.94,365.44
17/09/2016,27.06,31,105.75,3.64,0.9,12.2,2.7,3.87,50.3,10.8,106.26,2.87,22.64,3.24,3.55,13.92,3.09,59.13,106.25,106.12,106.66,140.15,140.15,140.7,246.04,245.83,246.13,241.24,239.35,263.38,249.4,273.94,263.3,267.18,252.85,340,337.6,337.24,338.21,351.61,356.73,474.26,477.15,478.47,483.98,489.28,497.73,500.59,551.92,555.09,578.55,590,590.96,592.66,607.99,610.7,612.62,30.36,2.43,109.43,492.68,472.86,362.69,362.01
18/09/2016,25.62,31.39,105.83,3.67,1.02,12.26,2.71,3.86,51.32,10.79,91.12,3.49,23.02,3.73,3.54,13.87,3.1,59.49,115.21,114.96,115.42,151.05,151.05,151.21,241.5,241.83,243.26,245.65,246.3,274.17,278.52,310.6,310.99,318.49,321.9,421.35,411.62,398.87,395.18,395.72,382.48,478.07,479.61,479.83,484.85,490.03,499.12,502.05,553.78,554.63,577.37,588.23,588.37,589.18,604.13,607.09,609.77,32.08,2.44,116.73,493.45,478.81,365.66,368.84
19/09/2016,28.35,32.68,107.66,3.74,0.93,12.44,2.7,3.86,52.07,10.8,83.78,3.69,22.9,3.58,3.55,13.88,3.11,53.36,133.49,132.98,132.96,167.88,167.88,167.39,250.02,249.97,250.63,248.75,248.17,276.53,276.13,308.69,308.81,316.57,323.27,434.29,442.76,443.32,444.02,455.77,456.23,535.99,525.82,512.96,507.16,504.88,502.44,504.64,555.75,556.73,579.68,590.7,590.89,590.95,604.23,605.68,606.79,31.4,2.44,116.38,503.43,549.29,446.2,450.75
20/09/2016,28.66,32.75,110.49,3.78,0.91,12.53,2.69,3.85,51.49,10.84,75.45,3.53,23.14,3.51,3.53,13.85,3.05,43.65,128.46,129.21,130.91,164.07,164.07,168.07,245.27,247.17,250.55,256.11,256.57,286.33,287.04,319.77,319.9,327.53,332.14,441.17,445,444.14,444.64,456.96,460.76,582.66,584.22,582.81,584.32,584.44,556.68,552.08,582.95,565.94,585.28,595.01,593.86,592.96,606.19,608,609.02,28.01,2.4,114.09,581.21,581.41,466.59,465.8
21/09/2016,27.58,32.61,113.71,3.81,0.91,12.63,2.69,3.84,50.78,11.01,66.85,3.29,23.69,3.41,3.53,13.8,3.13,34.35,111.82,112.65,114.47,144.69,144.69,149.27,218.47,220.79,224.83,233.99,235.83,267.45,275.81,310.75,314.58,323.63,335.48,453.39,459.3,458.68,459.14,471.04,472.46,581.3,583.19,584.03,590.09,596.28,607.04,609.33,656.41,642.93,654.03,656.83,643.13,622.7,618.74,613.54,611.54,25.18,2.45,111.02,600.67,581.28,471.96,472.7
22/09/2016,27.17,32.88,120.94,3.81,0.9,12.91,2.68,3.83,50.41,11,62.33,3.08,24.19,3.42,3.5,13.85,3.01,28.99,98.24,98.84,100.36,128.57,128.57,132.35,196.4,198.13,201.51,209.12,210.63,241.32,248.76,284.03,288.24,297.36,311.06,440.72,451.7,454.44,456.11,471.71,478.55,593.46,594.56,593.69,597.12,600.88,605.79,608.16,658.59,662.18,687.43,698.91,698.64,695.44,697.76,681.47,654.68,23.6,2.37,109.6,603.14,593.56,484.62,484.33
23/09/2016,27.93,32.69,128.32,3.79,0.9,16.42,2.68,3.82,50.37,11.09,58.84,2.84,24.55,3.34,3.52,13.76,3.12,24.13,88.23,88.87,90.44,115.81,115.81,119.79,180.46,182.19,185.36,191.65,192.86,223.75,229.61,264.03,267.27,276.17,288.11,423.43,435.48,438.82,440.75,460.45,467.62,588.54,593.12,596.58,604.09,610.53,617.88,619.86,667.53,665.08,688.2,698.83,698.17,698.01,712.77,715.82,715.99,20.86,2.44,107.43,614.41,585.15,475.75,474.55
24/09/2016,26.84,32.49,130.63,3.81,0.9,17,2.68,3.84,50.14,11.13,54.64,2.62,24.68,3.35,3.51,13.97,3.11,20.24,78.13,78.72,80.21,102.78,102.78,106.56,162.99,164.71,167.9,174.63,175.97,206.07,212.93,247.39,250.74,259.64,271.18,408.22,419.51,422.19,423.92,443.91,451.78,573.08,578.39,582.41,590.46,597.77,613.32,617.25,671.24,675.77,700.32,711.17,710.08,707.58,717.86,717.26,716.41,18.37,2.43,104.05,602.97,568.71,461.79,460.17
25/09/2016,25.42,32.56,130.98,3.74,0.89,16.36,2.67,3.81,49.2,11.04,51.58,2.45,24.47,3.29,3.48,13.87,3,17.16,70.39,70.77,72.02,91.78,91.78,94.92,147.97,149.49,152.52,158.78,159.96,188.32,194.59,229.06,232.39,241.09,252.85,391.04,403.45,406.79,408.67,428.32,436.39,552.75,558.03,562.58,571.23,579.3,597.74,602.07,656.14,663.4,690.48,703.25,705.84,709.96,726.83,728.94,727.81,16.03,2.36,99.85,585.2,548.63,446.28,444.78
26/09/2016,24.72,32.47,131.38,3.71,0.89,15.91,2.67,3.8,48.33,11.07,49.61,2.29,24.32,3.2,3.49,13.72,3.1,14.74,66.54,66.94,68.18,85.58,85.58,88.39,139.01,140.13,142.51,146.61,147.36,174.36,179.45,213.53,216.52,225.23,236.44,374.14,386.13,389.23,391.06,410.18,418.15,533.32,538.97,543.61,552.4,560.34,577.83,582.17,635.92,644.95,672.86,686.23,689.64,694.69,713.22,718.87,724.78,13.89,2.43,96.39,566.04,528.63,428.94,427.09
27/09/2016,23.71,32.54,130.65,3.7,0.89,15.09,2.67,3.81,47.8,11,47.36,2.19,23.84,3.2,3.48,13.88,3.07,12.82,61.09,61.5,62.76,78.44,78.44,81.37,129.94,131.18,133.74,138.4,139.2,165.15,169.64,203.4,205.53,213.89,223.52,359.23,370.26,373.11,374.88,393.08,401.08,512.23,517.67,522.24,531.13,539.38,558.65,563.18,616.68,625.32,652.34,665.42,668.67,674.2,694.36,701.51,708.95,12.28,2.41,93.19,545.49,507.84,411.58,409.85
28/09/2016,22.81,33.53,129.33,3.63,0.88,14.33,2.66,3.8,47.02,10.89,45.73,2.12,23.24,3.16,3.47,13.77,3.02,11.71,56.53,56.86,58.04,72.64,72.64,75.26,121.97,123,125.35,129.47,130.19,155.18,159.67,194.55,196.92,205.2,214.87,348.85,358.72,360.88,362.38,379.11,386.04,492.22,497.55,502.15,510.95,519.09,537.57,541.98,594.69,604.25,631.37,644.73,648.49,654.43,674.37,681.07,688.38,11.38,2.37,90.07,525.03,488.09,395.33,393.84
29/09/2016,22.44,33.58,127.92,3.62,0.88,14.02,2.65,3.79,46.45,10.88,45.61,2.03,22.68,3.13,3.47,13.72,3.08,10.88,53.55,53.85,54.96,68.62,68.62,71.01,117.41,118.26,120.29,123.27,123.72,147.86,151.5,186.18,188.27,196.55,206.01,338.5,348.7,350.98,352.51,368.94,375.52,476.53,481.13,484.82,492.96,500.56,517.91,522.26,574.28,583.4,609.63,622.8,626.31,632.14,652.55,660.11,668.31,10.61,2.41,87.6,506.1,473.21,383.64,382.47
30/09/2016,21.89,33.34,125.37,3.61,0.88,13.57,2.65,3.8,46.01,10.84,44.96,1.97,21.99,3.14,3.47,13.81,3.07,10.25,51.2,51.48,52.55,65.37,65.37,67.63,113.29,114.13,116.16,119.16,119.6,143.12,146.26,180.49,182.25,190.37,199.03,328.28,338.07,340.28,341.8,357.8,364.6,463.89,468.36,471.77,479.5,486.67,501.94,505.9,556.27,564.11,589.22,602.17,605.49,611.16,631.43,638.61,646.34,9.88,2.4,85.16,491.77,460.57,373.27,371.98
01/10/2016,21.62,32.97,122.34,3.59,0.88,13.21,2.65,3.79,45.36,10.8,45.38,1.93,21.28,3.12,3.46,13.76,3.04,9.65,48.65,48.92,50,62.23,62.23,64.48,110.54,111.19,113.01,115.46,115.79,138.87,141.76,175.58,177.29,185.35,193.98,319.95,329.16,331.07,332.48,347.85,354.23,450.3,454.84,458.47,466.41,473.77,489.22,493.08,542.3,549.01,572.76,585.24,587.89,592.52,611.67,618.24,625.64,9.37,2.38,82.67,479,447.01,362.32,361.14
02/10/2016,21.39,32.59,119.73,3.57,0.87,12.92,2.64,3.76,44.74,10.73,47.22,1.91,20.63,3.09,3.45,13.68,3.02,9.29,46.64,46.89,47.94,59.82,59.82,61.98,109.82,110.5,112.25,114.01,114.11,136.55,138.77,172.04,173.49,181.42,189.55,312.49,321.38,323.21,324.59,339.58,345.71,438.39,442.63,445.89,453.47,460.56,475.71,479.61,528.57,535.7,558.85,571.23,573.72,577.84,596,601.6,607.69,9.08,2.37,80.52,465.61,435.44,353.23,352.19
03/10/2016,21.12,32.27,117.58,3.55,0.87,12.83,2.63,3.75,44.27,10.66,46.25,1.86,20.05,3.09,3.44,13.62,3.03,8.7,45.06,45.31,46.34,57.72,57.72,59.82,106.67,107.44,109.34,112.05,112.42,135.04,137.73,170.66,171.97,179.8,187.23,307.23,315.45,316.92,318.18,332.73,338.34,428.57,432.5,435.42,442.7,449.51,463.6,467.35,515.31,521.84,544.33,556.63,559.19,563.69,582.04,587.62,593.33,8.64,2.37,79.21,454.29,426.04,345.33,344.38
04/10/2016,20.19,31.8,114.71,3.52,0.86,12.59,2.62,3.72,43.68,10.48,44.3,1.76,19.34,3.1,3.41,13.51,2.89,7.81,42.54,42.79,43.85,54.47,54.47,56.73,101.83,102.84,105.09,108.49,108.94,130.73,133.85,166.54,168.24,176.02,184.41,302.49,310.95,312.51,313.75,327.97,333.24,421.26,424.87,427.41,433.98,440.31,453.35,456.89,503.81,509.72,531.21,543.19,545.56,549.82,567.81,573.28,579.2,7.99,2.28,78.44,444.74,418.89,339.35,338.63
