yyyy/mm/dd,SESIA_1,TANARO_1,TICINO_1,SCRIVIA_1,TIDONE_1,LAMBRO_1,NURE_1,ENZA_1,OGLIO_1,SECCHIA_1,DORA BALTEA_1,MALONE_1,MINICIO_1,TREBBIA_1,PARMA_1,PANARO_1,TARO_1,STURA DI LANZO_1,PO_1,PO_2,PO_3a,PO_3b,PO_4,PO_5,PO_6,PO_7,PO_8,PO_9,PO_10,PO_11,PO_12,PO_13,PO_14a,PO_14b,PO_15,PO_16,PO_17,PO_18a,PO_18b,PO_18c,PO_19a,PO_21,PO_22,PO_23,PO_24,PO_25,PO_26b,PO_27,PO_28,PO_29,PO_30a,PO_30b,PO_31,PO_32,PO_33,PO_34,PO_35,ORCO_1,ARDA_1,ADDA_1,PO_26a,PO_20b,PO_20a,PO_19b
01/01/2008,23.87,43.41,84.83,6.76,1.21,14.46,4.8,6.48,55.25,16.36,16.33,1.48,20.48,9.13,4.82,21.41,4.29,4.41,34.93,35.44,36.57,42.64,42.64,44.16,60.59,60.84,61.51,61.51,61.3,85.77,88.37,132.44,133.41,145.14,153.33,239.08,248.03,248.41,249.44,263.89,272.38,336.49,340.52,342.34,350.61,366.33,384.29,388.33,444.2,446.37,467.44,484.38,484.56,483.91,506.12,510.14,515.4,3.5,3.65,58.84,373.22,335.25,276.46,276.53
02/01/2008,18.53,42.96,78.83,5.12,1.29,10.41,4.45,5.58,52.79,15.83,15.25,1.62,18.2,7.84,4.59,20.36,2.94,3.87,28.41,28.77,30.02,36.41,36.41,39.81,57.03,58.57,61.12,64.42,64.47,83.69,85.26,128.92,130.78,139.54,148.33,232.16,240.68,243.33,245.45,258.93,271.33,335.6,337.87,339.05,344.48,358.13,373.13,377.58,435.5,443.97,463.81,480.3,480.95,482.73,505.48,508.92,509.37,3.4,2.47,53.88,363.5,335.09,281.29,280.62
03/01/2008,20.15,41.92,78.91,5.4,1.49,10.86,4.82,5.85,49.1,14.92,15.89,1.87,18.67,7.75,4.8,17.62,3.72,4.33,30.72,30.57,31.27,37.13,37.13,38.04,53.93,54.27,56.13,59.55,60.32,83.24,86.26,128.93,130.46,139.81,146.17,226.95,233.88,235.36,237.21,250.34,260.97,330.63,336.08,339.73,346.49,358.47,368.93,373.17,423.1,427.52,448.87,465.99,470.11,476.7,498.35,501.51,505.52,3.51,3.07,52.48,362.84,326.54,271.53,270.33
04/01/2008,25.19,42.7,82.34,6.85,1.63,15.93,5.16,6.65,54.76,16.7,16.84,1.9,20.93,8.62,5.14,20.53,5.68,5.01,37.2,37.26,38.01,44.14,44.14,44.66,60.97,60.88,61.68,61.45,60.9,86.65,88.09,130.88,131.38,144.32,153.46,236.53,242.85,241.18,242.02,256.86,264.06,326.29,330.41,332.08,342.62,356.76,373.87,379.04,433,430.98,449.94,465.69,463.93,463.14,485.67,491.02,497.81,3.61,4.25,56.07,362.76,325.43,269.56,269.32
05/01/2008,22.61,44.65,79.38,6.33,1.42,14.59,4.67,6.4,56.61,17.58,15.99,1.73,19,8.86,4.84,23.53,4.36,4.5,33.96,34.39,35.69,42.4,42.4,45.42,62.74,63.84,66.01,67.83,67.42,90.34,91.39,136.55,137.46,148.47,156.03,237.5,244.75,246.22,248.05,264.56,275.84,332.05,333.59,333.8,340.68,354.21,368.19,373.08,432.05,437.06,457.01,475.02,474.94,473.44,493.66,493.34,490.84,3.59,3.27,54.65,359.21,333.25,281.31,281.6
06/01/2008,22.31,49.72,83.12,6.09,1.88,13.68,5.08,6.67,53.53,16.78,16.65,1.97,19.12,9.86,4.67,20.4,4.58,4.99,33.48,33.73,34.74,41.5,41.5,43.21,60.4,61.42,63.57,67.79,68.16,92.18,94.85,144.92,144.83,154.89,161.26,244.72,249.59,248.99,250.69,264.19,274.18,341.15,344.6,346.2,352,364.71,369.56,373.96,426.46,428.81,449.18,467.01,468.97,472.4,495.78,499.41,500.37,3.63,3.13,55.41,367.16,338.7,282.37,281.41
07/01/2008,24.1,56.83,85.11,7.87,2.36,16.9,7.61,8.7,57.75,17.46,17.54,2.11,20.45,15.82,5.27,20.16,5.45,5.59,33.93,34.26,35.47,42.79,42.79,45.07,63.29,64.35,66.29,69.45,69.27,93.92,95.13,152.13,152.2,163.87,171.5,257.08,260.68,259.3,261.33,277.42,291.49,350.16,349.86,348.92,355.36,377.06,386.8,391.49,444.49,436.79,453.7,469.48,467.15,465.85,486.85,490.6,495.24,3.88,3.07,60.54,380.82,352.97,296.31,297.08
08/01/2008,24.28,62.35,83.9,9.75,2.62,19.31,8.88,10.09,63.5,21.65,16.76,2.16,20.32,20.39,9.77,20.31,5.56,5.67,33.57,33.91,35.11,42.51,42.51,44.98,62.56,63.71,65.83,70.38,70.61,96.18,98.81,161.5,161.73,174.93,182.24,265.58,269.58,269.16,271.72,291.18,311.32,377.74,377.04,373.81,376.81,405.35,406.24,409.14,465.34,459.01,476.25,495.95,491.69,484.31,495.91,491.88,489.56,3.85,3.06,65.54,410.4,380.14,318.28,319.08
09/01/2008,24.82,66.47,82.5,11.27,2.75,20.25,9.29,10.74,65.27,26.3,16.73,2.19,20.31,23.1,13.72,20.91,5.94,5.69,34.53,34.72,35.71,42.8,42.8,44.76,62.03,62.89,64.79,69.13,69.43,95.69,98.54,165.66,166.73,181.81,191.32,274.52,279.22,278.47,280.86,300.69,323.04,394.62,396.43,395.73,401.29,437.02,446.82,449.41,502.81,487.95,501.09,523.54,517.53,509.65,522.98,517.63,508.81,3.78,3.27,64.59,447.64,394.66,331.8,332.13
10/01/2008,26.17,69.71,81.93,13.06,2.72,21.27,9.56,11.64,67.27,29.26,17.85,2.21,20.97,24.71,14.76,23.14,6.72,5.85,36.57,36.73,37.69,44.84,44.84,46.76,65.1,65.76,67.26,69.96,69.85,96.95,99.26,169.76,170.72,188.17,198.42,280.92,286.27,285.91,288.48,310.02,334.83,406.08,407.92,407.27,414.87,454.04,474.44,479.16,540.47,530.85,545.22,570.24,562.51,549.44,557.61,547.3,536.02,3.87,3.66,64.07,467.23,406.82,344.61,344.9
11/01/2008,27.83,73.83,82.67,15.38,2.92,22.38,9.84,12.53,70.07,32.43,19.02,2.33,22.03,25.97,14.87,26.73,7.79,6.25,39.22,39.34,40.27,47.65,47.65,49.67,69.18,69.75,71.2,73.75,73.69,102.31,104.02,178.41,178.67,199.27,209.12,291.57,295.74,294.62,297.28,319.87,345.82,418.71,420.93,420.79,430.39,470.23,491.41,496.95,563.19,558.49,577.17,607.51,603.23,595.12,610.32,600.39,583.69,4.02,4.1,64.74,483.4,419.12,355.99,356.21
12/01/2008,29.09,86.1,85.91,28.77,6.02,22.29,14.34,13.81,71.18,34.27,21.2,2.91,22.19,43.73,15.42,29.98,8.06,7.64,41.84,42,43.24,52.72,52.72,54.84,76.77,77.62,79.12,82.32,82.14,111.29,112,198.69,196.21,228.88,236.72,316.51,316.78,314.33,319.35,339.95,379.82,438.86,439.5,438.43,447.09,495.04,508.9,514.39,581.47,577.62,596.93,629.55,626.74,622.52,646.51,642.64,633.57,5.39,3.83,66.7,505.03,441.49,381.83,384.81
13/01/2008,53.79,141.57,109.81,60.7,10.26,50.08,27.87,27.17,82.93,45.21,26.16,4.41,24.65,89.13,32.29,32.73,16.61,12.68,56.74,56.78,57.59,70.71,70.71,71.98,97.63,97.77,98,101.3,100.82,153.57,145.76,284.5,274.64,338.26,347.8,431.94,409.79,391.03,394.64,429.74,492.28,531.6,519.29,501.45,505,601.87,597.85,597.03,645.41,608.72,623.02,662.96,653.15,644.03,670.46,665.38,659.78,7.55,6.7,89.23,618.77,553.26,484.4,492.56
14/01/2008,72.21,189.78,123.1,61.32,10.25,70.67,29.26,31.56,133.13,81.74,27.93,4.64,27.51,89.22,34.17,69.95,19.77,13.4,74.13,74.54,75.7,89.45,89.45,91.95,120.11,120.82,121.95,126.94,126.28,197.8,197.7,386.33,379.87,445.81,463.13,571.29,571.23,558.65,563.29,619.72,681.44,727.57,707.34,677.49,670.66,764.03,755.2,754.99,850.36,784.67,777.96,839.27,805.46,752.18,771.32,735.63,702.12,7.47,7.45,120.92,778.74,756.47,662.21,674.71
15/01/2008,79.98,231.15,124.65,63.46,9.56,68.79,27.84,32.5,156.45,82.71,29.59,5.61,29.87,83.5,31.4,76.29,20.86,16.51,88.95,89.59,90.85,106.92,106.92,109.89,140.12,140.9,142.27,149.61,149.33,229.33,231.48,462.14,457.66,527.67,551.91,668.76,675.42,668.09,674.26,735.81,806.02,915.32,908.09,890.63,892.56,982.62,963.92,959.96,1065.6,999.14,997.55,1061.84,1033.14,987.17,1005.42,953.56,882.57,8.58,7.32,124.02,995.01,927.35,814.66,819.76
16/01/2008,91.63,274.04,129.59,68.39,10.17,67.84,28.5,32.33,164.92,78.15,31.97,6.27,33.49,80.98,29.48,74.37,22.62,18.25,105.07,105.77,107.13,124.68,124.68,128.22,161.23,162.35,164.48,174.12,173.9,265.8,269.72,543.16,538.3,614.06,637.72,756.69,763.95,756.69,763.49,825.28,894.16,1018,1016.05,1007.5,1021.84,1118.02,1139.43,1144.05,1281.58,1235.67,1241.98,1302.68,1273.88,1224.67,1238.86,1191.27,1130.43,9.21,7.49,127.16,1137.59,1026.48,906.91,911.07
17/01/2008,112.25,323.93,151.86,79.8,11.6,85.1,35.5,37.13,181.62,78.66,33.64,6.25,39.37,94.78,34.32,74.98,25.66,17.96,110.46,111.82,114.05,132.92,132.92,139.47,175.99,178.32,182.02,196.29,197.01,310.75,317.2,640.98,637.65,727.33,761.71,902.05,911.28,896.89,902.47,974.58,1044.32,1158.15,1147.89,1129.57,1140.2,1253.03,1267.38,1272.71,1425.41,1386.88,1408.73,1476.88,1459.71,1433.87,1473.93,1439.63,1385.32,9.32,8.96,146.41,1272.66,1178.64,1043.18,1052.09
18/01/2008,105.78,319.08,156.41,73.51,10.27,87.15,33.28,40.39,206.44,97.14,33.6,5.75,45.32,87.57,36.86,105.37,26.15,16.15,106.2,107.4,109.63,127.04,127.04,133.97,171.24,174.23,179.12,196.36,198.01,308.14,325.78,648.52,654.44,742.38,795.8,965.14,1004.92,1008.51,1018.86,1108.04,1190.98,1359.05,1352.41,1334.22,1340.65,1447.21,1453.81,1458.13,1625.73,1572.84,1591.69,1672.7,1645.81,1604.73,1664.36,1625.03,1577.9,8.52,9.27,166.81,1466.7,1371.32,1210.81,1215.55
19/01/2008,93.39,297.97,151.99,64.2,8.63,75.89,28.81,37.41,214.92,98.02,33.06,5.09,50.08,75.45,31.88,109.64,22.87,14.09,99.54,101.07,103.55,119.67,119.67,126.47,162.85,165.46,169.91,185.7,187.31,284.89,304.65,607.66,616.23,695.58,753.61,929.49,974.9,985.28,996.94,1083.62,1174.45,1401.24,1415.23,1423.42,1451.8,1564.34,1623.69,1634.68,1830.57,1791.5,1817.98,1901.09,1876.61,1836.9,1899.37,1861.52,1809.06,7.77,8.26,159.79,1595.77,1391.04,1226.81,1222.38
20/01/2008,82.25,268.22,148.02,56.56,7.32,62.79,25.05,32.99,206.35,85.78,31.85,4.55,54.47,65.06,27.04,95.88,20,12.72,91.92,92.82,94.58,108.84,108.84,114.32,149.34,151.91,156.35,171.03,172.81,260.04,277.17,549.39,557.5,627.74,677.21,846.17,890.53,903.42,914.8,990.89,1075.59,1311.22,1331.96,1349.71,1385.64,1491.2,1589.86,1608.78,1831.04,1852.54,1913.22,2001.25,2003.3,2000.82,2082.8,2065.24,2029.56,7.31,7.44,148.4,1528.16,1293.37,1136.64,1128.88
21/01/2008,72.98,242.84,147.32,48.45,6.25,51.74,21.45,28.66,190.44,77.44,31.43,4.09,57.85,55.12,22.5,85.16,16.75,11.66,87.71,88.57,90.26,103.71,103.71,108.45,142.1,143.88,147.39,158.59,159.49,235.83,250.37,497.15,504.66,565.24,611.12,780.8,818.47,829.49,839.42,903.07,976.34,1190.91,1211.34,1230.38,1264.71,1359.71,1463.58,1484.72,1703.39,1743.02,1817.98,1905.4,1921.27,1945.3,2053.04,2072.43,2091.31,7.13,6.34,139.25,1394.26,1174.08,1027.73,1021.46
22/01/2008,67.43,222.2,150.03,44.2,5.47,44.95,19.31,25.73,172.4,68.96,32.18,3.77,60.28,49.27,19.51,74.98,15.04,11.67,89.22,89.66,90.74,103.53,103.53,106.6,139.98,141.04,143.48,151.37,152,222.49,234.18,459.14,464.89,519.91,557.91,723.72,754.73,763.1,771.46,825.91,890.02,1092.2,1109.36,1124.98,1155.57,1238.38,1326.17,1344.35,1542.37,1582.82,1662.02,1742.59,1761.85,1794.49,1906.09,1937.91,1975.02,7.45,5.99,133.85,1268.03,1078.13,937.04,931.04
23/01/2008,60.91,204.69,150.38,38.4,4.77,36.34,16.91,22.01,154.9,62.61,33.65,3.46,60.26,42.23,16.26,67.31,12.33,12.42,94.33,94.32,94.89,107.79,107.79,109.82,143.99,144.5,146.21,151.33,151.33,213.91,222.02,428.82,432.83,479.96,512.99,679.33,706.79,715,722.56,767.85,823.49,1012.99,1027.51,1040.44,1065.52,1136.34,1213.6,1230.18,1408.6,1445.51,1523.01,1596.12,1613.16,1640.75,1740.69,1771.91,1810.72,8.4,5.07,130.21,1161.36,1001.14,863.34,858.57
24/01/2008,58.94,197.04,154.29,35,4.37,32.96,15.51,20.19,144.56,55.61,36.12,3.34,60.32,38.56,14.64,59.58,11.59,13.25,104.6,104.75,105.55,119.31,119.31,120.76,156.7,156.63,157.49,158.4,157.45,216.92,222.07,420.2,422.25,465.06,490.14,652.22,672.69,677.31,683.2,721.68,769.23,949.54,962.38,974.17,997.48,1058.67,1123.94,1138.28,1300.65,1328.68,1402.57,1466.73,1481.11,1506.49,1596.85,1625.64,1662.01,9.39,4.92,129.24,1080.25,939.62,803.72,799.73
25/01/2008,56.25,194.78,157.79,31.05,3.8,30.61,13.81,18.4,135.73,51.08,38.36,3.06,59.08,35.02,13.23,55.16,10.17,12.86,105.23,105.88,107.35,121.79,121.79,125.17,164.65,165.57,167.53,170.95,170.48,227.63,232.21,427.78,429.71,468.39,490.15,651.97,667.02,668.49,672.77,705.95,744.95,906.42,915.69,923.27,942.03,995.1,1052.42,1065.04,1216.39,1241.32,1311.67,1369.91,1381.79,1401.8,1479.47,1501.18,1529.11,9.64,4.66,128.98,1014.09,900.09,767.77,765.97
26/01/2008,51.91,184.29,158.95,26.99,3.45,25.99,12.28,15.92,124.32,44.98,39.34,2.93,57.1,30.51,11.58,48.34,9,12.81,101.39,101.74,102.96,117.24,117.24,120.23,160.77,161.91,164.44,170.87,171.42,226.02,233.1,419.16,422.75,457.08,479.7,646.72,662.46,665.09,669.42,698.95,733.87,885.77,892.62,897.67,912.28,955.63,998.2,1008.75,1143.81,1164.53,1231.95,1283.65,1295.08,1313.83,1383.14,1403.7,1429.4,9.95,4.19,126.01,970.08,881.45,753.55,752.35
27/01/2008,52.51,176.41,163.32,26,3.2,25.7,11.48,14.89,117.25,40.64,40.96,2.88,55.97,28.08,10.92,43.66,9.29,13.53,105.07,105.29,106.33,120.76,120.76,122.76,164.05,164.5,166.06,169.23,169.18,223.63,229.19,407.16,410.03,443.63,464.37,635.29,651.36,654.23,658.33,687.54,720.34,873.51,880.14,884.46,899.12,937.14,971.61,980.54,1102.98,1113.8,1174.74,1218.99,1225.44,1237.16,1295.78,1312.84,1335.98,10.42,4.54,127.09,949.84,869.55,740.32,738.84
28/01/2008,50.34,171.97,163.34,22.61,2.84,22.58,9.7,12.64,109.63,38.29,42.59,2.72,53,24.14,9.75,41.19,7.62,14.56,106.3,106.34,107.17,122.39,122.39,124.34,167.6,168.2,169.91,173.43,173.41,225.37,229.9,402.92,404.6,433.74,452.28,622.09,636.64,640.05,644.04,670.67,700.77,855.9,863.16,868.32,881.86,915.94,950.92,959.47,1075.05,1086.2,1143.38,1184.4,1188.77,1195.7,1245,1255.26,1267.95,11.53,3.88,125.95,928.39,850.53,721.3,719.18
29/01/2008,51.45,172.09,162.88,20.28,2.65,19.49,8.58,10.9,100.45,33.02,46.6,2.63,50.47,21.28,8.39,36.73,6.49,17.59,116.36,116.06,116.4,132.61,132.61,132.88,178.8,178.26,178.48,178.08,177.45,229.63,232.19,405.02,405.9,431.79,446.41,613.68,625.8,627.87,631.16,653.43,679.3,830.31,837.22,842.97,856.07,886.6,920.74,929.33,1037.45,1050.1,1106.03,1142.72,1148.91,1158.94,1206.42,1217.53,1229.24,13.19,3.59,126.01,898.18,825.89,697.14,695.38
30/01/2008,54.22,181.57,162.97,18.54,2.57,18.33,8.07,10.32,96.76,29.74,52.71,2.57,48.3,19.5,7.7,33.61,6.16,19.09,122.85,123.04,124.07,142.34,142.34,144.19,196.82,196.49,196.97,195.65,194.41,248.16,247.01,428,425.87,448.7,456.27,618.68,625.62,625.77,628.44,648.25,669.9,817.58,822.23,825.52,836.46,863.1,890.24,897.94,1001.29,1012.72,1066.15,1099.38,1105.19,1114.98,1159.64,1171.05,1184.68,14.64,3.54,130.49,872.57,815.17,683.35,682.4
31/01/2008,55.23,188.39,163.95,17.03,2.36,17.89,7.65,9.92,97.52,28.44,58.71,2.36,45.81,18.74,7.14,33.41,5.63,17.39,118.28,119,120.59,139.03,139.03,142.89,203.38,204.48,206.42,208.34,207.93,264.13,266.81,455.31,454.96,476.91,487.45,649.18,652.58,649.7,650.91,666.31,681,816.58,819.82,821.4,830.2,854.05,876.28,882.19,982.35,987.54,1035.98,1066.53,1070.18,1077.27,1119.49,1128.68,1140.07,14.28,3.42,131.94,862.13,816.23,685.74,686.55
01/02/2008,51.77,183.76,168.47,15.47,2.34,16.01,7.24,9.26,101.74,26.8,61.03,2.37,43.61,16.91,6.95,32.25,5.29,16.17,107.43,108.02,109.68,127.15,127.15,131.06,193.86,195.22,198.08,204.76,205.61,260.51,266.76,452.39,456.14,477.31,491.81,664.74,672.34,671.97,673.98,689.94,705.87,833.79,834.59,833.22,838.43,857.93,870.95,875.95,978.14,980.52,1025.02,1052.7,1054.22,1056.77,1092.48,1098.71,1106.87,13.39,3.25,127.18,863.43,835.3,710.88,712.09
02/02/2008,53.69,174.5,177.1,16.61,2.41,18.76,7.56,9.74,107.38,25.96,59.03,2.37,43.33,17.63,7.1,32.48,6.28,15.01,102.64,103.28,104.8,121.18,121.18,124.95,185.78,187.35,190.06,195.54,196.22,253.14,260.5,436.79,440.1,463.93,481.52,665.28,677.64,679.5,682.43,702.94,721.31,855.21,857.38,856.45,863.8,882.81,892.41,896.09,997.86,991.76,1031.92,1056.49,1054.46,1052.78,1084.82,1087.28,1090.22,12.3,3.94,127.73,888.09,855.28,728.85,729.33
03/02/2008,46.68,165.92,178.2,16.96,2.27,17.99,7.63,10.27,106.63,25.9,53.31,2.21,40.93,20.9,7.1,32.8,5.19,12.27,88.5,89.22,90.94,105.94,105.94,110.47,166.27,168.51,172.47,182.61,184.11,235.01,244.91,413.74,419.16,442.84,462.32,650.41,665.05,668.74,672.19,694.06,719.95,862.92,867.3,869.38,876.97,898.73,912.2,916.45,1020.01,1017.3,1056,1080.59,1078.07,1073.25,1099.86,1097.67,1093.75,10.87,3.25,125.54,904.56,860.19,733.68,732.84
04/02/2008,46.13,151.03,182.38,18.69,2.49,19.42,8.1,13.44,105.48,25.2,49.32,2.34,41.14,23.61,8.91,30.56,6.03,11.71,82.2,82.65,84.07,97.94,97.94,101.21,152.3,154.12,157.36,164.48,165.49,215.62,224.64,378.41,383.52,409.67,432.64,627.24,644.04,648.92,652.95,676.98,705.64,851.94,857.79,861.97,873.24,902.12,926.42,932.36,1036.5,1034.03,1072.73,1096.56,1094.27,1091.67,1119.08,1118.14,1115.15,10.05,3.54,124,911.58,847.87,721.83,720.38
05/02/2008,53.78,151.23,190.04,25.9,3.9,24.84,10.82,15.66,107.44,29.44,46.36,2.72,41.89,34.42,11.42,32.2,6.91,11.45,79.63,80.09,81.62,96.05,96.05,99.77,147.82,149.66,152.73,159.94,160.5,216.97,221.94,374.42,375.39,408.15,428.28,621.66,633.97,635.08,639.42,666.63,703.12,850.71,854.47,856.52,866.98,902.38,927.3,934.33,1042.43,1043.21,1085.11,1114.47,1113.56,1111.54,1139.89,1137.21,1131.88,9.99,3.77,133.02,912.61,850.25,717.7,717.22
06/02/2008,63.28,162.28,194.84,33.94,4.42,40.66,13.89,19.16,119.4,34.2,43.31,2.88,42.22,45.91,17.16,33.63,8.12,11.27,78.77,79.39,80.96,94.81,94.81,98.69,143.75,145.47,148.34,156.22,157.03,223.65,232.61,396.66,397.54,439.26,463.7,656.81,668.6,666.24,669.68,708.56,748.26,891.94,889.71,884.06,889.37,935.94,955.1,959.77,1071.45,1060.45,1097.69,1129.46,1125.54,1121.73,1152.62,1152.68,1151.61,9.16,4.15,152.66,948.67,897.76,751.36,754.34
07/02/2008,62.08,163.83,191.54,33.24,4.4,40.2,14.17,18.16,125.12,39.71,39.64,2.84,41.19,45.79,16.83,36.93,7.38,10.25,73.24,73.93,75.63,88.77,88.77,93.13,135.05,137.14,140.57,149.66,150.65,216.42,227.5,393.89,397.19,438.75,470.37,670.36,690.22,692.59,697.58,740.01,786.16,943.97,944.45,940.66,944.88,992.67,1006.89,1010.03,1123.16,1109,1143.32,1179.05,1172.34,1161.38,1185.68,1176.83,1166.63,8.33,3.81,151.29,1004.53,945.7,797.6,799.03
08/02/2008,60.83,160.62,189.83,33.65,3.95,39.09,13.77,17.96,126.34,37.84,36.94,2.58,41.65,45.28,16.23,36.41,7.33,9.63,70,70.6,71.99,83.93,83.93,87.55,126.29,127.94,130.69,138.89,140,204.76,216.25,379.87,384.49,426.99,458.1,659.15,679.97,683.18,688.29,731.7,782.46,958.64,964.15,966.02,975.78,1026.75,1052.84,1057.45,1176.87,1164.49,1198.87,1232.37,1225.22,1213.17,1235.76,1226.89,1214.37,7.65,4.02,147.77,1041.57,954.76,804.8,803.21
09/02/2008,55.75,153.18,186.18,31.02,4,33.38,12.97,16.17,122.81,37.31,34.42,2.69,42.11,40.53,14.31,34.4,7,9.23,65.33,65.63,66.85,78.27,78.27,81.92,118.28,120.12,123.46,131.5,132.24,191.24,200.54,356.21,360.41,399.34,429.25,627.45,650.93,657.94,664.34,704.88,754.29,935.68,944.44,951.18,964.93,1015.03,1056.78,1064.69,1190.77,1194.28,1234.9,1270.79,1267.99,1261.72,1285.53,1277.12,1264.15,7.18,3.67,142.79,1032.09,928.67,781.83,779.04
10/02/2008,53.75,145.3,184.66,30.17,3.6,32.33,11.76,16.1,119.96,34.25,32.85,2.57,43.07,37.21,13.12,33.3,7.41,8.81,65.13,65.52,66.78,77.54,77.54,80.55,114.5,115.6,117.93,123.43,123.99,181.15,191.6,339.59,344.25,383,412.33,607.37,627.23,631.58,636.73,674.27,718.85,899.46,909.64,917.56,933.72,983.34,1030.83,1040.14,1168.54,1179.08,1225.99,1262.54,1265.74,1270.56,1307.7,1308.98,1304.91,6.72,3.95,139.91,1001.07,890.63,745.15,741.85
11/02/2008,49.26,136.94,180.84,27.22,3.22,28.95,10.34,14.53,114.15,33.31,30.78,2.43,42.96,32.58,11.46,32.41,6.78,8.15,61.98,62.4,63.72,73.93,73.93,77.29,109.56,110.95,113.76,120.21,120.79,173.11,181.74,320.82,324.95,360.37,387.34,580.21,601.7,607.72,613.01,648.3,689.67,861.12,870.34,877.96,893.61,938.36,987.73,997.75,1123.98,1142.46,1192.92,1230.61,1237.24,1247.07,1288.06,1295.61,1303.17,6.28,3.79,135.35,955.02,853.62,713.89,711.09
12/02/2008,44.43,126.78,176.58,24.12,2.88,25.56,9.12,12.98,106.18,30.33,29.32,2.25,42.31,28.22,10.06,31.15,5.95,7.48,58.42,58.86,60.17,69.77,69.77,73.03,103.82,105.15,107.84,113.96,114.63,162.32,171.63,300.97,305.88,337.99,363.66,551.9,571.52,577.15,581.96,613.57,651.05,822.19,832.62,841.51,856.88,896.74,940.74,949.81,1067.69,1087.48,1139.03,1175.2,1184.5,1199.01,1245.64,1259.71,1274.43,5.87,3.58,130.19,911.68,813.01,676.88,673.21
13/02/2008,40.62,116.83,172.87,21.65,2.71,22.91,8.29,11.63,98.37,27.58,27.86,2.16,41.61,24.52,8.84,29.49,5.52,7.05,55.26,55.62,56.83,65.94,65.94,68.99,98.18,99.43,102.08,107.98,108.64,152.44,160.77,279.94,284.48,313.62,336.8,521.32,540.54,546.64,551.45,580.81,614.73,778.06,787.96,796.83,812.31,848.78,894.2,903.65,1015.12,1034.63,1084.61,1117.41,1125.8,1139.73,1185.48,1201.74,1221.45,5.6,3.51,125.67,863.38,769.68,638.61,635.29
14/02/2008,38.67,108.36,170.49,19.92,2.82,22.2,7.96,11.03,94.21,25.72,26.69,2.27,41.25,21.78,8.25,28.4,5.78,7.02,54.05,54.22,55.31,64.22,64.22,66.77,94.36,95.31,97.86,103.01,103.44,145.17,152.64,262.98,266.86,294.28,315.51,495.72,512.49,517.47,522.01,549.86,579.85,737.96,747.7,756.44,772,804.4,844.9,854.12,960.28,979.74,1029.69,1060.81,1069.39,1084,1128.55,1143.51,1161.43,5.5,3.64,122.48,817.21,729.94,602.36,599.27
15/02/2008,37.95,102.22,167.66,18.74,2.44,22.63,7.38,10.59,92.26,24.95,25.63,2.01,40.2,20.27,7.6,28.98,5.65,6.58,53.7,54.16,55.46,64.04,64.04,66.79,93.24,94.04,95.99,99.83,100.16,140.84,147.93,252.05,255.66,282.13,301.6,477.97,493.85,497.72,501.48,528.55,554.96,704.01,712.84,720.26,734.8,764.63,802.76,811.3,914.78,931.06,978.4,1008.07,1015.61,1028.19,1071.75,1086.49,1103.87,5.25,3.81,120.55,776.55,697.28,572.8,570.54
16/02/2008,33.65,95.17,161.75,15.61,1.98,18.7,6.43,8.84,85.79,23.5,24.09,1.7,37.93,17.35,6.66,27.59,4.63,5.73,48.64,49.16,50.42,58.4,58.4,61.69,87.4,88.89,91.46,97.2,97.88,134.15,140.32,237.32,240.96,263.22,281.27,452.97,470.35,475.84,479.58,503.47,528.58,675.25,683.8,690.18,701.96,728.35,762.86,770.41,867.25,885.27,931.31,960.05,968.26,980.61,1021.32,1035.11,1051.26,4.83,3.39,115.39,739.25,667.99,547.81,545.05
17/02/2008,29.26,86.38,156.49,12.75,2.11,15.17,6.07,7.66,78.26,20.03,22.96,1.84,36.07,14.57,6.07,24.19,3.94,5.45,43.83,44.1,45.23,53.01,53.01,56.19,80.73,82.11,84.71,89.96,90.67,122.96,129.98,218.6,223.04,241.82,259.14,426.04,441.31,446.57,450.49,471.63,495.55,639.33,647.86,655.57,667.97,692.99,726.91,734.04,821.97,838.5,882.3,907.37,915.65,929.65,970.05,985.6,1003.54,4.65,2.87,108.98,703.94,631.71,517.07,513.68
18/02/2008,30.2,80.61,154.75,12.82,2.04,16.14,6.07,7.76,75.09,18.19,22.07,1.83,35.19,14.37,5.84,22.6,4.42,5.6,45.23,45.4,46.33,53.61,53.61,55.41,77.87,78.47,80.22,84.14,84.76,117.95,123.82,205.96,209.17,228.17,243.38,405.81,419.79,423.9,427.31,447.98,468.5,603.16,611.95,620.1,633.51,657.18,689.83,697.14,782.35,798.11,840.36,863.04,870.06,881.68,917.89,931.44,949.05,4.52,3.32,106.26,667.67,596.56,486.01,483.49
19/02/2008,30.45,77.56,152.42,12.38,2.2,17.28,6.17,7.93,75.44,18.37,21.08,2.02,34.23,13.53,6.05,23.02,5.02,5.86,45.74,45.81,46.78,54.25,54.25,56.28,77.91,78.64,80.83,83.84,83.74,116.15,120.03,198.62,200.91,219.89,234.27,393.18,405.22,408.22,411.39,432.38,450.93,578.43,585.53,591.57,604.12,625.15,654.54,662.3,747.45,762.34,802.36,824.29,829.69,839.97,875.45,887.69,902.43,4.51,3.46,104.17,634.07,573.21,466.09,464.28
