Y,Z,1,Active_channel_mask
0.0,181.51,36,0
3.84,171.51,36,0
6.02,170.44,36,0
9.77,170.36,36,0
13.95,166.91,36,0
24.48,166.31,36,0
28.91,163.69,36,0
44.28,162.42,36,0
130.81,162.52,36,0
161.75,162.68,36,0
186.1,163.07,36,0
217.95,163.05,36,0
237.8,162.6,36,0
262.0,162.49,36,1
292.53,162.25,36,1
318.07,162.46,36,1
331.69,162.5,36,1
332.36,161.36,36,1
347.66,161.89,36,1
360.74,161.68,36,1
367.16,161.4,36,1
376.78,161.28,36,1
383.78,162.03,36,1
385.01,161.39,36,1
396.34,161.54,36,1
406.96,161.7,36,1
416.72,161.26,36,1
426.78,161.84,36,1
448.96,161.73,36,1
465.02,161.97,36,1
480.71,162.0,36,1
511.88,162.39,36,1
523.93,161.69,36,1
536.66,161.94,36,1
549.47,161.58,36,1
567.12,161.81,36,1
577.91,161.68,36,1
581.65,161.24,36,1
589.45,161.43,36,1
593.56,161.53,36,1
595.28,161.34,36,1
596.28,160.9,36,1
597.28,160.57,36,1
598.28,160.53,36,1
599.28,160.46,36,1
600.28,160.41,36,1
601.28,160.41,36,1
602.28,160.33,36,1
603.28,160.4,36,1
604.28,160.33,36,1
605.28,160.27,36,1
606.28,160.26,36,1
607.28,160.25,36,1
608.28,160.26,36,1
609.28,160.16,36,1
610.28,160.14,36,1
611.28,160.31,36,1
612.28,160.31,36,1
613.28,160.33,36,1
614.28,160.37,36,1
615.28,160.41,36,1
616.28,160.45,36,1
617.28,160.47,36,1
618.28,160.51,36,1
619.28,160.55,36,1
620.28,160.38,36,1
621.28,160.22,36,1
622.28,159.85,36,1
623.28,159.79,36,1
624.28,159.76,36,1
625.28,159.72,36,1
626.28,159.66,36,1
627.28,159.83,36,1
628.28,160.07,36,1
629.28,160.6,36,1
630.27,161.33,36,1
633.76,161.46,36,1
642.68,161.55,36,1
649.66,161.69,36,1
655.47,162.15,36,1
663.99,162.26,36,1
670.59,161.96,36,1
674.85,161.95,36,1
679.51,162.46,36,1
685.32,162.15,36,1
693.46,161.4,36,1
697.33,161.96,36,1
700.44,161.96,36,1
705.86,161.93,36,1
712.46,162.02,36,1
720.59,161.96,36,1
729.12,162.02,36,1
732.6,161.96,36,1
738.03,161.85,36,1
743.84,161.26,36,1
754.24,161.29,36,1
768.91,161.23,36,1
778.69,161.23,36,1
788.49,160.99,36,1
809.27,160.9,36,1
820.9,161.23,36,1
835.57,160.86,36,1
857.58,160.9,36,1
875.31,160.95,36,1
887.55,160.84,36,1
901.61,160.63,36,1
921.78,160.86,36,1
932.2,161.24,36,1
943.81,161.13,36,1
947.48,160.25,36,1
958.49,160.35,36,1
959.49,160.12,36,1
960.49,160.04,36,1
961.49,160.01,36,1
962.49,159.97,36,1
963.49,159.96,36,1
964.49,159.84,36,1
965.49,159.72,36,1
966.49,159.65,36,1
967.49,159.69,36,1
968.49,159.58,36,1
969.49,159.45,36,1
970.49,159.34,36,1
971.49,159.29,36,1
972.49,159.13,36,1
973.49,159.05,36,1
974.49,159.06,36,1
975.49,158.97,36,1
976.49,158.91,36,1
977.49,158.88,36,1
978.49,158.83,36,1
979.49,158.8,36,1
980.49,158.73,36,1
981.49,158.69,36,1
982.49,158.72,36,1
983.49,158.75,36,1
984.49,158.83,36,1
985.49,158.8,36,1
986.49,158.79,36,1
987.49,158.72,36,1
988.49,158.69,36,1
989.49,158.86,36,1
990.49,158.84,36,1
991.49,158.87,36,1
992.49,158.81,36,1
993.49,158.84,36,1
994.49,158.91,36,1
995.49,158.87,36,1
996.49,158.79,36,1
997.49,158.87,36,1
998.49,158.77,36,1
999.49,158.6,36,1
1000.49,158.76,36,1
1001.49,158.65,36,1
1002.49,158.82,36,1
1003.49,158.72,36,1
1004.49,158.79,36,1
1005.49,158.86,36,1
1006.49,158.94,36,1
1007.49,158.84,36,1
1008.49,158.8,36,1
1009.49,158.87,36,1
1010.49,159.0,36,1
1011.49,159.03,36,1
1012.49,159.23,36,1
1013.49,159.15,36,1
1014.49,159.06,36,1
1015.49,159.08,36,1
1016.49,159.12,36,1
1017.49,159.2,36,1
1018.49,159.24,36,1
1019.49,159.28,36,1
1020.49,159.31,36,1
1021.49,159.37,36,1
1022.49,159.43,36,1
1023.49,159.57,36,1
1024.49,159.63,36,1
1025.49,159.7,36,1
1026.49,159.75,36,1
1027.49,159.82,36,1
1028.49,159.89,36,1
1029.49,159.91,36,1
1030.49,159.99,36,1
1031.49,160.16,36,1
1032.49,160.25,36,1
1033.24,160.34,36,1
1051.78,160.97,36,1
1055.04,160.29,36,1
1056.49,161.69,36,1
1067.37,161.97,36,1
1077.81,161.8,36,1
1079.65,160.17,36,1
1090.32,159.76,36,1
1098.94,159.72,36,0
1116.98,160.38,36,0
1124.72,159.28,36,0
1144.88,159.35,36,0
1154.67,159.59,36,0
1159.07,159.27,36,0
1165.19,161.93,36,0
1180.53,162.0,36,0
1201.51,161.73,36,0
1203.15,161.34,36,0
1210.56,161.27,36,0
1211.86,161.74,36,0
1223.66,161.35,36,0
1230.42,164.99,36,0
1233.89,164.96,36,0
1238.5,162.07,36,0
1255.89,162.14,36,0
1271.97,162.14,36,0
1286.26,161.92,36,0
1299.98,161.84,36,0
1306.21,161.73,36,0
1320.78,161.71,36,0
1333.28,161.48,36,0
1346.22,161.92,36,0
1356.4,161.81,36,0
1361.06,161.77,36,0
1389.1,161.62,36,0
1404.72,161.37,36,0
1414.42,160.93,36,0
1427.62,161.62,36,0
1462.64,161.59,36,0
1476.3,160.48,36,0
1488.82,161.1,36,0
1534.97,161.24,36,0
1571.86,160.78,36,0
1576.99,160.36,36,0
1582.93,161.18,36,0
1605.24,161.24,36,0
1643.37,161.03,36,0
1671.73,161.45,36,0
1679.39,160.79,36,0
1708.08,160.82,36,0
1719.11,160.72,36,0
1739.8,160.83,36,0
1742.84,160.34,36,0
1756.1,160.33,36,0
1760.7,160.88,36,0
1768.17,161.07,36,0
1781.93,160.43,36,0
1793.54,161.05,36,0
1811.28,160.93,36,0
1836.56,160.89,36,0
1859.93,160.03,36,0
1862.08,159.25,36,0
1866.72,159.6,36,0
1870.63,160.78,36,0
1877.87,160.86,36,0
1891.9,161.19,36,0
