Y,Z,1,Active_channel_mask
0.0,166.01,36,0
4.77,155.97,36,0
7.09,155.72,36,0
7.76,155.36,36,0
14.75,151.91,36,0
25.1,151.72,36,0
36.46,151.48,36,0
39.6,151.47,36,0
41.0,150.41,36,0
42.43,149.61,36,0
185.28,150.03,36,0
186.5,150.51,36,0
187.29,151.11,36,0
206.53,151.6,36,0
230.58,151.79,36,0
248.54,151.85,36,0
262.45,151.85,36,0
282.64,151.89,36,0
297.38,152.08,36,0
310.0,152.1,36,0
329.14,152.29,36,0
346.34,152.36,36,0
383.37,152.28,36,0
403.93,152.3,36,1
417.02,152.35,36,1
435.83,152.68,36,1
452.57,152.76,36,1
480.91,152.78,36,1
481.93,152.62,36,1
484.33,150.36,36,1
488.03,151.18,36,1
504.07,151.73,36,1
514.57,152.06,36,1
527.23,152.22,36,1
539.81,151.87,36,1
549.9,151.32,36,1
551.37,151.67,36,1
567.32,151.67,36,1
578.86,151.18,36,1
582.65,152.39,36,1
612.95,152.38,36,1
632.89,152.37,36,1
646.96,151.84,36,1
655.7,151.59,36,1
675.52,151.82,36,1
692.46,152.36,36,1
709.66,152.39,36,1
738.38,152.6,36,1
746.84,151.89,36,1
772.61,152.45,36,1
799.28,152.71,36,1
826.67,152.49,36,1
828.34,152.9,36,1
845.5,152.39,36,1
848.65,151.68,36,1
849.65,151.38,36,1
850.65,151.27,36,1
851.65,150.99,36,1
852.65,150.83,36,1
853.65,150.84,36,1
854.65,150.75,36,1
855.65,150.6,36,1
856.65,150.73,36,1
857.65,150.62,36,1
858.65,150.57,36,1
859.65,150.42,36,1
860.65,150.57,36,1
861.65,150.43,36,1
862.65,150.65,36,1
863.65,150.35,36,1
864.65,150.46,36,1
865.65,150.51,36,1
866.65,150.47,36,1
867.65,150.41,36,1
868.65,150.4,36,1
869.65,150.42,36,1
870.65,150.48,36,1
871.65,150.6,36,1
872.65,150.53,36,1
873.65,150.42,36,1
874.65,150.5,36,1
875.65,150.54,36,1
876.65,150.59,36,1
877.65,150.62,36,1
878.65,150.71,36,1
879.65,150.69,36,1
880.65,150.74,36,1
881.65,150.62,36,1
882.65,150.7,36,1
883.65,150.65,36,1
884.65,150.61,36,1
885.65,150.79,36,1
886.65,150.76,36,1
887.65,150.7,36,1
888.65,150.64,36,1
889.65,150.72,36,1
890.65,150.87,36,1
891.65,150.71,36,1
892.65,150.67,36,1
893.65,150.6,36,1
894.65,150.66,36,1
895.65,150.74,36,1
896.65,150.7,36,1
897.65,150.62,36,1
898.65,150.57,36,1
899.65,150.62,36,1
900.65,150.54,36,1
901.65,150.59,36,1
902.65,150.69,36,1
903.65,150.75,36,1
904.65,150.65,36,1
905.65,150.6,36,1
906.65,150.69,36,1
907.65,150.63,36,1
908.65,150.73,36,1
909.65,150.62,36,1
910.65,150.69,36,1
911.65,150.72,36,1
912.65,150.8,36,1
913.65,150.87,36,1
914.65,150.92,36,1
915.65,151.15,36,1
916.65,151.69,36,1
916.87,151.86,36,1
919.59,152.76,36,1
931.86,152.87,36,1
943.84,152.97,36,1
954.53,152.69,36,1
973.31,152.96,36,1
988.85,152.99,36,1
1002.13,152.64,36,1
1008.93,152.63,36,1
1015.41,152.99,36,1
1029.66,152.64,36,1
1040.02,152.12,36,1
1046.5,152.13,36,1
1060.75,152.37,36,1
1076.62,153.0,36,1
