Y,Z,1,Active_channel_mask
0.0,224.48,36,0
1.06,214.57,36,0
7.53,214.56,36,0
9.46,214.54,36,0
11.53,214.46,36,0
13.21,213.9,36,0
36.34,213.47,36,0
48.56,213.48,36,0
51.69,212.79,36,0
73.67,213.15,36,0
96.35,212.7,36,0
117.08,213.12,36,0
119.8,213.1,36,0
143.58,212.83,36,0
161.9,213.07,36,0
171.18,212.82,36,0
179.62,213.14,36,0
193.89,213.38,36,0
203.97,213.31,36,0
228.11,213.52,36,0
250.51,213.33,36,0
258.65,212.92,36,0
260.18,211.91,36,0
261.11,211.96,36,0
262.42,212.94,36,0
266.86,212.87,36,0
289.26,212.96,36,0
310.36,213.07,36,0
344.7,213.39,36,0
387.98,213.53,36,0
432.49,213.22,36,0
439.66,212.46,36,0
443.1,212.82,36,0
479.39,213.42,36,0
540.94,213.26,36,0
600.13,212.96,36,0
619.28,213.25,36,0
638.26,213.56,36,0
657.5,213.26,36,0
673.05,212.69,36,0
684.38,213.69,36,1
695.98,212.58,36,1
710.2,213.96,36,1
719.69,213.26,36,1
734.18,212.96,36,1
744.73,213.96,36,1
749.05,213.21,36,1
751.27,213.14,36,1
752.19,212.53,36,1
759.68,212.68,36,1
761.53,213.1,36,1
787.35,212.88,36,1
810.18,212.61,36,1
810.9,211.82,36,1
820.04,212.09,36,1
843.46,211.54,36,1
863.32,210.9,36,1
864.21,210.7,36,1
865.21,210.26,36,1
866.21,210.0,36,1
867.21,210.01,36,1
868.21,210.19,36,1
869.21,210.15,36,1
870.21,210.21,36,1
871.21,210.29,36,1
872.21,210.32,36,1
873.21,210.38,36,1
874.21,210.32,36,1
875.21,210.43,36,1
876.21,210.48,36,1
877.21,210.58,36,1
878.21,210.59,36,1
879.21,210.54,36,1
880.21,210.66,36,1
881.21,210.65,36,1
882.21,210.55,36,1
883.21,210.49,36,1
884.21,210.46,36,1
885.21,210.47,36,1
886.21,210.59,36,1
887.21,210.59,36,1
888.21,210.63,36,1
889.21,210.57,36,1
890.21,210.57,36,1
891.21,210.65,36,1
892.21,210.62,36,1
893.21,210.63,36,1
894.21,210.64,36,1
895.21,210.6,36,1
896.21,210.64,36,1
897.21,210.62,36,1
898.21,210.62,36,1
899.21,210.57,36,1
900.21,210.57,36,1
901.21,210.63,36,1
902.21,210.6,36,1
903.21,210.59,36,1
904.21,210.58,36,1
905.21,210.57,36,1
906.21,210.58,36,1
907.21,210.64,36,1
908.21,210.61,36,1
909.21,210.62,36,1
910.21,210.57,36,1
911.21,210.6,36,1
912.21,210.6,36,1
913.21,210.58,36,1
914.21,210.57,36,1
915.21,210.56,36,1
916.21,210.58,36,1
917.21,210.6,36,1
918.21,210.65,36,1
918.94,210.93,36,1
939.8,210.96,36,1
965.21,211.7,36,1
986.26,210.7,36,1
990.04,211.54,36,1
1029.16,211.62,36,1
1052.13,211.62,36,1
1076.39,211.7,36,1
1092.36,211.59,36,1
1095.98,210.82,36,1
1122.35,210.96,36,1
1124.89,209.5,36,1
1125.53,209.32,36,1
1127.03,208.62,36,1
1134.15,208.87,36,1
1135.79,209.43,36,1
1142.15,209.33,36,1
1146.65,209.16,36,1
1156.92,209.13,36,1
1169.21,209.34,36,1
1176.3,209.39,36,1
1181.21,209.89,36,1
1203.27,210.39,36,1
1227.89,210.57,36,1
1246.27,210.13,36,1
1246.84,210.21,36,1
1246.86,212.4,36,1
1247.38,212.41,36,1
1247.48,211.8,36,1
1247.68,210.66,36,1
1248.8,209.55,36,1
1258.67,210.04,36,1
1260.44,210.89,36,1
1274.75,210.94,36,1
1295.46,210.9,36,1
1314.89,210.52,36,1
1321.25,210.2,36,1
1322.25,210.07,36,1
1323.25,209.94,36,1
1324.25,209.81,36,1
1325.25,209.63,36,1
1326.25,209.46,36,1
1327.25,209.32,36,1
1328.25,209.22,36,1
1329.25,209.18,36,1
1330.25,209.11,36,1
1331.25,209.04,36,1
1332.25,209.0,36,1
1333.25,209.06,36,1
1334.25,209.11,36,1
1335.25,209.16,36,1
1336.25,209.22,36,1
1337.25,209.29,36,1
1338.25,209.34,36,1
1339.25,209.47,36,1
1340.25,209.62,36,1
1341.25,209.79,36,1
1342.25,209.95,36,1
1342.59,210.21,36,1
1343.95,210.5,36,1
1355.02,210.56,36,1
1362.76,210.61,36,1
1365.42,212.7,36,1
1368.56,213.28,36,0
1381.45,219.25,36,0
1382.65,219.73,36,0
1385.1,219.54,36,0
1393.32,217.47,36,0
1404.95,218.01,36,0
1414.46,228.0,36,0
