"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75"
"1995-01-01",0.0205861656513889,0.000117326286018519,0.000117326286018519,0.00139202708553241,0.00244480992722222,0.0119542983851968,0.0428427253873727,0.00308365245561343,0.000397035889953704,0.000397035889953704,30,2.71412037037037e-10,0.00247435497819444,30,0.00224674285974537,30,30,0.000587953069826389,1.2559452037037e-05,0.000142446194525463,30,0,4.14236111111111e-11,9.16092334490741e-05,30,30,0.00010290041224537,0,0,30,1.44633206018519e-07,0.00183754958563657,30,5.24018518518518e-09,30,0,0,30,30,0,30,0,0,30,0,30,0,30,30,0,0,0,30,30,5.75635486111111e-07,30,0.000331379592233796,0.000331379592233796,0.000331379592233796,0.000331379592233796,0.0289529432792361,0.00242164136460648,0.0211418485037153,0.022334908587037,2.73852996759259e-05,0,0,0,0,0,0,0,0,0,0
"1995-01-02",0.0212984696701157,0.000201825878368056,0.000201825878368056,0.00142309329179398,0.00194394595827546,0.0183776616669213,0.0397573348623264,0.00441114907302083,0.0005568824834375,0.0005568824834375,30,4.90115740740741e-10,0.00218563434988426,30,0.00416752121461806,30,30,0.00105912681993056,2.26011366203704e-05,0.000184266251388889,30,0,3.5330787037037e-09,0.000116313678125,30,30,0.000172468970532407,0,0,30,4.1198203599537e-05,0.00219643451300926,30,0.00175933581060185,30,9.67707962962963e-07,9.67707962962963e-07,30,30,0.000739144015555556,30,1.67508669907407e-05,0.00241907847583333,30,6.20721699074074e-06,30,0,30,30,0,0,0,30,30,5.74271400462963e-07,30,0.000306405120787037,0.000306405120787037,0.000306405120787037,0.000306405120787037,0.0216829140637269,0.00320010935164352,0.0243580234211343,0.0223321306401389,2.90421039699074e-05,1.19284722222222e-09,0,3.8912037037037e-11,5.62856481481482e-09,0,0,0,0,0,0
"1995-01-03",0.0184420408860417,0.000286536350162037,0.000286536350162037,0.0014982251577662,0.00173368159978009,0.0180879291588426,0.0352028744169329,0.00596427215832176,0.0007863163753125,0.0007863163753125,30,9.55277777777778e-10,0.0019177967841088,30,0.00356971701524306,30,30,0.00163823906440972,2.57225619560185e-05,0.000215176562314815,30,1.15740740740741e-14,4.07847222222222e-09,0.000162123688194444,30,30,0.000224884819953704,0,0,30,6.27401317592593e-05,0.00289475448825231,30,0.0117386811479051,30,3.97387574884259e-05,3.97387574884259e-05,30,30,0.00875860119967593,30,5.39517374074074e-05,0.00217098369666667,30,4.2206232962963e-05,30,0,30,30,0,0,0,30,30,5.72912719907407e-07,30,0.000260455093912037,0.000260455093912037,0.000260455093912037,0.000260455093912037,0.0168659192408218,0.00374567551105324,0.0263208699592824,0.0231023639371065,3.67184040393519e-05,4.02959706018519e-06,0,6.57291666666667e-11,5.7378125e-09,0,0,0,0,0,0
"1995-01-04",0.0153469755258565,0.000370731193611111,0.000370731193611111,0.00160931903987269,0.00167600277550926,0.0172862646285995,0.0308554938220949,0.00760126188420139,0.00114724951634259,0.00114724951634259,30,2.10951388888889e-09,0.00169557566607639,30,0.00309988845696759,30,30,0.00223675821167824,2.84635461458333e-05,0.000236846150289352,30,1.15740740740741e-14,4.07846064814815e-09,0.000164230112696759,30,30,0.000256745632314815,0,0,30,6.16164730787037e-05,0.0031424828215625,30,0.00818445892319444,30,0.000168869755335648,0.000168869755335648,30,30,0.00446449855560185,30,0.000101606307858796,0.00173055708288194,30,0.000106698970405093,30,0,30,30,0,0,0,30,30,5.71559409722222e-07,30,0.000219039225613426,0.000219039225613426,0.000219039225613426,0.000219039225613426,0.0135205266912037,0.00422296787222222,0.0271117695852199,0.0240955416393403,3.76837033564815e-05,0.000140574087685185,0,6.57291666666667e-11,5.73921296296296e-09,0,0,0,0,0,0
"1995-01-05",0.012758444169456,0.000453738959421296,0.000453738959421296,0.0017479301309838,0.00170930952012731,0.0162648818102315,0.0271141423481481,0.00919157370489583,0.00165505456606481,0.00165505456606481,30,5.35729166666667e-09,0.00150935061251157,30,0.00272590178394676,30,30,0.00288360291666667,3.10220240856482e-05,0.000261474378356481,30,1.15740740740741e-14,4.07844907407407e-09,0.000166412217650463,30,30,0.000284493248680556,0,0,30,6.06067386458333e-05,0.00329548917115741,30,0.00641583537925926,30,0.000481445563043981,0.000481445563043981,30,30,0.0038566666212963,30,0.000154612760208333,0.00135762633712963,30,0.000192725707511574,30,0,30,30,0,0,0,30,30,5.70211446759259e-07,30,0.000186430044502315,0.000186430044502315,0.000186430044502315,0.000186430044502315,0.0111101608148611,0.0046568337168287,0.0270020405026157,0.0252220894282292,3.85529407175926e-05,0.0011695508316088,0,6.57291666666667e-11,5.74061342592593e-09,0,0,0,0,0,0
"1995-01-06",0.0107643063240741,0.000535311806342593,0.000535311806342593,0.0019064196891088,0.00180133812076389,0.0151755240350463,0.0239839566525926,0.0106393207990972,0.00233093818028935,0.00233093818028935,30,1.52723958333333e-08,0.00135187486179398,30,0.00242487110609954,30,30,0.00358464910684028,3.34115224652778e-05,0.000269916700243056,30,1.15740740740741e-14,4.0784375e-09,0.000168649427777778,30,30,0.000308590705208333,8.10185185185185e-14,0,30,6.78064959837963e-05,0.00337329355804398,30,0.00560677653855324,30,0.000991173273171296,0.000991173273171296,30,30,0.00353928918049769,30,0.000211897756226852,0.00108148373361111,30,0.000272094867222222,30,0,30,30,1.02848530092593e-07,6.94444444444444e-13,3.26884302083333e-06,30,30,2.8003940787037e-05,30,0.000206385892511574,0.000206385892511574,0.000206385892511574,0.000206385892511574,0.00939755556892361,0.00504748282225694,0.0262823972610995,0.0263764767853704,3.93509826041667e-05,0.00436729711540509,0,6.57291666666667e-11,5.74201388888889e-09,0,0,0,0,0,0
"1995-01-07",0.00917394758177083,0.00061496258474537,0.00061496258474537,0.00207810305850694,0.00193235897619213,0.0141021073332986,0.0213743349581597,0.0118872734245139,0.00318200031234954,0.00318200031234954,30,5.28731018518519e-08,0.00121761522167824,30,0.00218067851621528,30,30,0.00439795143042824,3.57061780787037e-05,0.000273999136909722,30,1.15740740740741e-14,4.07842592592593e-09,0.00018733981412037,30,30,0.000444798560462963,2.24634342592593e-06,2.27860532407407e-08,30,0.00158035122096065,0.00343949580331019,30,0.0171238542882292,30,0.00298125688303241,0.00298125688303241,30,30,0.0265593849998611,30,0.0168711193930903,0.0438296109752431,30,0.0329226521507292,30,0.0190443941055324,30,30,0.0172248953026042,0.000605668033506944,0.00194030865043981,30,30,0.0480483911509028,30,0.0283584567705208,0.0283584567705208,0.0283584567705208,0.0283584567705208,0.00800658606038194,0.00539146123543981,0.0251924549258102,0.0281225086920023,4.03752963425926e-05,0.0185477254278588,1.6144869212963e-07,6.81584331018519e-06,4.93910046990741e-05,1.65974652777778e-08,0.0119644560656829,0.000515681452060185,9.04384550694445e-05,4.70128703703704e-08,5.92567824074074e-08
"1995-01-08",0.01273519986,0.000888590521168981,0.000888590521168981,0.00273756545111111,0.00257936218103009,0.0130752377893171,0.0191826462808681,0.0129106430267245,0.00419839487173611,0.00419839487173611,30,1.60488344907407e-07,0.00110229554288194,30,0.00198076882958333,30,30,0.00524671572462963,3.78112495601852e-05,0.000274850033784722,30,1.15740740740741e-14,4.07841435185185e-09,0.000189910216828704,30,30,0.000465780447118056,2.55739883101852e-06,2.28410763888889e-08,30,0.0040005270868287,0.00347908078258102,30,0.0303806307601505,30,0.0073957759983912,0.0073957759983912,30,30,0.0213054134033796,30,0.0343392692941551,0.0389719146638542,30,0.0433011084220602,30,0.0273482939535069,30,30,0.017498400552037,0.00134901478480324,0.00189223647626157,30,30,0.0352527773417477,30,0.0206434016794676,0.0206434016794676,0.0206434016794676,0.0206434016794676,0.0129757891578588,0.00568656946841435,0.0239068582526736,0.0291473777977199,4.10819048611111e-05,0.0297485484373495,5.60894450231481e-06,6.97275774305556e-06,5.08128911458333e-05,4.67876157407407e-08,0.0124304908666319,0.000533628967303241,0.000107487566435185,4.70295486111111e-08,7.12387268518519e-08
"1995-01-09",0.0130913558561343,0.00111787937280093,0.00111787937280093,0.00326749038921296,0.00309658258234954,0.0121142959346875,0.0173235703165741,0.0137079380113657,0.00535743176010417,0.00535743176010417,30,4.71228229166667e-07,0.00100258143935185,30,0.00181615699917824,30,30,0.00628502294219907,4.02963328935185e-05,0.000273336509143519,30,3.00925925925926e-13,5.28649305555556e-09,0.000293765767974537,30,30,0.00154615817068287,0.000449166785069444,3.36509184606482e-05,30,0.0453706526450926,0.00517376663109954,30,0.0906920930076042,30,0.018883274947963,0.018883274947963,30,30,0.0449232523483912,30,0.0516348554196065,0.045656507397662,30,0.0454985860066319,30,0.0326381580843056,30,30,0.0199831631206366,0.0028234222715625,0.0031486840000463,30,30,0.0285008195890741,30,0.0180213273164699,0.0180213273164699,0.0180213273164699,0.0180213273164699,0.0126867849450579,0.00597432259216435,0.0225954034894097,0.0302266926420949,7.18137024768519e-05,0.105762718734306,1.49608888194444e-05,8.55525971064815e-06,5.23372953472222e-05,1.85173125e-07,0.0117071864717014,0.000551125011840278,0.000125759381666667,4.70771527777778e-08,8.33365509259259e-08
"1995-01-10",0.447089558867315,0.0756762891242361,0.0756762891242361,0.118207696919144,0.112748395550475,0.0920096590348148,0.129702728381748,0.0764899390750926,0.0512091670075694,0.0512091670075694,30,0.000339216221840278,0.00738129228538194,30,0.00774713268722222,30,30,0.0615419180012616,0.0064350000712037,0.035440353671412,30,2.99642549305556e-05,9.25423358796296e-06,0.0448216342770718,30,30,0.0781815881956713,0.0803489048603588,0.0221846424365278,30,1.26878413393191,0.769324906416782,30,0.625890352155891,30,0.325135869775567,0.325135869775567,30,30,0.242380183637442,30,0.096997526901713,0.0977385644948727,30,0.0666964171656481,30,0.038116243793912,30,30,0.0233464979677662,0.00524332953111111,0.00545441835832176,30,30,0.0241475266511458,30,0.0175375991287963,0.0175375991287963,0.0175375991287963,0.0175375991287963,0.483114824880972,0.0334630962126042,0.141734228204248,0.241693025389792,0.00843192666633102,1.4992468329878,2.83077226157407e-05,5.29010226851852e-05,0.000156864443541667,2.021865625e-07,0.0109450650676968,0.000568162685752315,0.000144977965127315,4.71429166666667e-08,9.5967337962963e-08
