"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75"
"2006-09-01",74.3625457972379,380.638319755496,380.638319755496,380.863717417584,380.867624844186,383.649151716064,383.561278229771,382.726206789675,385.102989902323,385.102989902323,401.412341174804,400.843908062755,400.590320739401,404.53521707052,407.247508994755,406.470302495558,406.513887713322,413.375868628982,413.561950042158,413.474794498581,413.240251415636,413.240251415636,412.673785634107,413.909618737015,502.550541108278,501.441686390217,501.441686390217,501.301451696579,500.665283489573,800.749817757749,800.749817757749,805.06481118945,806.205953428399,810.110463899051,813.549554211057,813.549554211057,813.549554211057,815.294421722304,815.294421722304,974.491233350165,974.961432771081,975.054260572346,978.802655705775,982.028232531845,983.042834580641,983.042834580641,985.761956157201,985.761956157201,986.026202779423,995.520324818821,996.662278922489,1002.9777427115,1004.4031863907,1007.3119180831,1007.3119180831,1069.50759655926,1076.07475017451,1076.07475017451,1076.07475017451,1076.07475017451,74.0667541502927,2.86955509908824,17.2724739376294,7.92204090137268,89.8935227117473,299.375639272598,1.45801125452639,2.81890258084397,3.22336221736769,0.481328730864282,8.10712168788041,6.31247902973574,2.57052956706884,61.9283132356649,6.40393106785645
"2006-09-02",72.2358416095471,385.165470692699,385.165470692699,385.579329039498,385.600305553382,389.067365639992,389.020323842429,388.436352394776,390.760702348455,390.760702348455,406.805422063076,406.357254457448,406.149782644525,410.082152665037,412.840221892685,412.162185794989,412.203505971545,418.919037795284,419.026378816582,418.924084812712,418.607225139741,418.607225139741,417.979153150128,418.746579931598,509.597176697172,508.13178035262,508.13178035262,507.868781874794,507.019922958276,802.001969450261,802.001969450261,805.836809523986,806.813682742175,810.439162843202,813.419805358098,813.419805358098,813.419805358098,815.080476707244,815.080476707244,979.638987796256,979.930288201868,979.833416577147,983.428545719805,986.551264243573,987.288092966464,987.288092966464,989.565426259794,989.565426259794,989.591470882863,998.589365949137,999.45590555808,1005.43502358068,1006.5700572596,1009.17077249256,1009.17077249256,1070.83092655038,1077.19786614837,1077.19786614837,1077.19786614837,1077.19786614837,71.9055582202558,2.69700350706919,16.8010902162942,7.71052682548295,92.1626941454396,294.46143065902,1.4100218791856,2.74483898149407,3.13753973564552,0.464156919950382,7.90698583064382,5.98165672537373,2.51689060504977,61.7412332240559,6.24051999684135
"2006-09-03",69.059866125432,387.115367676534,387.115367676534,387.742790330119,387.782383037265,392.149499208006,392.161456767953,391.945925754052,394.292690924226,394.292690924226,410.062624730631,409.842375775946,409.717296454087,413.644486469289,416.669994627148,416.384458843672,416.43693377873,423.088615027903,423.527720520268,423.465420245613,423.244417992068,423.244417992068,422.691255434731,423.483746816805,514.94260462353,513.865495594476,513.865495594476,513.667609263465,512.89477197787,803.813996362866,803.813996362866,807.440393925526,808.34940738683,811.829632931318,814.613329424862,814.613329424862,814.613329424862,816.213392288245,816.213392288245,986.117530198942,986.348149752805,986.187431218181,989.674260930584,992.705249841341,993.323198744151,993.323198744151,995.376213722912,995.376213722912,995.302785479392,1003.96997242281,1004.69410527472,1010.38603324897,1011.36481078021,1013.78396058692,1013.78396058692,1074.66315859224,1080.85524417808,1080.85524417808,1080.85524417808,1080.85524417808,68.7151256938824,2.5273408820692,16.2008791398994,7.39444291508447,92.4303158984956,290.466931700839,1.36464633203299,2.67351653409253,3.0515971188045,0.447912120674514,7.71610518612391,5.69704351532002,2.46602321961041,61.134324113353,6.08497621255843
"2006-09-04",65.6803630865548,386.676843784661,386.676843784661,387.507126072729,387.563938094138,392.835456531697,392.908666958968,393.083442756245,395.480518393691,395.480518393691,410.961135953911,411.006060331441,410.975994385152,414.894208641416,418.285485973706,418.549530218318,418.619917979881,425.279996521217,426.314683496895,426.329932464857,426.331535093285,426.331535093285,425.955198938587,427.185518519381,517.365261842674,517.159542352992,517.159542352992,517.157940242986,516.670637781421,804.134914983318,804.134914983318,807.783367315618,808.707179181299,812.16055736121,814.982629842361,814.982629842361,814.982629842361,816.546332223114,816.546332223114,991.08144804502,991.357176571845,991.246404704422,994.666427052451,997.614725469132,998.262485114451,998.262485114451,1000.29219651965,1000.29219651965,1000.25367229807,1008.76159366374,1009.47853423538,1014.93026532105,1015.89211742782,1018.26630953275,1018.26630953275,1078.23881883005,1084.28432408028,1084.28432408028,1084.28432408028,1084.28432408028,65.3381656946168,2.36741262429947,15.5539631696583,7.04498649367227,90.5839194031921,286.979709556953,1.32443909846448,2.60522294829311,2.96444705754818,0.433899458998044,7.54225415511957,5.45641705257603,2.41365864044463,60.2072658759386,5.93796189156521
"2006-09-05",62.5466115897815,384.048821161534,384.048821161534,385.066272381119,385.138749316074,391.25365245201,391.385192714846,391.934096699566,394.385572463084,394.385572463084,409.568467195881,409.877742395307,409.941963906392,413.842670998228,417.614797570605,418.475250802572,418.565750806811,425.281903170585,427.033123768819,427.14389086902,427.433919814804,427.433919814804,427.290573911152,429.220658295584,516.496216131959,517.355806926193,517.355806926193,517.611410874137,517.513695446832,801.573890989893,801.573890989893,805.405374823477,806.403124096505,809.915466648871,812.948097758909,812.948097758909,812.948097758909,814.494043489114,814.494043489114,992.391788894045,992.792042833638,992.81732016219,996.202783747728,999.076346415585,999.868964018968,999.868964018968,1002.03429217511,1002.03429217511,1002.13627069278,1010.61994026988,1011.43946818847,1016.68889457496,1017.74936184795,1020.1923842991,1020.1923842991,1079.2116288162,1085.13590098848,1085.13590098848,1085.13590098848,1085.13590098848,62.2165633773211,2.21742977766712,14.9087015171838,6.70744496448839,87.0479896218016,283.474964146576,1.28873450755506,2.53985386988652,2.8774622618759,0.421177566651412,7.3797417330193,5.2512330600265,2.36352109238084,59.0699786390533,5.79957894710758
"2006-09-06",60.7065696258296,380.113241956712,380.113241956712,381.24022812457,381.322036514422,388.010342002478,388.184671986642,389.01992527067,391.496507662304,391.496507662304,406.345363855326,406.872382799057,407.014696184024,410.87415224987,414.954231471493,416.35703878393,416.46608664839,423.242979057319,425.697449694139,425.903752095501,426.490076182043,426.490076182043,426.591569919301,429.322969824829,512.563900495286,514.463006170062,514.463006170062,514.979763383524,515.286409995483,795.476046515624,795.476046515624,799.573931162158,800.677381102113,804.294789571438,807.634070664981,807.634070664981,807.634070664981,809.170931740831,809.170931740831,988.759515263806,989.332709438418,989.547092670221,992.919204310129,995.727341295052,996.734014127765,996.734014127765,999.137879989642,999.137879989642,999.448781869114,1008.00015164866,1008.99518430846,1014.07120422371,1015.30889606487,1017.89645404881,1017.89645404881,1075.96613104015,1081.78861773678,1081.78861773678,1081.78861773678,1081.78861773678,60.4111600635424,2.08164745676347,14.295931670837,6.4013233387137,82.4264536104882,279.468998689502,1.25371046740404,2.47738851238616,2.79496760768549,0.409570277284803,7.2277975697847,5.07331163287846,2.31534769514345,57.8240330247752,5.66907438551285
"2006-09-07",59.902248971385,375.048860911196,375.048860911196,376.265317294563,376.354693528781,383.474868276232,383.682597730472,384.740864736371,387.224746550572,387.224746550572,401.717389747286,402.414399912801,402.617824276324,406.417696286281,410.712434051097,412.559814685211,412.684198606811,419.500356856529,422.563447040088,422.853889857154,423.705679313322,423.705679313322,424.031523497878,427.528806355747,506.103024383421,508.895150655205,508.895150655205,509.642019786109,510.310865221075,785.702399534167,785.702399534167,790.096794602388,791.317359055227,795.0563066486,798.738898368559,798.738898368559,798.738898368559,800.271061662051,800.271061662051,979.746332788612,980.510518687831,980.934500432991,984.303713663246,987.051517349792,988.302243206217,988.302243206217,990.991122976841,990.991122976841,991.541234925257,1000.20946373249,1001.41566403109,1006.34164905265,1007.79485313986,1010.56427844927,1010.56427844927,1067.71348319982,1073.44746989841,1073.44746989841,1073.44746989841,1073.44746989841,59.6371850112031,1.96200806796252,13.7236952997065,6.13252428336137,77.2720160554982,274.525405426255,1.22005057658236,2.41797989711144,2.71565651122314,0.398935521642847,7.08736572615174,4.91798644356363,2.2671305518175,56.5513193135656,5.54606500091117
"2006-09-08",59.0478770675899,368.363552561027,368.363552561027,369.71542900617,369.815938728205,377.48007632086,377.726436296254,379.025817793673,381.535498714664,381.535498714664,395.720169511479,396.581001567502,396.842764741928,400.590759200922,405.078132994949,407.312376238642,407.450152008747,414.302424383294,417.8879953513,418.251006508587,419.3328391701,419.3328391701,419.854974244907,424.037030927796,497.71596734253,501.219033771983,501.219033771983,502.150989540903,503.115272981543,772.59810756107,772.59810756107,777.26899485303,778.599817740863,782.451550326873,786.462370430095,786.462370430095,786.462370430095,787.993052284344,787.993052284344,965.660253024161,966.607042055301,967.232646124971,970.599378588865,973.29006438317,974.77822969555,974.77822969555,977.74762537436,977.74762537436,978.533317350005,987.32582221697,988.744612104906,993.537968045129,995.209883491573,998.169088103046,998.169088103046,1054.43282713729,1060.08618544802,1060.08618544802,1060.08618544802,1060.08618544802,58.7891899623769,1.85573513633179,13.2019468061139,5.90239308439314,71.999049720129,268.482318919649,1.19089823874772,2.3611412879928,2.64022668965304,0.389164929959178,6.95562211135269,4.78005796393538,2.22317697416322,55.3094494225538,5.43040552461574
"2006-09-09",57.5424490100271,359.86858783705,359.86858783705,361.381160288701,361.494837056614,369.819779024044,370.111644958635,371.692647502383,374.256340159727,374.256340159727,388.205893244545,389.249342552222,389.575343709274,393.299781710718,398.01865705594,400.640433812741,400.79158921092,407.704067941994,411.784489316355,412.215452920897,413.510636526066,413.510636526066,414.212958893961,419.019175944616,487.869597533906,491.917765462677,491.917765462677,492.995470490806,494.194165472763,756.532910039667,756.532910039667,761.454717940024,762.885260239738,766.8363654621,771.146355313722,771.146355313722,771.146355313722,772.67602571801,772.67602571801,947.15823532658,948.266764446897,949.072118926984,952.432150009234,955.065984829286,956.766199785274,956.766199785274,959.987706154199,959.987706154199,960.986298262321,969.88816596535,971.500202282269,976.17282425977,978.044363489572,981.178151882461,981.178151882461,1036.59094396383,1042.1667698581,1042.1667698581,1042.1667698581,1042.1667698581,57.2763893859691,1.75929911884531,12.7255629264186,5.70240411976448,66.8761702100768,261.215722998265,1.16464810907015,2.30698729862639,2.56700516302958,0.380213249878032,6.83410866580524,4.6544804267051,2.18061724824523,54.1302590636385,5.32063326070685
"2006-09-10",55.7088751315776,350.174368032723,350.174368032723,351.798923816643,351.92186922348,360.78138293392,361.112408661581,362.938047438884,366.03434061885,366.03434061885,381.338524889896,382.332293444576,382.645670345774,386.222972367131,390.808376350725,393.541379496503,393.696623974999,400.545783160514,404.881886162768,405.351896199393,406.777220323454,406.777220323454,407.60175183651,412.854694738948,477.264270460723,481.641728003382,481.641728003382,482.812396402725,484.166482465199,738.266909761123,738.266909761123,743.373946494704,744.881862206081,748.89976724147,753.445269932417,753.445269932417,753.445269932417,754.967610883366,754.967610883366,925.396348355854,926.627983929234,927.571846590053,930.914421376025,933.492343733424,935.35458479133,935.35458479133,938.765302923522,938.765302923522,939.932540617898,948.904431389172,950.669020386456,955.23028173373,957.259795052168,960.527019598281,960.527019598281,1015.11248828749,1020.61033656546,1020.61033656546,1020.61033656546,1020.61033656546,55.4421356564423,2.13327998673767,14.1764943674659,5.52850402123985,62.2738688074924,252.885364070315,1.13726214859428,2.25543069862425,2.49840594414516,0.371929089570579,6.72051192826199,4.53921347395898,2.13957858822617,53.0345490080831,5.21643759286316
