Y,Z,1,Active_channel_mask
0.0,144.27,36,0
21.11,133.87,36,0
86.31,105.08,36,0
95.94,104.94,36,0
100.34,105.36,36,0
108.55,105.34,36,0
110.4,105.29,36,0
114.39,105.07,36,0
116.73,104.83,36,0
118.61,103.22,36,0
120.86,104.63,36,0
167.85,105.05,36,0
169.88,106.01,36,0
175.0,104.99,36,0
240.85,104.89,36,0
249.46,104.99,36,0
252.77,104.83,36,0
262.18,104.81,36,0
272.96,104.55,36,0
324.49,105.29,36,0
370.47,105.11,36,0
373.21,105.22,36,0
389.54,104.8,36,0
422.81,104.96,36,0
466.02,104.13,36,0
503.32,104.37,36,0
509.09,104.48,36,0
541.89,103.53,36,0
546.5,104.35,36,0
559.85,104.51,36,0
592.18,104.5,36,0
617.94,104.66,36,0
647.64,104.91,36,0
680.49,104.63,36,0
720.95,104.53,36,0
743.58,104.36,36,0
784.9,104.35,36,0
814.08,103.97,36,0
841.06,104.29,36,0
900.11,104.27,36,0
936.67,104.26,36,0
981.86,104.53,36,0
986.7,104.21,36,0
989.3,104.4,36,0
1002.81,104.77,36,0
1012.46,104.89,36,0
1030.86,104.54,36,0
1104.94,104.69,36,0
1150.69,104.55,36,0
1184.33,104.11,36,0
1233.04,104.62,36,0
1282.28,104.62,36,0
1313.26,104.67,36,0
1345.32,104.82,36,0
1378.97,104.84,36,0
1390.84,103.84,36,0
1400.45,104.38,36,0
1463.24,104.33,36,0
1503.7,104.55,36,0
1539.67,104.45,36,0
1574.64,104.52,36,0
1593.54,104.3,36,0
1613.4,104.78,36,0
1617.64,104.28,36,0
1623.95,104.38,36,0
1636.79,103.95,36,0
1662.1,103.96,36,0
1677.43,103.8,36,0
1721.04,103.97,36,0
1760.96,104.19,36,0
1804.5,104.0,36,0
1861.18,104.34,36,0
1865.38,102.89,36,0
1903.47,102.27,36,0
1909.31,103.94,36,0
1934.4,103.0,36,0
1941.78,100.85,36,0
1958.52,101.97,36,1
1986.59,101.77,36,1
2014.91,102.75,36,1
2042.41,104.16,36,1
2050.49,103.4,36,1
2075.66,103.81,36,1
2104.99,103.92,36,1
2136.15,104.17,36,1
2140.7,103.56,36,1
2146.52,103.59,36,1
2190.99,103.59,36,1
2226.79,103.51,36,1
2262.25,102.92,36,1
2271.29,102.38,36,1
2272.29,102.16,36,1
2273.29,101.94,36,1
2274.29,101.72,36,1
2275.29,101.85,36,1
2276.29,102.0,36,1
2277.29,102.15,36,1
2278.29,102.31,36,1
2279.1,102.43,36,1
2301.77,103.03,36,1
2326.99,103.22,36,1
2340.82,103.47,36,1
2352.03,103.53,36,1
2369.25,103.1,36,1
2378.72,103.17,36,1
2380.71,103.82,36,1
2399.28,103.42,36,1
2424.38,103.1,36,1
2425.33,102.81,36,1
2425.42,101.92,36,1
2426.33,101.61,36,1
2427.33,101.72,36,1
2428.33,101.79,36,1
2429.33,101.58,36,1
2430.33,101.67,36,1
2431.33,101.59,36,1
2432.33,101.75,36,1
2433.33,101.65,36,1
2434.33,101.54,36,1
2435.33,101.48,36,1
2436.33,101.3,36,1
2437.33,101.32,36,1
2438.33,101.5,36,1
2439.33,101.33,36,1
2440.33,101.49,36,1
2441.33,101.43,36,1
2442.33,101.54,36,1
2443.33,101.36,36,1
2444.33,101.45,36,1
2445.33,101.53,36,1
2446.33,101.44,36,1
2447.33,101.36,36,1
2448.33,101.48,36,1
2449.33,101.51,36,1
2450.33,101.46,36,1
2451.33,101.39,36,1
2452.33,101.56,36,1
