Y,Z,1,Active_channel_mask
0.0,147.08,36,0
9.72,137.14,36,0
11.08,137.14,36,0
11.68,137.07,36,0
13.55,135.91,36,0
15.04,136.76,36,0
40.06,136.73,36,0
55.0,136.89,36,0
67.77,136.39,36,0
69.25,135.72,36,0
70.35,136.5,36,0
74.23,136.61,36,0
76.32,135.97,36,0
80.83,135.76,36,0
83.61,135.06,36,0
102.6,134.42,36,0
120.0,134.69,36,0
121.86,135.12,36,0
156.49,136.79,36,0
199.36,136.92,36,0
231.77,136.89,36,0
234.15,136.66,36,0
281.43,117.73,36,0
283.73,115.65,36,0
288.58,116.0,36,0
308.12,110.05,36,0
317.91,109.08,36,0
322.01,107.94,36,0
346.2,107.83,36,0
346.9,107.12,36,0
350.06,107.29,36,0
387.8,108.06,36,0
441.42,107.75,36,0
486.82,108.08,36,0
491.54,108.12,36,0
512.35,107.89,36,0
512.79,107.29,36,0
512.87,106.94,36,0
516.55,106.88,36,0
518.38,108.14,36,0
538.75,108.23,36,0
552.52,108.3,36,0
558.03,107.39,36,0
566.09,107.69,36,0
604.33,108.11,36,0
651.05,108.31,36,0
706.68,108.12,36,0
774.22,108.3,36,1
785.24,108.36,36,1
788.48,108.17,36,1
788.64,106.34,36,1
789.0,105.89,36,1
789.48,105.42,36,1
790.48,105.32,36,1
791.48,105.4,36,1
792.48,105.39,36,1
793.48,105.31,36,1
794.48,105.32,36,1
795.48,105.48,36,1
796.48,105.6,36,1
797.48,105.79,36,1
798.48,105.93,36,1
799.48,106.02,36,1
800.48,106.18,36,1
801.48,106.17,36,1
802.48,106.23,36,1
803.48,106.22,36,1
804.48,106.31,36,1
805.48,106.33,36,1
805.99,106.38,36,1
808.24,106.94,36,1
822.8,107.31,36,1
843.32,107.53,36,1
859.87,107.36,36,1
870.17,107.02,36,1
889.15,107.92,36,1
901.81,107.92,36,1
917.77,108.01,36,1
940.02,108.03,36,1
958.3,107.39,36,1
981.08,107.06,36,1
983.96,107.49,36,1
989.56,107.46,36,1
1003.34,106.48,36,1
1011.26,106.74,36,1
1027.74,107.33,36,1
1042.15,107.35,36,1
1043.55,107.29,36,1
1044.55,106.52,36,1
1045.55,106.22,36,1
1046.55,105.83,36,1
1047.55,105.72,36,1
1048.55,105.64,36,1
1049.55,105.71,36,1
1050.55,105.65,36,1
1051.55,105.76,36,1
1052.55,105.62,36,1
1053.55,105.74,36,1
1054.55,105.8,36,1
1055.55,105.7,36,1
1056.55,105.56,36,1
1057.55,105.71,36,1
1058.55,105.65,36,1
1059.55,105.82,36,1
1060.55,105.72,36,1
1061.55,105.84,36,1
1062.55,105.87,36,1
1063.55,105.74,36,1
1064.55,105.62,36,1
1065.55,105.8,36,1
1066.55,105.7,36,1
1067.55,105.71,36,1
1068.55,105.78,36,1
1069.55,105.63,36,1
1070.55,105.87,36,1
1071.55,105.71,36,1
1072.55,105.62,36,1
1073.55,105.75,36,1
1074.55,105.69,36,1
1075.55,105.81,36,1
1076.55,105.75,36,1
1077.55,105.65,36,1
1078.55,105.72,36,1
1079.55,105.86,36,1
1080.55,105.97,36,1
1081.55,105.8,36,1
1082.55,105.97,36,1
1083.55,105.88,36,1
1084.55,106.05,36,1
1085.55,106.15,36,1
1086.55,105.91,36,1
1087.55,105.91,36,1
1088.55,106.12,36,1
1089.55,106.22,36,1
1090.55,106.33,36,1
1091.55,106.27,36,1
1092.55,106.45,36,1
1093.55,106.32,36,1
1094.55,106.41,36,1
1095.55,106.5,36,1
1096.55,106.25,36,1
1097.55,106.36,36,1
1098.55,106.49,36,1
1099.55,106.57,36,1
1100.55,106.45,36,1
1101.55,106.62,36,1
1102.55,106.56,36,1
1103.55,106.71,36,1
1104.55,106.66,36,1
1105.55,106.79,36,1
1106.55,106.94,36,1
1107.55,107.08,36,1
1108.55,107.16,36,1
1108.73,107.23,36,1
1124.71,107.05,36,1
1133.14,107.83,36,1
1154.01,107.81,36,1
1199.58,108.14,36,1
1239.25,107.83,36,1
1281.69,107.5,36,1
1301.56,106.87,36,1
1303.83,106.3,36,1
1313.59,106.22,36,1
1335.19,106.5,36,1
1340.6,108.1,36,1
1348.13,108.52,36,1
1370.06,108.34,36,1
1399.0,108.04,36,1
1432.37,107.32,36,1
1439.46,106.77,36,1
1440.46,106.7,36,1
1441.46,106.62,36,1
1442.46,106.65,36,1
1443.46,106.56,36,1
1444.46,106.51,36,1
1445.46,106.45,36,1
1446.46,106.49,36,1
1447.46,106.36,36,1
1448.46,106.37,36,1
1449.46,106.22,36,1
1450.46,106.24,36,1
1451.46,106.35,36,1
1452.46,106.42,36,1
1453.46,106.53,36,1
1454.46,106.61,36,1
1455.46,106.74,36,1
1455.81,106.8,36,1
1480.79,107.5,36,1
1502.11,107.07,36,1
1503.99,108.06,36,1
1538.26,108.21,36,1
1569.89,108.02,36,1
1604.64,107.67,36,1
1642.52,107.81,36,1
1669.07,107.9,36,1
1694.28,107.82,36,1
1702.73,108.13,36,1
1719.16,108.06,36,1
1741.88,108.5,36,1
1765.89,108.69,36,0
1790.42,108.69,36,0
1792.11,108.67,36,0
1816.14,108.53,36,0
1828.47,109.07,36,0
1856.85,108.95,36,0
1877.85,109.06,36,0
1904.17,108.81,36,0
1926.91,108.94,36,0
1940.78,108.88,36,0
1975.29,108.84,36,0
1976.11,109.12,36,0
2024.88,108.97,36,0
2039.26,109.11,36,0
2074.67,109.0,36,0
2102.76,108.91,36,0
2134.87,108.61,36,0
2165.26,108.24,36,0
2190.48,108.22,36,0
2218.58,107.99,36,0
2243.23,108.26,36,0
2256.85,108.07,36,0
2273.39,108.13,36,0
2301.56,108.06,36,0
2318.98,108.34,36,0
2328.91,108.52,36,0
2335.26,105.59,36,0
2379.53,106.57,36,0
2419.28,107.4,36,0
2460.65,107.65,36,0
2504.32,107.59,36,0
2510.52,106.8,36,0
2527.84,107.01,36,0
2535.95,107.68,36,0
2577.91,107.21,36,0
2587.05,107.95,36,0
2600.78,107.94,36,0
2602.39,108.86,36,0
2628.95,108.99,36,0
2673.13,108.97,36,0
2705.43,108.35,36,0
2710.03,108.93,36,0
2773.19,108.81,36,0
2827.88,108.82,36,0
2880.43,108.77,36,0
2936.93,108.94,36,0
2952.83,108.6,36,0
2955.41,107.65,36,0
2972.91,107.57,36,0
2981.85,108.63,36,0
3014.84,108.71,36,0
3061.01,108.8,36,0
3122.29,108.42,36,0
3178.68,108.62,36,0
3240.38,108.65,36,0
3270.92,108.03,36,0
3290.75,108.55,36,0
3348.78,108.33,36,0
3406.2,108.43,36,0
3458.71,108.65,36,0
3470.9,108.28,36,0
3473.89,107.31,36,0
3489.37,108.11,36,0
3534.42,108.06,36,0
3587.26,108.39,36,0
3630.56,108.57,36,0
3673.35,108.63,36,0
3719.43,108.34,36,0
3723.27,108.48,36,0
3723.77,108.48,36,0
3729.07,108.3,36,0
3781.43,107.99,36,0
3824.16,108.36,36,0
3841.78,108.49,36,0
3879.8,133.92,36,0
3914.29,144.26,36,0
