yyyy/mm/dd, reachID=1, reachID=2, reachID=3, reachID=4, reachID=5, reachID=6, reachID=7, reachID=8, reachID=9, reachID=10, reachID=11, reachID=12, reachID=13, reachID=14, reachID=15, reachID=16, reachID=17, reachID=18, reachID=19, reachID=20, reachID=21, reachID=22, reachID=23, reachID=24, reachID=25, reachID=26, reachID=27, reachID=28, reachID=29, reachID=30, reachID=31, reachID=32, reachID=33, reachID=34, reachID=35, reachID=36, reachID=37, reachID=38, reachID=39, reachID=40, reachID=41, reachID=42, reachID=43, reachID=44, reachID=45, reachID=46, reachID=47, reachID=48, reachID=49, reachID=50, reachID=51, reachID=52, reachID=53, reachID=54, reachID=55, reachID=56, reachID=57, reachID=58, reachID=59, reachID=60, reachID=61, reachID=62, reachID=63, reachID=64, reachID=65, reachID=66, reachID=67, reachID=68
01/01/2021,0.091,0.197,0.261,0.539,0.048,0.609,0.674,0.778,0.118,1.034,1.152,1.379,1.462,1.562,1.675,1.475,3.215,3.513,0.011,3.581,0.008,3.623,2.256,5.933,6.054,6.37,2.71,9.429,9.542,9.807,10.151,10.324,6.861,17.41,17.63,18.266,18.343,18.564,18.692,18.79,20.286,20.431,23.476,2.171,26.113,26.214,26.353,26.591,26.948,28.387,2.793,31.822,32.696,32.924,33.755,34.721,35.116,36.026,37.969,38.853,39.111,39.304,39.511,39.752,39.987,40.066,40.153,40.231
01/02/2021,0.09,0.195,0.258,0.53,0.047,0.598,0.66,0.762,0.117,1.013,1.126,1.339,1.419,1.517,1.626,1.47,3.16,3.455,0.011,3.521,0.008,3.563,2.238,5.855,5.974,6.288,2.859,9.486,9.572,9.802,10.176,10.352,6.448,17.068,17.278,18.246,18.325,18.57,18.651,18.722,21.418,21.489,23.794,4.528,28.117,28.145,28.083,28.082,27.918,28.377,3.514,32.15,32.054,31.904,32.561,33.385,33.442,34.113,35.848,36.775,37.104,37.387,37.651,38.013,38.47,38.691,39.214,39.888
01/03/2021,0.089,0.193,0.255,0.523,0.046,0.59,0.651,0.751,0.116,0.998,1.102,1.308,1.387,1.484,1.592,1.464,3.119,3.412,0.011,3.478,0.008,3.519,2.222,5.795,5.914,6.225,3.154,9.715,9.803,10.033,10.459,10.685,7.228,18.251,18.479,20.007,20.134,20.417,20.659,20.832,25.864,26.244,31.57,6.21,37.584,37.824,37.931,38.095,38.03,38.566,7.542,46.257,45.714,45.071,45.167,44.262,42.931,42.446,42.097,40.435,39.666,39.263,38.751,38.599,38.412,38.3,38.439,38.905
01/04/2021,0.089,0.19,0.252,0.517,0.045,0.583,0.642,0.741,0.116,0.985,1.089,1.29,1.366,1.462,1.569,1.458,3.089,3.381,0.011,3.445,0.008,3.486,2.209,5.749,5.866,6.174,3.148,9.66,9.784,10.064,10.499,10.734,6.652,17.679,17.944,19.239,19.365,19.705,19.988,20.224,24.061,24.467,30.303,4.396,35.686,36.014,36.359,36.927,37.443,39.408,5.753,46.113,47.326,47.717,48.738,50.064,50.487,51.377,53.139,53.372,53.073,52.756,51.958,51.085,49.194,47.917,45.634,43.659
01/05/2021,0.088,0.187,0.249,0.508,0.044,0.573,0.629,0.727,0.115,0.968,1.071,1.264,1.337,1.432,1.54,1.452,3.054,3.345,0.011,3.41,0.008,3.451,2.196,5.701,5.819,6.125,3.031,9.494,9.617,9.892,10.301,10.493,6.472,17.203,17.412,18.394,18.475,18.73,18.884,19.012,21.847,22.077,26.623,3.388,30.691,30.902,31.148,31.572,32.047,33.884,4.259,39.018,40.256,40.688,41.779,43.367,44.2,45.538,48.345,50.273,51.026,51.606,52.262,53.021,53.94,54.317,54.883,55.175
01/06/2021,0.087,0.184,0.245,0.497,0.043,0.56,0.614,0.711,0.115,0.947,1.05,1.238,1.311,1.406,1.512,1.446,3.02,3.309,0.011,3.373,0.007,3.413,2.183,5.65,5.767,6.072,2.837,9.243,9.36,9.63,10.016,10.197,6.024,16.446,16.656,17.49,17.562,17.81,17.963,18.089,20.569,20.791,24.824,2.921,28.295,28.445,28.623,28.932,29.297,30.818,3.655,35.172,36.066,36.289,37.186,38.239,38.691,39.732,42.079,43.597,44.221,44.734,45.37,46.171,47.359,48.029,49.409,50.965
01/07/2021,0.086,0.181,0.242,0.486,0.042,0.546,0.599,0.695,0.114,0.924,1.026,1.212,1.285,1.379,1.485,1.441,2.987,3.274,0.011,3.339,0.007,3.379,2.169,5.602,5.718,6.022,2.685,9.038,9.155,9.424,9.782,9.96,5.857,16.041,16.243,16.951,17.021,17.227,17.341,17.426,19.415,19.588,23.245,2.434,26.177,26.303,26.464,26.716,27.089,28.581,3.258,32.502,33.423,33.657,34.547,35.557,35.98,36.973,39.109,40.151,40.501,40.787,41.133,41.587,42.236,42.617,43.456,44.563
01/08/2021,0.085,0.179,0.24,0.475,0.041,0.53,0.582,0.677,0.113,0.904,1.005,1.188,1.26,1.354,1.459,1.434,2.955,3.24,0.011,3.305,0.007,3.344,2.155,5.553,5.669,5.971,2.59,8.889,9.002,9.266,9.609,9.781,5.636,15.636,15.827,16.436,16.503,16.683,16.786,16.862,18.425,18.55,21.771,1.919,24.132,24.227,24.368,24.599,24.963,26.428,2.851,29.919,30.827,31.054,31.932,32.918,33.33,34.321,36.461,37.497,37.843,38.129,38.477,38.905,39.501,39.825,40.468,41.223
01/09/2021,0.084,0.177,0.237,0.462,0.04,0.513,0.565,0.658,0.112,0.883,0.984,1.163,1.235,1.328,1.433,1.428,2.922,3.205,0.011,3.269,0.007,3.308,2.141,5.504,5.62,5.919,2.54,8.785,8.895,9.156,9.493,9.662,5.487,15.364,15.541,16.087,16.15,16.31,16.403,16.47,17.826,17.927,20.843,1.607,22.795,22.862,22.967,23.156,23.477,24.821,2.629,28.021,28.83,29.002,29.832,30.706,31.045,31.987,34.06,35.032,35.357,35.631,35.964,36.374,36.944,37.254,37.881,38.622
01/10/2021,0.084,0.175,0.235,0.451,0.039,0.501,0.552,0.644,0.111,0.866,0.965,1.142,1.214,1.306,1.41,1.422,2.892,3.173,0.011,3.237,0.007,3.275,2.127,5.456,5.572,5.869,2.51,8.702,8.81,9.069,9.403,9.571,5.394,15.179,15.342,15.851,15.911,16.065,16.151,16.212,17.469,17.56,20.321,1.415,22.011,22.066,22.144,22.304,22.595,23.862,2.514,26.903,27.639,27.77,28.563,29.341,29.606,30.484,32.439,33.25,33.494,33.708,33.96,34.291,34.752,35.01,35.559,36.248
01/11/2021,0.083,0.173,0.233,0.44,0.038,0.489,0.539,0.63,0.11,0.85,0.949,1.125,1.196,1.289,1.391,1.416,2.866,3.145,0.01,3.208,0.007,3.246,2.112,5.412,5.527,5.822,2.487,8.629,8.736,8.994,9.326,9.492,5.333,15.037,15.191,15.681,15.74,15.89,15.973,16.031,17.238,17.325,20.013,1.312,21.569,21.618,21.685,21.828,22.101,23.317,2.462,26.278,26.966,27.068,27.834,28.542,28.751,29.581,31.449,32.145,32.331,32.5,32.689,32.953,33.303,33.493,33.908,34.455
01/12/2021,0.082,0.171,0.231,0.434,0.037,0.481,0.531,0.621,0.109,0.838,0.935,1.109,1.18,1.271,1.373,1.409,2.841,3.117,0.01,3.18,0.007,3.218,2.098,5.369,5.483,5.776,2.465,8.559,8.667,8.923,9.254,9.42,5.282,14.914,15.059,15.543,15.602,15.75,15.831,15.888,17.066,17.151,19.803,1.27,21.303,21.348,21.41,21.543,21.806,22.994,2.43,25.909,26.573,26.661,27.413,28.086,28.267,29.071,30.889,31.512,31.659,31.796,31.94,32.154,32.422,32.561,32.876,33.318
01/13/2021,0.081,0.169,0.229,0.429,0.036,0.476,0.524,0.614,0.108,0.83,0.925,1.098,1.169,1.259,1.36,1.403,2.821,3.094,0.01,3.156,0.006,3.194,2.083,5.33,5.444,5.734,2.44,8.489,8.596,8.85,9.18,9.345,5.239,14.794,14.936,15.416,15.474,15.62,15.7,15.756,16.914,16.997,19.635,1.243,21.103,21.147,21.207,21.337,21.598,22.775,2.409,25.663,26.316,26.398,27.143,27.799,27.966,28.756,30.545,31.131,31.258,31.38,31.501,31.691,31.915,32.027,32.283,32.656
01/14/2021,0.08,0.167,0.227,0.424,0.035,0.47,0.518,0.607,0.108,0.821,0.916,1.087,1.158,1.248,1.347,1.396,2.802,3.073,0.01,3.135,0.006,3.172,2.068,5.294,5.407,5.695,2.423,8.43,8.535,8.788,9.116,9.279,5.202,14.69,14.831,15.306,15.363,15.507,15.585,15.641,16.786,16.867,19.49,1.221,20.929,20.972,21.031,21.158,21.415,22.583,2.391,25.448,26.095,26.175,26.916,27.565,27.728,28.513,30.291,30.865,30.986,31.102,31.213,31.391,31.594,31.692,31.918,32.256
01/15/2021,0.079,0.165,0.225,0.42,0.034,0.464,0.512,0.6,0.107,0.812,0.906,1.076,1.147,1.236,1.335,1.39,2.783,3.052,0.01,3.114,0.006,3.15,2.054,5.258,5.37,5.657,2.407,8.374,8.478,8.73,9.057,9.219,5.168,14.594,14.734,15.205,15.262,15.406,15.483,15.538,16.676,16.756,19.368,1.206,20.789,20.831,20.888,21.013,21.268,22.426,2.378,25.275,25.915,25.991,26.728,27.369,27.527,28.306,30.072,30.636,30.753,30.865,30.973,31.147,31.345,31.439,31.657,31.983
01/16/2021,0.079,0.164,0.223,0.415,0.032,0.459,0.506,0.593,0.106,0.804,0.897,1.066,1.136,1.225,1.323,1.384,2.764,3.032,0.01,3.093,0.006,3.129,2.04,5.222,5.334,5.619,2.391,8.318,8.422,8.673,8.998,9.16,5.132,14.499,14.637,15.106,15.163,15.306,15.383,15.438,16.57,16.649,19.253,1.199,20.665,20.706,20.763,20.887,21.14,22.293,2.367,25.127,25.764,25.838,26.571,27.207,27.362,28.135,29.891,30.447,30.559,30.668,30.772,30.941,31.132,31.222,31.432,31.75
01/17/2021,0.078,0.162,0.221,0.411,0.031,0.453,0.5,0.587,0.106,0.796,0.888,1.055,1.125,1.214,1.312,1.378,2.746,3.011,0.01,3.072,0.006,3.108,2.026,5.187,5.299,5.581,2.375,8.263,8.366,8.616,8.94,9.101,5.096,14.402,14.54,15.005,15.062,15.203,15.281,15.336,16.462,16.541,19.136,1.192,20.541,20.583,20.639,20.763,21.016,22.164,2.354,24.984,25.618,25.693,26.423,27.056,27.21,27.981,29.729,30.281,30.391,30.499,30.601,30.768,30.954,31.041,31.245,31.555
01/18/2021,0.077,0.16,0.219,0.407,0.03,0.448,0.494,0.58,0.105,0.787,0.879,1.045,1.115,1.203,1.3,1.371,2.727,2.99,0.01,3.051,0.006,3.087,2.012,5.152,5.263,5.544,2.36,8.208,8.311,8.559,8.882,9.042,5.062,14.309,14.445,14.907,14.964,15.104,15.181,15.235,16.355,16.433,19.019,1.186,20.416,20.457,20.512,20.636,20.888,22.031,2.34,24.836,25.468,25.542,26.27,26.901,27.055,27.823,29.566,30.117,30.227,30.335,30.436,30.603,30.788,30.875,31.076,31.384
01/19/2021,0.076,0.158,0.218,0.403,0.029,0.443,0.488,0.574,0.104,0.779,0.87,1.034,1.104,1.192,1.288,1.365,2.709,2.97,0.01,3.03,0.005,3.066,1.998,5.117,5.228,5.506,2.345,8.154,8.256,8.503,8.824,8.983,5.03,14.218,14.353,14.811,14.868,15.007,15.083,15.138,16.251,16.329,18.904,1.179,20.293,20.335,20.389,20.512,20.763,21.9,2.33,24.692,25.32,25.394,26.118,26.746,26.899,27.663,29.399,29.948,30.058,30.165,30.267,30.434,30.619,30.706,30.908,31.216
01/20/2021,0.075,0.157,0.216,0.398,0.028,0.437,0.482,0.567,0.103,0.771,0.862,1.024,1.094,1.181,1.277,1.359,2.691,2.95,0.01,3.009,0.005,3.045,1.984,5.082,5.193,5.469,2.33,8.1,8.202,8.447,8.767,8.925,4.999,14.127,14.261,14.716,14.772,14.911,14.987,15.041,16.148,16.225,18.791,1.172,20.172,20.213,20.267,20.389,20.639,21.771,2.319,24.55,25.176,25.249,25.97,26.595,26.747,27.508,29.236,29.782,29.891,29.998,30.099,30.264,30.449,30.535,30.737,31.043
01/21/2021,0.074,0.155,0.214,0.394,0.027,0.432,0.477,0.561,0.103,0.763,0.853,1.014,1.083,1.17,1.265,1.353,2.673,2.93,0.009,2.989,0.005,3.024,1.97,5.047,5.157,5.431,2.315,8.045,8.146,8.389,8.708,8.865,4.966,14.033,14.166,14.618,14.673,14.81,14.886,14.94,16.04,16.117,18.672,1.165,20.046,20.087,20.14,20.262,20.51,21.637,2.309,24.403,25.026,25.099,25.816,26.438,26.59,27.348,29.069,29.614,29.723,29.829,29.93,30.094,30.278,30.364,30.565,30.869
01/22/2021,0.073,0.153,0.211,0.417,0.027,0.46,0.499,0.576,0.102,0.768,0.848,1.007,1.077,1.161,1.254,1.348,2.657,2.912,0.009,2.97,0.005,3.005,1.957,5.015,5.124,5.398,2.321,8.013,8.106,8.347,8.669,8.817,4.975,13.989,14.154,15.009,14.997,15.05,15.021,15.018,16.23,16.215,18.65,1.434,20.207,20.215,20.225,20.293,20.474,21.537,2.308,24.289,24.889,24.956,25.668,26.283,26.432,27.187,28.901,29.443,29.551,29.656,29.757,29.921,30.104,30.19,30.39,30.694
01/23/2021,0.073,0.154,0.21,0.533,0.028,0.622,0.749,0.822,0.105,1.029,1.105,1.529,2.01,2.09,2.002,1.654,3.818,4.512,0.01,4.488,0.006,4.462,2.105,6.544,6.55,6.821,8.107,15.033,14.706,14.526,15.918,15.98,61.539,77.503,75.73,80.016,79.023,76.26,72.784,69.807,80.396,77.587,69.543,20.779,78.393,76.691,73.821,68.688,62.895,49.694,11.628,55.592,47.037,42.985,40.454,34.29,30.768,29.398,29.404,29.528,29.589,29.659,29.698,29.824,29.968,30.042,30.237,30.572
01/24/2021,0.073,0.154,0.21,0.504,0.029,0.584,0.743,0.865,0.107,1.114,1.383,2.03,2.576,2.968,3.087,1.797,5.082,5.969,0.011,6.098,0.006,6.126,2.361,8.573,8.724,9.347,9.398,19.367,19.888,20.689,22.724,23.889,46.582,71.725,73.367,79.458,80.669,82.841,85.296,87.146,102.027,104.326,119.327,14.437,140.202,141.712,143.408,146.164,148.609,154.982,16.482,173.151,173.36,171.961,170.985,165.241,158.486,152.221,138.83,117.437,106.368,97.945,85.933,73.545,54.012,43.806,32.555,30.957
01/25/2021,0.073,0.154,0.209,0.474,0.03,0.546,0.664,0.776,0.115,1.033,1.299,1.887,2.345,2.745,2.99,1.707,4.909,5.734,0.012,5.916,0.007,5.982,2.437,8.547,8.796,9.449,7.33,17.445,17.929,18.597,20.141,20.942,29.323,51.129,51.987,55.775,56.295,57.213,58.185,58.977,66.465,67.471,76.701,8.179,88.155,88.893,89.805,91.391,92.948,97.835,8.389,108.595,112.635,114.696,117.346,123.008,127.115,131.394,139.83,149.405,153.988,157.462,162.118,166.803,173.216,175.278,170.367,154.664
01/26/2021,0.073,0.153,0.208,0.45,0.03,0.514,0.603,0.703,0.116,0.95,1.173,1.655,1.994,2.3,2.541,1.611,4.336,5.04,0.012,5.201,0.007,5.271,2.267,7.668,7.901,8.482,5.794,14.845,15.227,15.803,16.969,17.608,21.904,40.181,40.865,43.783,44.144,44.88,45.567,46.127,51.321,52.032,58.774,5.845,66.782,67.243,67.832,68.863,69.907,73.195,5.423,80.162,82.607,83.69,85.393,88.429,90.387,92.737,97.461,101.992,104.131,105.821,108.184,110.784,115.095,117.758,123.237,129.458
01/27/2021,0.072,0.153,0.206,0.427,0.03,0.485,0.553,0.647,0.111,0.88,1.047,1.423,1.654,1.873,2.07,1.512,3.728,4.31,0.012,4.441,0.007,4.503,2.123,6.724,6.9,7.375,4.639,12.487,12.77,13.265,14.15,14.653,16.714,31.884,32.459,34.727,34.997,35.626,36.166,36.596,40.458,41.006,46.323,4.395,52.411,52.751,53.2,53.991,54.869,57.659,4.032,62.975,64.972,65.795,67.248,69.632,71.089,73.004,76.876,80.131,81.577,82.709,84.247,85.915,88.537,90.076,93.127,96.47
01/28/2021,0.071,0.152,0.205,0.409,0.029,0.463,0.517,0.605,0.107,0.826,0.943,1.251,1.409,1.558,1.713,1.434,3.257,3.737,0.012,3.841,0.007,3.894,2.044,6.01,6.159,6.55,3.831,10.788,11.01,11.402,12.069,12.429,12.904,25.712,26.173,27.911,28.114,28.622,29.033,29.355,32.224,32.628,37.048,3.297,41.678,41.939,42.302,42.92,43.669,46.124,3.278,50.521,52.248,52.923,54.243,56.288,57.492,59.192,62.675,65.351,66.495,67.392,68.592,69.898,71.917,73.089,75.399,77.924
01/29/2021,0.071,0.151,0.204,0.395,0.029,0.445,0.49,0.576,0.107,0.789,0.891,1.151,1.266,1.372,1.495,1.4,2.979,3.38,0.012,3.462,0.007,3.508,2.013,5.585,5.716,6.054,3.316,9.716,9.888,10.221,10.742,11.006,10.197,21.497,21.854,23.17,23.314,23.698,24.003,24.237,26.41,26.702,30.483,2.538,34.031,34.213,34.488,34.958,35.569,37.669,2.891,41.497,42.929,43.44,44.616,46.301,47.239,48.721,51.83,54.045,54.974,55.713,56.696,57.784,59.461,60.432,62.352,64.454
01/30/2021,0.07,0.15,0.203,0.399,0.028,0.45,0.493,0.574,0.106,0.779,0.869,1.114,1.215,1.308,1.409,1.382,2.86,3.219,0.012,3.287,0.007,3.329,1.992,5.378,5.5,5.813,3.01,9.139,9.271,9.563,10.003,10.204,8.396,18.851,19.139,20.185,20.293,20.576,20.791,20.955,22.69,22.896,26.22,2.058,29.013,29.144,29.344,29.698,30.193,31.997,2.682,35.467,36.656,37.033,38.089,39.471,40.181,41.473,44.235,45.992,46.695,47.264,48.011,48.86,50.161,50.916,52.433,54.142
01/31/2021,0.069,0.149,0.202,0.425,0.028,0.481,0.537,0.618,0.106,0.823,0.905,1.186,1.311,1.397,1.471,1.386,2.915,3.291,0.012,3.349,0.007,3.384,1.982,5.413,5.523,5.81,3.136,9.236,9.332,9.566,10.01,10.194,7.882,18.318,18.523,19.614,19.661,19.822,19.847,19.867,21.658,21.773,24.478,2.642,27.322,27.371,27.433,27.54,27.763,28.963,2.678,32.189,32.925,33.086,33.97,34.988,35.457,36.559,39.011,40.405,40.935,41.363,41.909,42.601,43.597,44.145,45.267,46.635
02/01/2021,0.069,0.149,0.202,0.442,0.028,0.503,0.574,0.657,0.106,0.868,0.958,1.283,1.44,1.529,1.609,1.383,3.047,3.408,0.012,3.47,0.007,3.508,1.974,5.534,5.65,5.947,2.978,9.221,9.344,9.622,10.067,10.269,7.906,18.421,18.677,19.668,19.757,20.008,20.149,20.245,22.133,22.302,25.328,2.885,28.543,28.631,28.74,28.894,29.148,30.259,3.308,34.012,34.515,34.464,35.119,35.421,35.288,35.877,37.43,37.796,37.905,38.058,38.279,38.715,39.384,39.765,40.599,41.654
02/02/2021,0.069,0.148,0.202,0.457,0.028,0.525,0.615,0.697,0.106,0.9,0.981,1.317,1.49,1.596,1.697,1.373,3.126,3.467,0.012,3.529,0.007,3.568,1.965,5.584,5.697,5.99,2.788,9.068,9.181,9.445,9.845,10.019,6.943,17.189,17.423,18.22,18.302,18.525,18.672,18.782,20.432,20.595,23.656,2.331,26.529,26.648,26.811,27.078,27.478,29.014,2.939,32.611,33.553,33.772,34.683,35.646,35.992,36.946,38.995,39.592,39.623,39.641,39.563,39.542,39.358,39.215,39.065,39.219
02/03/2021,0.069,0.148,0.204,0.472,0.028,0.545,0.658,0.757,0.106,0.968,1.06,1.363,1.512,1.613,1.721,1.362,3.141,3.466,0.011,3.532,0.007,3.572,1.96,5.585,5.702,5.996,2.663,8.952,9.067,9.333,9.707,9.882,6.384,16.489,16.703,17.386,17.458,17.653,17.773,17.861,19.342,19.466,22.33,2.023,24.744,24.82,24.937,25.139,25.475,26.871,2.729,30.193,31.06,31.253,32.152,33.125,33.523,34.555,36.843,37.927,38.271,38.555,38.883,39.286,39.788,40.017,40.409,40.772
02/04/2021,0.069,0.148,0.206,0.511,0.028,0.598,0.744,0.844,0.106,1.038,1.095,1.348,1.465,1.555,1.657,1.36,3.073,3.384,0.011,3.449,0.007,3.489,1.955,5.499,5.616,5.915,2.583,8.797,8.911,9.176,9.539,9.712,6.12,16.051,16.248,16.972,17.029,17.193,17.274,17.333,18.699,18.802,21.564,1.822,23.704,23.766,23.855,24.024,24.326,25.635,2.625,28.81,29.595,29.738,30.589,31.427,31.71,32.643,34.753,35.634,35.898,36.137,36.422,36.801,37.346,37.648,38.283,39.053
02/05/2021,0.069,0.149,0.21,0.548,0.029,0.646,0.837,0.988,0.106,1.198,1.277,1.51,1.611,1.694,1.77,1.368,3.184,3.476,0.011,3.533,0.007,3.569,1.951,5.569,5.678,5.959,2.578,8.813,8.91,9.153,9.499,9.654,6.197,16.057,16.243,17.188,17.232,17.368,17.413,17.443,18.762,18.828,21.444,1.749,23.403,23.444,23.505,23.631,23.889,25.081,2.612,28.184,28.868,28.955,29.759,30.486,30.694,31.567,33.572,34.32,34.519,34.706,34.913,35.203,35.589,35.79,36.233,36.826
02/06/2021,0.07,0.154,0.214,0.531,0.03,0.619,0.78,0.954,0.11,1.184,1.296,1.533,1.633,1.73,1.835,1.36,3.25,3.543,0.011,3.607,0.007,3.646,1.952,5.651,5.765,6.055,2.583,8.924,9.027,9.275,9.62,9.776,6.303,16.282,16.465,17.599,17.65,17.808,17.87,17.911,19.28,19.349,21.936,1.752,23.822,23.847,23.884,23.97,24.186,25.272,2.626,28.339,28.942,28.983,29.744,30.359,30.482,31.287,33.172,33.763,33.881,34.008,34.133,34.342,34.609,34.746,35.072,35.547
02/07/2021,0.07,0.164,0.229,0.776,0.044,0.942,1.292,1.833,0.182,2.232,2.149,2.542,3.032,3.276,2.814,1.913,4.755,5.442,0.011,5.3,0.007,5.199,2.221,7.308,7.18,7.149,6.276,13.36,12.549,11.877,12.98,12.93,12.586,26.168,25.146,30.46,29.889,28.62,26.997,25.933,40.193,38.134,31.668,12.568,38.526,37.244,35.374,32.534,30.155,27.296,2.843,29.781,29.721,29.637,30.345,30.881,30.959,31.72,33.515,33.978,34.031,34.098,34.143,34.268,34.405,34.467,34.653,34.999
02/08/2021,0.072,0.185,0.28,0.964,0.056,1.175,1.639,2.404,0.441,3.695,4.832,5.976,6.974,7.945,8.579,3.685,12.803,15.193,0.013,15.738,0.008,15.895,8.355,24.558,24.849,25.847,26.481,53.424,53.968,54.684,60.015,61.552,105.522,168.757,168.841,179.715,180.276,179.855,178.569,177.011,211.219,211.342,214.389,44.215,249.993,249.25,247.025,242.214,236.046,219.053,18.906,228.124,209.739,198.802,189.718,165.167,146.236,131.193,105.649,75.406,62.175,52.9,41.781,36.124,35.121,35.071,35.112,35.363
02/09/2021,0.073,0.185,0.277,0.832,0.046,0.981,1.288,1.795,0.38,2.752,3.747,4.732,5.487,6.234,7.04,3.185,10.682,12.538,0.013,13.079,0.009,13.339,9.569,23.37,24.002,25.706,19.473,46.876,48.227,50.174,53.971,56.202,61.333,119.756,121.966,129.098,130.613,133.585,136.696,139.109,157.12,160.084,180.529,17.51,207.908,209.913,212.362,216.466,220.458,231.692,12.896,249.706,258.204,262.588,267.229,277.234,283.869,289.623,298.434,302.155,301.456,300.07,295.753,285.262,259.966,244.312,214.055,182.37
02/10/2021,0.074,0.183,0.264,0.844,0.057,1.016,1.334,1.804,0.33,2.596,3.339,4.25,4.969,5.617,6.202,3.236,9.881,11.795,0.013,12.217,0.01,12.404,9.043,21.788,22.233,23.729,19.232,44.318,44.921,45.948,49.054,50.338,54.092,106.104,106.852,112.61,113.217,113.784,113.999,114.089,126.182,126.7,136.529,15.675,152.807,153.103,153.295,153.626,153.855,155.828,9.188,165.983,167.404,168.149,169.78,173.173,175.802,179.132,186.655,195.918,200.733,204.58,209.994,215.909,225.652,231.544,243.103,255.148
02/11/2021,0.075,0.181,0.255,0.767,0.05,0.911,1.187,1.612,0.264,2.33,3.067,3.868,4.459,5.034,5.685,2.761,8.841,10.463,0.013,10.941,0.011,11.17,8.055,19.612,20.171,21.677,16.29,39.515,40.669,42.296,45.214,46.968,50.176,98.944,100.624,106.238,107.352,109.421,111.373,112.8,124.625,126.26,140.927,13.076,157.981,158.787,159.719,161.223,162.548,166.389,9.201,177.039,178.773,179.243,180.36,181.346,181.08,181.313,181.806,180.008,178.873,178.114,177.001,176.215,175.231,174.96,175.5,177.508
02/12/2021,0.075,0.177,0.243,0.666,0.045,0.781,0.978,1.279,0.194,1.794,2.297,2.893,3.303,3.709,4.177,2.132,6.586,7.732,0.013,8.039,0.011,8.197,5.932,14.409,14.855,15.922,10.828,27.844,28.643,29.817,31.798,33.047,33.651,67.984,69.219,73.166,73.889,75.333,76.747,77.82,85.745,87.004,97.731,8.332,110.219,111.021,112.081,113.922,115.788,121.315,6.007,129.947,134.184,136.25,138.918,144.3,147.902,151.663,158.901,166.145,169.351,171.724,174.685,177.644,181.49,183.265,185.936,187.603
02/13/2021,0.075,0.174,0.238,0.601,0.044,0.7,0.85,1.08,0.158,1.484,1.832,2.296,2.578,2.872,3.205,1.813,5.219,6.079,0.013,6.291,0.012,6.4,4.448,11.032,11.378,12.154,7.657,20.579,21.123,21.953,23.346,24.218,24.133,49.246,50.137,53.084,53.55,54.546,55.464,56.18,61.63,62.496,69.943,5.881,78.625,79.153,79.879,81.131,82.489,86.594,4.289,92.816,95.921,97.353,99.431,103.325,105.888,108.805,114.593,120.231,122.848,124.885,127.641,130.66,135.415,138.2,143.724,149.665
02/14/2021,0.075,0.173,0.235,0.55,0.044,0.638,0.758,0.936,0.143,1.275,1.518,1.881,2.071,2.278,2.516,1.609,4.282,4.947,0.013,5.1,0.012,5.187,3.389,8.706,8.974,9.564,5.758,15.916,16.29,16.91,17.918,18.548,17.931,37.114,37.81,40.04,40.356,41.112,41.755,42.259,46.227,46.843,52.471,4.312,58.828,59.208,59.741,60.649,61.701,64.971,3.439,69.916,72.308,73.333,75.028,77.948,79.783,82.084,86.738,90.84,92.69,94.139,96.109,98.28,101.687,103.677,107.647,111.978
02/15/2021,0.075,0.171,0.233,0.515,0.044,0.596,0.694,0.832,0.133,1.125,1.301,1.599,1.733,1.876,2.056,1.492,3.676,4.221,0.013,4.342,0.012,4.416,2.768,7.279,7.468,7.941,4.684,13.12,13.393,13.871,14.629,15.078,13.885,29.425,29.979,31.689,31.914,32.491,32.947,33.297,36.219,36.652,41.162,3.299,45.908,46.165,46.551,47.209,48.016,50.655,3.021,54.878,56.766,57.512,58.956,61.245,62.612,64.523,68.475,71.62,72.992,74.08,75.54,77.149,79.651,81.105,84.001,87.186
02/16/2021,0.075,0.174,0.24,0.5,0.043,0.575,0.65,0.768,0.129,1.039,1.177,1.441,1.549,1.66,1.792,1.439,3.335,3.785,0.013,3.879,0.011,3.938,2.446,6.456,6.606,6.995,3.981,11.384,11.585,11.968,12.564,12.884,11.014,24.252,24.688,26.116,26.269,26.699,27.03,27.283,29.532,29.849,33.73,2.618,37.448,37.638,37.93,38.436,39.087,41.314,2.798,45.103,46.637,47.182,48.441,50.254,51.256,52.854,56.243,58.632,59.63,60.434,61.502,62.701,64.565,65.65,67.832,70.272
02/17/2021,0.075,0.174,0.245,0.501,0.043,0.573,0.635,0.747,0.128,1.018,1.154,1.409,1.508,1.609,1.723,1.415,3.229,3.634,0.013,3.713,0.011,3.762,2.295,6.116,6.246,6.591,3.637,10.575,10.723,11.042,11.545,11.772,9.356,21.411,21.741,23.036,23.142,23.428,23.635,23.79,25.584,25.785,29.105,2.208,32.021,32.151,32.346,32.703,33.204,35.06,2.68,38.556,39.799,40.182,41.298,42.758,43.502,44.889,47.901,49.797,50.547,51.162,51.962,52.878,54.277,55.081,56.706,58.546
