130
1	134	1	Active_channel_mask
0.0	49.67	36	0
22.63	39.69	36	0
24.62	40.19	36	0
28.46	40.25	36	0
29.32	40.34	36	0
32.6	41.85	36	0
33.34	41.66	36	0
35.01	41.83	36	0
40.06	39.63	36	0
42.08	39.59	36	0
43.56	39.89	36	0
54.14	38.72	36	0
67.5	38.74	36	0
91.18	39.18	36	0
118.95	39.23	36	0
145.93	38.85	36	0
157.47	38.85	36	0
160.04	38.79	36	0
184.68	38.92	36	0
210.41	39.09	36	0
236.85	39.17	36	0
263.58	39.05	36	0
287.24	39.4	36	0
290.92	39.03	36	0
294.34	37.77	36	0
332.88	37.86	36	0
348.57	37.84	36	0
391.93	38.59	36	0
421.68	39.15	36	1
426.69	39.18	36	1
430.08	35.89	36	1
434.07	35.48	36	1
435.41	35.97	36	1
438.93	35.89	36	1
439.81	36.16	36	1
461.25	36.46	36	1
466.31	35.86	36	1
476.19	35.96	36	1
477.64	36.49	36	1
506.11	36.85	36	1
528.05	36.85	36	1
552.25	36.67	36	1
574.96	36.13	36	1
602.3	35.33	36	1
603.9	35.88	36	1
628.62	37.06	36	1
637.78	37.79	36	1
649.63	38.09	36	1
673.5	37.87	36	1
697.01	37.77	36	1
720.68	37.67	36	1
746.35	37.61	36	1
779.26	36.82	36	1
782.15	35.94	36	1
788.74	36.32	36	1
797.98	35.73	36	1
799.88	36.55	36	1
810.16	36.68	36	1
824.63	35.91	36	1
834.52	36.92	36	1
862.07	37.16	36	1
886.13	37.44	36	1
908.02	37.47	36	1
936.29	37.31	36	1
940.47	36.52	36	1
951.77	36.59	36	1
956.77	36.29	36	1
962.75	36.45	36	1
964.35	37.03	36	1
976.3	36.83	36	1
978.21	37.3	36	1
997.37	37.44	36	1
1012.04	37.2	36	1
1013.37	37.45	36	1
1032.77	37.05	36	1
1043.65	36.35	36	1
1055.33	36.77	36	1
1076.66	37.36	36	1
1087.64	37.2	36	1
1089.18	36.81	36	1
1093.76	36.97	36	1
1106.85	37.1	36	1
1122.72	37.02	36	1
1128.41	36.94	36	1
1132.3	37.08	36	1
1133.68	37.37	36	1
1152.12	37.98	36	0
1161.42	37.65	36	0
1173.26	37.2	36	0
1184.36	37.74	36	0
1204.73	37.73	36	0
1220.27	37.63	36	0
1221.59	37.02	36	0
1226.83	36.71	36	0
1229.01	37.58	36	0
1238.85	37.3	36	0
1252.92	37.55	36	0
1256.47	38.26	36	0
1277.05	38.52	36	0
1298.37	38.3	36	0
1322.04	38.17	36	0
1350.48	38.23	36	0
1362.37	37.94	36	0
1376.46	39.73	36	0
1399.91	39.56	36	0
1414.69	39.7	36	0
1443.95	39.34	36	0
1475.69	39.64	36	0
1481.68	39.75	36	0
1508.33	39.51	36	0
1528.65	39.44	36	0
1554.44	39.57	36	0
1573.9	39.63	36	0
1596.19	39.52	36	0
1617.25	39.07	36	0
1642.81	39.03	36	0
1667.28	39.11	36	0
1693.24	39.17	36	0
1717.73	39.24	36	0
1754.12	38.81	36	0
1787.64	38.49	36	0
1790.97	38.37	36	0
1794.41	39.54	36	0
1795.85	39.28	36	0
1811.97	38.77	36	0
1816.97	38.79	36	0
1843.48	38.85	36	0
1873.3	39.1	36	0
1890.75	39.19	36	0
1893.39	39.32	36	0
1897.47	40.86	36	0
1898.37	40.74	36	0
1899.72	40.82	36	0
1903.81	49.23	36	0
