200.0549682,200.0549682,200.0549682,200.9883236,201.080526,203.8976566,205.7101566,206.4080913,207.5856344,217.5588972,217.5588972,222.0498013,222.0498013,225.6106902,225.6106902,229.5190073,229.5190073,229.5190073,229.6791341,234.418741,234.418741,242.9323418,242.9323418,244.4485922,244.6609,247.6220519,247.6220519,249.3846022,249.6826782,252.2369551,298.9727669,298.9727669,301.0334496,301.5841367,303.9120124,305.1664538,305.1664538,373.0150315,373.0150315,377.227492,378.6116141,378.9948821,379.8356587,385.72607,389.899909,457.8796502,469.4190625,470.6301756,471.1372039,471.5839556,472.5548349,473.0679312,473.5765271,474.0205944,474.0205944,474.9935943,474.9935943,491.6464617,491.6464617,491.9726293,494.0852958,497.2253454,499.3106786,503.447429,615.2243822,621.7812832,621.7812832
196.6857148,196.6857148,196.6857148,197.4273644,197.4996363,199.6240764,201.1831406,201.7180814,202.6295424,211.9644818,211.9644818,215.8981811,215.8981811,219.0323353,219.0323353,222.3309164,222.3309164,222.3309164,222.5073262,227.0447723,227.0447723,234.4463019,234.4463019,235.7610031,235.9455947,238.5554487,238.5554487,240.1501858,240.4204986,242.8638031,289.098999,289.098999,290.9917024,291.4973247,293.649423,294.8124426,294.8124426,362.0296842,362.0296842,366.2760169,367.5793973,368.1036515,369.0111229,375.4861077,379.8591118,450.149206,462.871953,464.4244898,465.5358556,466.3829106,467.6132557,468.4291997,469.3078644,470.1842861,470.1842861,471.5491302,471.5491302,490.8859092,490.8859092,491.7668653,495.4176776,511.7838048,517.4647393,536.185141,746.7803148,908.5996125,908.5996125
194.6295306,194.6295306,194.6295306,195.2150129,195.2776672,196.7520077,198.2305306,198.6689941,199.3664694,208.1398007,208.1398007,211.5462769,211.5462769,214.1964517,214.1964517,216.8196076,216.8196076,216.8196076,216.9919514,221.2884764,221.2884764,227.5964208,227.5964208,228.6869118,228.8733464,231.0877064,231.0877064,232.4513669,232.6856816,234.9975361,280.7416241,280.7416241,282.4217653,282.9065058,284.8717252,285.8942398,285.8942398,352.6615686,352.6615686,356.6950715,357.9201466,358.2397416,359.0155863,364.8106624,368.804162,436.4110118,448.1760203,449.457721,450.0108007,450.6113375,451.8066127,452.3836059,452.9663954,453.4865737,453.4865737,454.7881274,454.7881274,473.0846415,473.0846415,473.5296679,476.9821246,493.0768852,497.2471686,509.55361,641.0832811,773.1923999,773.1923999
193.1706284,193.1706284,193.1706284,193.6258082,193.6807427,194.7022253,196.0066057,196.3397813,196.8846584,205.1866194,205.1866194,208.2365278,208.2365278,210.4563675,210.4563675,212.5460094,212.5460094,212.5460094,212.6726738,216.5653827,216.5653827,221.9605858,221.9605858,222.8642407,223.0020999,224.8422902,224.8422902,225.9908666,226.1966934,228.3701867,273.40769,273.40769,274.8848115,275.2814253,276.993811,277.9241007,277.9241007,343.8908599,343.8908599,347.7060572,348.8898538,349.1837054,349.9215116,355.4461083,359.2081488,425.6904511,436.8515099,437.9360279,438.3828783,438.8704413,440.0234921,440.4599958,440.9093955,441.295324,441.295324,442.5372477,442.5372477,460.2925961,460.2925961,460.6269155,463.6066608,475.9521184,479.6817708,491.1857784,611.8027962,714.1473749,714.1473749
192.5749672,192.5749672,192.5749672,192.8895092,192.9300944,193.5476323,194.6948665,194.9315856,195.3068786,203.1281045,203.1281045,205.8402664,205.8402664,207.7148094,207.7148094,209.3535578,209.3535578,209.3535578,209.4553149,212.9775316,212.9775316,217.4948033,217.4948033,218.2219882,218.3319872,219.8262352,219.8262352,220.7836397,220.9595495,223.0002452,267.2097397,267.2097397,268.487806,268.8292739,270.3100527,271.1208582,271.1208582,336.0048378,336.0048378,339.4645481,340.5995177,340.873016,341.5785741,346.8888683,350.4717577,416.0255674,426.7251073,427.7311949,428.1401667,428.5732507,429.6956878,430.0806261,430.4797742,430.816002,430.816002,432.0095414,432.0095414,449.4993584,449.4993584,449.7888784,452.533079,461.8131115,465.2001843,476.267532,591.6704028,669.3460598,669.3460598
192.4217743,192.4217743,192.4217743,192.6605686,192.6946641,193.0266268,194.0603117,194.2291225,194.4817702,201.8727347,201.8727347,204.2791599,204.2791599,205.8466616,205.8466616,207.090272,207.090272,207.090272,207.1753716,210.3713952,210.3713952,214.0841494,214.0841494,214.6484429,214.7369918,215.9136495,215.9136495,216.6931255,216.8416153,218.759445,262.0682883,262.0682883,263.1557977,263.4459185,264.7113095,265.4076923,265.4076923,329.051459,329.051459,332.4960544,333.5538189,333.7927758,334.452874,339.5242908,342.901607,407.6651204,417.8833687,418.8105729,419.1835059,419.5718747,420.6617039,421.0025381,421.3605862,421.6580398,421.6580398,422.810788,422.810788,440.0568571,440.0568571,440.3157286,442.8925618,450.1939746,453.3086676,464.0014732,575.6500836,635.7886137,635.7886137
194.0802402,194.0802402,194.0802402,194.4276851,194.4674887,194.4019863,195.7971119,196.0494175,196.1888315,204.3240257,204.3240257,205.7688078,205.7688078,206.6251515,206.6251515,207.0449841,207.0449841,207.0449841,207.1000719,209.780277,209.780277,212.4405761,212.4405761,212.7547674,212.8746371,213.6321702,213.6321702,214.1586211,214.2687316,216.0285235,258.5195915,258.5195915,259.3813584,259.6702767,260.7911475,261.37604,261.37604,325.4309268,325.4309268,328.7158883,329.862244,330.0777922,330.6787187,335.6887061,338.8255649,403.5242708,413.4568445,414.4432051,415.0753216,415.6184114,416.8685973,417.3345882,417.8587303,418.3400063,418.3400063,419.6580283,419.6580283,439.6970675,439.6970675,440.1521591,442.9309769,450.7269245,454.9064326,468.5624176,580.5446826,631.7919397,631.7919397
196.7627813,196.7627813,196.7627813,197.3286608,197.3713341,197.0744078,198.8210496,199.114373,199.1489745,208.2251058,208.2251058,209.6277708,209.6277708,210.65508,210.65508,210.4985977,210.4985977,210.4985977,210.6572258,213.6451706,213.6451706,214.8105663,214.8105663,214.5822457,214.7631178,214.7966046,214.7966046,215.1802286,215.2425206,217.1967513,259.2842856,259.2842856,259.5908685,259.8496021,260.7832239,261.2678938,261.2678938,327.8787214,327.8787214,332.275209,333.3311716,333.460104,333.9336474,340.1533684,343.0019701,410.4727153,421.713989,422.1742826,422.510607,422.943762,424.2765739,424.3057443,424.4148424,424.4624492,424.4624492,425.869508,425.869508,445.4268126,445.4268126,445.5161851,447.960365,455.503951,458.9544487,471.8525601,582.1848848,625.7471989,625.7471989
196.2730924,196.2730924,196.2730924,196.8218861,196.8708142,197.046572,198.5230224,198.7251413,198.894932,208.264521,208.264521,210.3204149,210.3204149,211.4501524,211.4501524,211.4632159,211.4632159,211.4632159,211.5544993,214.4453457,214.4453457,215.6607608,215.6607608,215.5150661,215.5206544,215.3717561,215.3717561,215.4494607,215.5001082,217.3633101,258.9452564,258.9452564,259.1582248,259.2388786,259.6105932,259.8413781,259.8413781,322.9574124,322.9574124,326.8625687,327.9696935,328.1641814,328.7769512,334.3925542,337.6165767,404.113878,414.823061,415.6202194,415.9358743,416.4066398,417.7865938,418.0629342,418.3384722,418.5481725,418.5481725,419.8961352,419.8961352,439.4929398,439.4929398,439.7124498,442.6258871,449.6046311,452.9344954,465.4582452,573.5092761,610.7594437,610.7594437
195.8602966,195.8602966,195.8602966,196.4424648,196.496652,196.844169,198.4732869,198.7424062,198.969982,208.371771,208.371771,210.6063686,210.6063686,211.9146445,211.9146445,212.0980913,212.0980913,212.0980913,212.1733435,215.0379884,215.0379884,216.3411382,216.3411382,216.233107,216.2690552,216.1521776,216.1521776,216.1639673,216.2021466,218.0158035,259.304779,259.304779,259.4696308,259.5943027,260.0735312,260.3544175,260.3544175,324.9973264,324.9973264,328.4874483,329.3443451,329.3508833,329.7766641,334.8508113,337.5109175,403.9456522,413.9680324,414.4572429,414.675859,415.0169021,416.4169307,416.5192568,416.6504815,416.7324275,416.7324275,418.0139159,418.0139159,439.6950965,439.6950965,439.7843738,442.2542696,448.9017627,451.7632702,463.7922856,569.4674084,602.749661,602.749661
