"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
2016-05-01,346.804345555005,346.804345555005,346.804345555005,351.442629472646,352.630544206835,359.360396945483,375.812604950665,377.811410744781,380.209723666185,446.548850692225,446.548850692225,471.855469462293,471.855469462293,485.873515204438,485.873515204438,495.34116983551,495.34116983551,495.34116983551,496.313410656246,521.323720364069,521.323720364069,542.42871304918,542.42871304918,544.637195650751,545.880050947428,550.8383126719,550.8383126719,554.277127056585,554.929349953352,564.912367577004,719.930879456001,719.930879456001,726.329846495516,730.546591201619,735.459376927609,738.275087749532,738.275087749532,1724.4980420605,1724.4980420605,1742.86958654202,1747.29294888606,1748.40001296849,1750.3475986026,1772.4674247158,1782.57345231659,2041.25896326401,2073.40261260102,2076.92022897381,2078.66501942247,2080.61351292518,2084.6693272708,2085.9390914781,2087.605577436,2088.78825731366,2088.78825731366,2090.22722320548,2090.22722320548,2124.53862170152,2124.53862170152,2125.34999094743,2129.42525183868,2142.11163560615,2147.896907086,2155.19160429142,2209.8992681955,2227.20839075578,2227.20839075578
2016-05-02,333.98500284553,333.98500284553,333.98500284553,338.620017686498,339.774988161609,346.601729243392,362.705116961218,364.721786722956,367.169522508363,431.83140901846,431.83140901846,456.974324180266,456.974324180266,470.779101431492,470.779101431492,480.201255884992,480.201255884992,480.201255884992,481.060800635018,505.201289315646,505.201289315646,526.006705508541,526.006705508541,528.185528725118,529.349289214661,533.980349101253,533.980349101253,537.25033648023,537.890928524121,547.846772532382,697.446351307188,697.446351307188,703.755615148739,707.82630128676,712.468407241653,715.103545031216,715.103545031216,1665.94911627085,1665.94911627085,1683.1117438902,1687.35663466711,1688.40927331177,1690.31621791182,1711.82070438815,1721.56269617799,1971.85770282588,2003.22379173661,2006.8239517888,2008.61322041393,2010.57842279621,2014.55224006238,2015.94532551689,2017.71459695689,2019.00747285666,2019.00747285666,2020.4351752779,2020.4351752779,2054.15234608999,2054.15234608999,2055.03653172888,2059.27050596472,2071.49347656979,2077.41714735686,2084.77755779993,2137.33015243199,2154.13152632804,2154.13152632804
2016-05-03,319.264799018313,319.264799018313,319.264799018313,323.957070542083,325.06603169884,332.328323572103,348.194259950662,350.283086466787,352.898952780329,415.551028135965,415.551028135965,440.160123331986,440.160123331986,453.928010807597,453.928010807597,463.671170458756,463.671170458756,463.671170458756,464.44575043588,488.025862838321,488.025862838321,508.869842328762,508.869842328762,511.097688055209,512.203050067917,516.77055318705,516.77055318705,520.044726558244,520.686625018745,530.511155996882,674.981440721673,674.981440721673,681.188638597734,685.140428301542,689.694668241482,692.263829295463,692.263829295463,1610.40643056688,1610.40643056688,1626.85933911271,1630.96794007034,1631.96384656119,1633.82208288156,1654.94091259805,1664.26833039457,1905.72028603146,1936.41489090032,1939.9023739414,1941.64358995762,1943.54233608615,1947.40747606638,1948.76272809944,1950.48671287166,1951.74911383539,1951.74911383539,1953.16079049759,1953.16079049759,1986.14566142552,1986.14566142552,1987.01161233185,1991.1490020129,2002.9653271657,2008.76853914687,2015.9546217116,2066.25205179769,2082.47720196062,2082.47720196062
2016-05-04,302.978684812327,302.978684812327,302.978684812327,307.693918992667,308.740100277162,316.461706050302,332.108735217653,334.284242115378,337.110972727843,397.542154375305,397.542154375305,421.413666072517,421.413666072517,435.146908893098,435.146908893098,445.342726862198,445.342726862198,445.342726862198,446.033032498106,469.156964992278,469.156964992278,490.363225874213,490.363225874213,492.710294246727,493.758226770703,498.444953630439,498.444953630439,501.811723744619,502.46705192218,512.088540216686,651.279407565291,651.279407565291,657.494153248469,661.347896713303,665.983224877462,668.588735747528,668.588735747528,1553.03043694293,1553.03043694293,1569.14365695881,1573.23468873283,1574.243186214,1576.12066167224,1596.98081057704,1606.11856438324,1838.65506005092,1868.81968821536,1872.31633224764,1874.06709324545,1875.94989027109,1879.7210989156,1881.10374407677,1882.83851787143,1884.12030585903,1884.12030585903,1885.51875656037,1885.51875656037,1917.89990561501,1917.89990561501,1918.7769560831,1922.90413750632,1934.35994498895,1940.1221600709,1947.18886284813,1995.04212766334,2010.76278732842,2010.76278732842
2016-05-05,286.054239429116,286.054239429116,286.054239429116,290.706093185141,291.676567585844,299.665833362567,315.041734201987,317.270560002227,320.261088534031,378.339462636252,378.339462636252,401.35269539883,401.35269539883,414.945090720453,414.945090720453,425.525618020962,425.525618020962,425.525618020962,426.143816923449,448.770336354346,448.770336354346,470.381863971675,470.381863971675,472.880599748559,473.871095709439,478.76075788046,478.76075788046,482.254869570755,482.926807016009,492.29333189463,625.72543341064,625.72543341064,632.020725514663,635.791529008888,640.62091959411,643.341882515773,643.341882515773,1491.69765645475,1491.69765645475,1507.6369838968,1511.76915668087,1512.83135669444,1514.76499216818,1535.40512797037,1544.50595524785,1768.23966596149,1797.98406380085,1801.57738677894,1803.37979240062,1805.28447129535,1808.97376844142,1810.43717904205,1812.23179468576,1813.57943829802,1813.57943829802,1814.96722363371,1814.96722363371,1846.8604776831,1846.8604776831,1847.78024866326,1851.99531375507,1863.1204068203,1868.94206434131,1875.98670214653,1922.14917005337,1937.42188952097,1937.42188952097
2016-05-06,269.307291824016,269.307291824016,269.307291824016,273.819244430078,274.710464078963,282.725352365309,297.783086089901,300.015865581855,303.083868138697,358.790477900888,358.790477900888,380.86073898404,380.86073898404,394.169165450089,394.169165450089,404.940422208993,404.940422208993,404.940422208993,405.503104637738,427.547072583832,427.547072583832,449.358076727055,449.358076727055,451.985660567174,452.920286934389,458.005702682625,458.005702682625,461.609652629842,462.293447154306,471.367700590748,598.429553368168,598.429553368168,604.828089885701,608.520898486342,613.578331096369,616.420112745433,616.420112745433,1426.00343634036,1426.00343634036,1441.85273790327,1446.04699154173,1447.17831987962,1449.17896605511,1469.57727009964,1478.70484242123,1693.7905000063,1723.16957252067,1726.8972946799,1728.76886140201,1730.71246267202,1734.32525209562,1735.89158736921,1737.76715297482,1739.2011620171,1739.2011620171,1740.57852430037,1740.57852430037,1772.05621961775,1772.05621961775,1773.03313095762,1777.37758978308,1788.19571451193,1794.12828434563,1801.21158089261,1845.53619215884,1860.43425194803,1860.43425194803
2016-05-07,253.382755617494,253.382755617494,253.382755617494,257.697932587761,258.509284650081,266.323612793313,281.008036808738,283.200099897861,286.259539979583,339.694157142106,339.694157142106,360.774208577185,360.774208577185,373.648318378692,373.648318378692,384.381438982422,384.381438982422,384.381438982422,384.902480940622,406.29218901841,406.29218901841,427.979805607048,427.979805607048,430.678095429624,431.557758671587,436.763061940429,436.763061940429,440.425894531512,441.112268868035,449.872629584198,570.049306084013,570.049306084013,576.469147939334,580.07621978545,585.343728773239,588.297662004615,588.297662004615,1356.88671911803,1356.88671911803,1372.65014080829,1376.89286105649,1378.08953662759,1380.14834804497,1400.24047329375,1409.39162504479,1616.07991959141,1645.08508992287,1648.93828665643,1650.87345040013,1652.853811671,1656.39256070727,1658.05484174087,1660.00598194465,1661.52165848067,1661.52165848067,1662.89050315384,1662.89050315384,1693.97426590609,1693.97426590609,1695.00566652525,1699.47119834131,1710.00144097934,1716.04094109492,1723.17292778598,1766.21326512503,1780.75433167391,1780.75433167391
2016-05-08,238.942464728657,238.942464728657,238.942464728657,243.000026905159,243.733034719137,251.112423807295,265.375370165611,267.479602788306,270.440498714683,321.73760169245,321.73760169245,341.79095567585,341.79095567585,354.102587563146,354.102587563146,364.574978815247,364.574978815247,364.574978815247,365.062793325681,385.759855376337,385.759855376337,406.988736607656,406.988736607656,409.687680004336,410.534807961338,415.740863480367,415.740863480367,419.391780068636,420.069576928526,428.513847459971,541.508003221655,541.508003221655,547.877198709336,551.38423849534,556.755151699972,559.775130258453,559.775130258453,1286.28816671006,1286.28816671006,1301.89802253174,1306.14876384215,1307.38868246797,1309.48034499848,1329.43174835367,1338.56241690053,1537.21596654842,1565.98523170406,1569.94574849506,1571.99522571328,1574.04276213128,1577.55210543513,1579.28228013273,1581.2806951213,1582.86410250799,1582.86410250799,1584.23252944709,1584.23252944709,1615.14042447676,1615.14042447676,1616.19784868446,1620.71246178681,1630.98127173451,1637.04962195688,1644.18532630335,1686.07080422351,1700.33362624726,1700.33362624726
2016-05-09,226.779257813447,226.779257813447,226.779257813447,230.522070354033,231.182505498188,237.847488315176,251.692998193792,253.676347870282,256.442328444017,305.903719022138,305.903719022138,324.830688182903,324.830688182903,336.421736733572,336.421736733572,346.36776578231,346.36776578231,346.36776578231,346.82625000879,366.774720939661,366.774720939661,387.203489277802,387.203489277802,389.817810194597,390.648807696291,395.955692087326,395.955692087326,399.50358800358,400.155673425457,408.274094751194,515.098716960888,515.098716960888,521.43474951307,525.119795398579,530.552272498743,533.46172578282,533.46172578282,1233.1076115252,1233.1076115252,1247.22920773643,1251.00238967958,1252.03764671051,1253.90493570651,1274.68024927144,1283.13072010576,1474.7311296025,1503.63906541289,1507.32640566361,1509.44861861733,1511.58335695334,1515.23139409106,1516.79747776215,1518.64429656023,1520.05513377043,1520.05513377043,1521.50775266736,1521.50775266736,1556.44372916462,1556.44372916462,1557.31400026477,1561.24530332063,1571.65702829012,1577.3656412209,1584.20068026126,1624.37571183515,1638.5501063755,1638.5501063755
2016-05-10,216.583315669816,216.583315669816,216.583315669816,220.083117597764,220.682598853655,226.593829902182,240.179210582082,242.067393563778,244.610485159435,292.662311111547,292.662311111547,310.577431757009,310.577431757009,321.513135369183,321.513135369183,330.795616222569,330.795616222569,330.795616222569,331.238732439553,350.631868129612,350.631868129612,369.978577068718,369.978577068718,372.35619715077,373.125784073677,378.138040924972,378.138040924972,381.645837245612,382.277770041807,390.377414913959,491.158686767207,491.158686767207,497.188069906341,500.709999618033,505.935064091552,508.830498813324,508.830498813324,1180.7172664806,1180.7172664806,1195.40222954184,1199.21564699886,1200.2383977011,1202.07058353837,1223.23047534352,1231.63600807922,1417.45364814565,1447.21495864382,1450.57598071793,1452.33403796159,1454.26741542105,1457.90532324126,1459.30397043523,1461.00687553431,1462.30844396762,1462.30844396762,1463.79653433385,1463.79653433385,1509.53761526658,1509.53761526658,1510.27370312572,1513.87772907822,1524.42646907717,1529.86576690385,1536.54642254565,1575.61183506621,1590.08298419387,1590.08298419387
