"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
2006-09-01,357.080350946005,357.080350946005,357.080350946005,357.500063924876,357.534444993443,356.092215427903,360.873865408771,360.734345714466,360.31450579906,382.271820136165,382.271820136165,387.280646248489,387.280646248489,390.638558577692,390.638558577692,390.12136735129,390.12136735129,390.12136735129,390.188299579036,397.354466674869,397.354466674869,397.39232180181,397.39232180181,396.756800708913,396.820235312751,395.54293729325,395.54293729325,395.070061707622,395.044905313952,397.578111879111,492.646122161638,492.646122161638,491.665813453457,491.687601204567,490.462713062643,489.938909667792,489.938909667792,820.289306775141,820.289306775141,824.40568284049,825.516281153419,825.551201024031,826.107406727487,831.939702664015,833.43557360182,947.011151452583,953.660814534974,954.158563905759,954.320115292967,954.747578184751,956.470028315655,956.47508974517,956.660625661038,956.684327433293,956.684327433293,957.716194095495,957.716194095495,969.252464062743,969.252464062743,969.354159884492,970.349257826184,976.583045217444,977.949388168437,980.530738233311,1104.05811005916,1110.56492849231,1110.56492849231
2006-09-02,357.895235413261,357.895235413261,357.895235413261,358.602283345764,358.662008494504,358.265965434177,363.167925501542,363.226144871517,363.134549123192,384.753232305661,384.753232305661,390.102918572796,390.102918572796,393.768338385419,393.768338385419,393.849097568363,393.849097568363,393.849097568363,393.92877184243,401.166593576603,401.166593576603,401.909835514123,401.909835514123,401.401351199089,401.484830027785,400.395418532903,400.395418532903,400.009943043009,399.995040942333,402.460680896813,500.935692195081,500.935692195081,500.050667598418,500.081180740864,498.892515981297,498.369855176319,498.369855176319,823.435393503464,823.435393503464,827.157170413392,828.13729150517,828.122991688145,828.622652311622,834.166466668178,835.434333447939,952.449221209328,958.662125749857,958.988339492606,959.069613848035,959.424004613971,961.04227096784,960.945321767975,961.03522488469,960.968224269803,960.968224269803,961.982224184353,961.982224184353,973.41114927757,973.41114927757,973.441189259448,974.193441985416,980.061724338901,981.181183785511,983.457321656879,1105.22000049058,1111.4666190383,1111.4666190383
2006-09-03,355.80719228252,355.80719228252,355.80719228252,356.771362223578,356.853167210065,357.485873086371,362.522898948088,362.790223879985,363.06015318237,384.381232565291,384.381232565291,390.131555988889,390.131555988889,394.197412590831,394.197412590831,395.078059138169,395.078059138169,395.078059138169,395.179419074347,402.535700694085,402.535700694085,404.431703509329,404.431703509329,404.153225629343,404.267633881004,403.570864311743,403.570864311743,403.386501925839,403.398903336736,405.846895407603,506.2924261263,506.2924261263,505.790125921718,505.909014588658,505.087556610233,504.745421724882,504.745421724882,825.751093831523,825.751093831523,829.385424240093,830.342711860402,830.334335548486,830.83159122518,836.266051458251,837.495899110361,957.720091449513,963.735004498839,964.036285770845,964.108668386855,964.446934125465,965.983850668977,965.874610909418,965.949751149057,965.868531176399,965.868531176399,966.868209197538,966.868209197538,978.329475554682,978.329475554682,978.339934237092,978.992746052557,984.550971171548,985.579068309931,987.708611953875,1107.74189906666,1113.7829247857,1113.7829247857
2006-09-04,351.732246841518,351.732246841518,351.732246841518,352.871801879277,352.968618724163,354.400068487556,359.521598008034,359.959203859129,360.534595757361,381.483647561915,381.483647561915,387.555830564941,387.555830564941,391.990018451447,391.990018451447,393.69291406224,393.69291406224,393.69291406224,393.817989745419,401.299593835515,401.299593835515,404.536688955764,404.536688955764,404.543116578992,404.693421875708,404.514685648197,404.514685648197,404.604349579135,404.655359256716,407.126376618951,507.756711605043,507.756711605043,507.7925779149,508.041207188371,507.785639652339,507.736146421577,507.736146421577,825.058490178928,825.058490178928,828.853430030118,829.877289566797,829.919947977078,830.459765274267,835.932822563113,837.285075997348,959.920819534521,965.840225850186,966.245776015572,966.372708870031,966.74626869984,968.222902981399,968.182415539801,968.316557370613,968.291551574182,968.291551574182,969.259843047283,969.259843047283,980.885413681436,980.885413681436,980.925596670707,981.630482709003,986.929304313337,988.018644067866,990.152019421091,1108.62185385984,1114.53167190724,1114.53167190724
2006-09-05,346.742360839611,346.742360839611,346.742360839611,347.955379054068,348.058628627171,349.958044141243,355.080033325044,355.623541542764,356.399427570458,376.834451587913,376.834451587913,383.062265148842,383.062265148842,387.731412840804,387.731412840804,390.11342067297,390.11342067297,390.11342067297,390.25841975418,397.814657982249,397.814657982249,402.300763355378,402.300763355378,402.590473365828,402.774875658344,403.134967397842,403.134967397842,403.516138364745,403.608709404835,406.121070062854,505.328167376227,505.328167376227,505.919745340223,506.305075086134,506.664412463127,506.940276119891,506.940276119891,820.108583224348,820.108583224348,824.209200578801,825.35497013319,825.476745271129,826.087349437815,831.694038659482,833.271002055437,956.925763719816,962.967286602901,963.563730880579,963.788033421694,964.230888853619,965.666148967416,965.7499786182,965.994109315073,966.074387528596,966.074387528596,967.026201229205,967.026201229205,978.910890983573,978.910890983573,979.014959766752,979.867092752121,984.942715597668,986.204279386686,988.451576679752,1105.45248066839,1111.29158053649,1111.29158053649
2006-09-06,341.739332833338,341.739332833338,341.739332833338,342.936672055529,343.038923406497,345.084937721335,350.128452402573,350.710588022366,351.572288621291,371.341063118229,371.341063118229,377.53140974163,377.53140974163,382.255114606177,382.255114606177,385.075524080958,385.075524080958,385.075524080958,385.233877853288,392.7732819629,392.7732819629,398.2025807582,398.2025807582,398.725695986633,398.937177188985,399.762106678872,399.762106678872,400.398812529423,400.528047788473,403.077360016764,499.687504990633,499.687504990633,500.751937611705,501.25654113399,502.161078342983,502.73060061508,502.73060061508,810.701526690747,810.701526690747,815.142757724619,816.428100993601,816.636957887676,817.326657046772,823.098555713546,824.935753089057,948.760468573256,954.988661853009,955.78573188988,956.112812263072,956.630409008195,958.028570880398,958.245854416341,958.609233077104,958.804506415261,958.804506415261,959.746127193629,959.746127193629,971.921736153524,971.921736153524,972.098682106579,973.155113996256,978.039097160183,979.504567775611,981.906620274357,1097.93750101324,1103.72628951342,1103.72628951342
2006-09-07,337.521429474213,337.521429474213,337.521429474213,338.621723501748,338.716072570685,340.612752975951,345.499551777293,346.058643312004,346.898820791537,365.864133696948,365.864133696948,371.83548053473,371.83548053473,376.426475865203,376.426475865203,379.413290269078,379.413290269078,379.413290269078,379.577316809946,386.989511813038,386.989511813038,392.941533282033,392.941533282033,393.618583033681,393.846850608278,394.999735241362,394.999735241362,395.819667065146,395.97499745096,398.537372029222,491.850703579969,491.850703579969,493.252733526269,493.850376104107,495.173879129933,495.965172486453,495.965172486453,797.216823688706,797.216823688706,801.849009314771,803.26395757685,803.557947288138,804.325024394338,810.261317779783,812.362390245576,935.31895450458,941.728439757929,942.736351075737,943.170961224557,943.767682086273,945.137574259224,945.494239459509,945.982302873098,946.297841126853,946.297841126853,947.21549006337,947.21549006337,959.704419531942,959.704419531942,959.958822697358,961.239894001044,965.955728888339,967.642220705705,970.221412975117,1085.46832254759,1091.23602156263,1091.23602156263
2006-09-08,334.266180510069,334.266180510069,334.266180510069,335.245093419162,335.329697353775,336.93405444901,341.629033882503,342.130661936724,342.88377249599,360.976752265321,360.976752265321,366.59768946838,366.59768946838,370.914520744617,370.914520744617,373.835740241616,373.835740241616,373.835740241616,373.998597633221,381.182464119232,381.182464119232,387.240219319285,387.240219319285,387.984122050598,388.2179354978,389.539546091276,389.539546091276,390.457390151037,390.62645341117,393.17265594466,482.882073678045,482.882073678045,484.472437105892,485.111396611289,486.672162201995,487.604523686388,487.604523686388,780.557194127098,780.557194127098,785.562583696633,787.020777454087,787.378523945134,788.202143422182,794.241374187273,796.541632640707,917.113059533575,923.671456244654,924.874823775622,925.409431849914,926.079097192462,927.422024038347,927.909258755665,928.514285235826,928.943004647797,928.943004647797,929.850852377728,929.850852377728,942.65204863457,942.65204863457,942.979539980954,944.445260546042,949.011797023104,950.910562773899,953.66355639394,1067.9091920856,1073.65559147106,1073.65559147106
2006-09-09,331.547304998744,331.547304998744,331.547304998744,332.442845279433,332.52063116507,333.889532255069,338.410152284773,338.859613692375,339.524868002614,356.788436875891,356.788436875891,362.03237138829,362.03237138829,366.019548362113,366.019548362113,368.744852808408,368.744852808408,368.744852808408,368.902542843178,375.805694621632,375.805694621632,381.660200240786,381.660200240786,382.399394093354,382.629428697106,383.97981973936,383.97981973936,384.917871044508,385.089218838567,387.590925759612,473.679824930572,473.679824930572,475.325150889682,475.973084453545,477.46067306908,478.455032899312,478.455032899312,761.345373382897,761.345373382897,766.575461819422,768.126303227486,768.540410910141,769.413032266712,775.274039072944,777.762448060239,895.960594823072,902.577373773414,903.907737020682,904.509072013728,905.226175095395,906.53893161794,907.115857613656,907.801402603844,908.309211898958,908.309211898958,909.207962273501,909.207962273501,922.27778565949,922.27778565949,922.656646167167,924.275676991341,928.708396575505,930.753916217624,933.625801382584,1047.3957226976,1053.09342288884,1053.09342288884
2006-09-10,332.239891364878,332.239891364878,332.239891364878,333.083058186185,333.142034192227,333.929234352888,338.159136874459,338.420975207301,338.772978461118,357.562224989858,357.562224989858,361.535514489649,361.535514489649,364.526209399982,364.526209399982,366.29660279802,366.29660279802,366.29660279802,366.427765826059,372.721199182523,372.721199182523,377.489786709843,377.489786709843,378.072003825854,378.278730083435,379.399832001707,379.399832001707,380.222390728628,380.376383840807,382.77694723768,465.568990760891,465.568990760891,467.079447961411,467.687811194409,469.219072731634,470.14311283001,470.14311283001,742.600749044823,742.600749044823,747.580597633901,749.149160864634,749.569068781466,750.441330409887,756.429221723483,758.910254125638,873.811434686569,880.336152177274,881.715927881957,882.345748900686,883.079329456216,884.356816360581,884.975193496609,885.697388450256,886.24293032223,886.24293032223,887.11731475115,887.11731475115,900.398803105508,900.398803105508,900.801765230488,902.481680461714,906.793268631932,908.904406479343,911.818218315841,1024.6442216152,1030.28307406867,1030.28307406867
