"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72"
2006-09-01,356.90489736749,356.90489736749,356.90489736749,357.333249936934,357.368658270046,355.986049235287,360.768179642163,360.644380879663,360.253257448412,382.249291011318,382.249291011318,387.32880373032,387.32880373032,390.792710301004,390.792710301004,390.326361286327,390.326361286327,390.326361286327,390.395749276097,397.644648128443,397.644648128443,397.878619132663,397.878619132663,397.263102060684,397.323247970494,396.075395872658,396.075395872658,395.61728001522,395.594557011563,398.315282633932,490.425676929633,490.425676929633,489.52327934205,489.672894586689,488.572468796238,488.057937507046,488.057937507046,815.851602903862,815.851602903862,820.168521532786,821.309432834021,821.356979222203,821.92443513614,828.194650683183,829.815321124688,945.537127031493,952.978117488229,953.485046402979,953.655706720616,953.748854882432,956.391756988862,956.409180467038,956.608935954136,956.647198186732,956.647198186732,957.881639032975,957.881639032975,967.164181991839,967.164181991839,967.277466184038,968.436730631901,975.039575663651,976.513147631527,979.546216755611,1096.54070035143,1103.3238467918,1103.3238467918,19.9884059021553,93.8054874399495,3.25274636653125,9.25722298871748,116.763126122863
2006-09-02,357.813516380377,357.813516380377,357.813516380377,358.510195595717,358.569323594172,358.169240451898,363.038842104792,363.09952348731,363.015269780207,384.647355109122,384.647355109122,390.032877241337,390.032877241337,393.721470894058,393.721470894058,393.839886723032,393.839886723032,393.839886723032,393.921650151917,401.23107704848,401.23107704848,402.179448613086,402.179448613086,401.697201690071,401.778224526894,400.732100501905,400.732100501905,400.369378567084,400.35810101265,403.007540275683,498.397104862921,498.397104862921,497.587923045231,497.741213672803,496.672720033169,496.151066289978,496.151066289978,819.072277289687,819.072277289687,822.9312087972,823.904808198771,823.891155117755,824.390578989487,830.316811326287,831.662918652248,951.321396331478,958.297258111087,958.612493162878,958.688753187157,958.70788422056,961.208717518041,961.1057942804,961.192852490215,961.124201662577,961.124201662577,962.333581084851,962.333581084851,971.325659893965,971.325659893965,971.355781628359,972.249302804445,978.470258821076,979.658325685682,982.377298526759,1097.45203927992,1103.94288344999,1103.94288344999,19.2436798958432,96.8664447479035,3.15866483756102,9.14354782278583,115.119743996641
2006-09-03,355.968935271747,355.968935271747,355.968935271747,356.90797071652,356.987921126719,357.559856679084,362.541008325158,362.798162118558,363.053762783518,384.354567009458,384.354567009458,390.098684174079,390.098684174079,394.101285605182,394.101285605182,394.977462122276,394.977462122276,394.977462122276,395.079719131545,402.489406905188,402.489406905188,404.538158920819,404.538158920819,404.280512944314,404.391854349706,403.732964530237,403.732964530237,403.569469074624,403.585266587175,406.211984550319,503.405327412494,503.405327412494,502.981751829733,503.220189228837,502.521038530257,502.210294036809,502.210294036809,821.625415844016,821.625415844016,825.374470422523,826.305680571472,826.293412587939,826.786437422455,832.569396558293,833.855263829979,957.049698981779,963.826047203528,964.117194708853,964.181049668563,964.190846597402,966.580333535691,966.459921398344,966.527017916904,966.439158084321,966.439158084321,967.628392231157,967.628392231157,976.496180634244,976.496180634244,976.502719501837,977.306850907692,983.20005509246,984.280652452861,986.850234792488,1100.19761906925,1106.47696965513,1106.47696965513,18.4444614137376,98.0830363647379,3.0661401673576,9.05619407384821,113.494307818945
2006-09-04,352.188200925562,352.188200925562,352.188200925562,353.297083490563,353.391534569525,354.731452822749,359.783113315345,360.20307830118,360.750218223707,381.661961807173,381.661961807173,387.696875318269,387.696875318269,391.997501969298,391.997501969298,393.648415314999,393.648415314999,393.648415314999,393.772961761708,401.290555036737,401.290555036737,404.596042301306,404.596042301306,404.609914365555,404.755543650294,404.593265310328,404.593265310328,404.692953946169,404.745797156965,407.383027910119,504.501472316079,504.501472316079,504.618430872438,504.983586859561,504.852846023396,504.8885311512,504.8885311512,821.04121899874,821.04121899874,824.958538538508,825.950594709665,825.991037808586,826.528415099065,832.338681334171,833.746526533226,959.419303248254,966.220696773046,966.629436627698,966.750894803288,966.806836212935,969.111615180235,969.063369972627,969.192193586959,969.16317980999,969.16317980999,970.336617386416,970.336617386416,979.235414001337,979.235414001337,979.272707167036,980.149476684842,985.765905114697,986.908630663435,989.497532055552,1101.45603293199,1107.60378810768,1107.60378810768,17.6500493143205,97.2488834378885,2.97389081755814,8.99739573372781,112.010019879395
2006-09-05,347.461809948551,347.461809948551,347.461809948551,348.646820959033,348.747858137903,350.552915364114,355.603819121738,356.127797075688,356.870862909123,377.266588325053,377.266588325053,383.441169555282,383.441169555282,387.934407391362,387.934407391362,390.231005074383,390.231005074383,390.231005074383,390.37443751739,397.95730143977,397.95730143977,402.433221729311,402.433221729311,402.715715419033,402.893675389234,403.243708958453,403.243708958453,403.620676891471,403.71298208941,406.379323627602,501.715975098908,501.715975098908,502.387691635744,502.885718352373,503.369246819121,503.789969926887,503.789969926887,815.882701047794,815.882701047794,820.13994434477,821.257070120546,821.382316263334,821.995898943707,827.943589053588,829.591058083324,956.387002087979,963.355493675769,963.97292058484,964.197393939358,964.335594366019,966.57354866882,966.656677810444,966.901636927885,966.983884596811,966.983884596811,968.144338607602,968.144338607602,977.190710394454,977.190710394454,977.295827579154,978.358575088288,983.736083430975,985.061543116368,987.789796053692,1098.62138017258,1104.70279754825,1104.70279754825,16.8880032763428,94.7188221367964,2.88445672866184,8.96885840289677,110.681334200335
2006-09-06,342.687743326263,342.687743326263,342.687743326263,343.860285921201,343.960580287839,345.919691025686,350.893117732301,351.456928429168,352.287047114881,372.026360379674,372.026360379674,378.165970097907,378.165970097907,382.693222784014,382.693222784014,385.410937988822,385.410937988822,385.410937988822,385.567160054589,393.134933849895,393.134933849895,398.496966151333,398.496966151333,399.001414640265,399.205097046012,399.997359132876,399.997359132876,400.617286885168,400.744370934406,403.436631397594,495.741782437743,495.741782437743,496.884556110913,497.497602684245,498.523666613752,499.291554405401,499.291554405401,805.931339282872,805.931339282872,810.575578536827,811.838056842436,812.056999195744,812.755713898163,818.876682724399,820.80535931913,947.342496645685,954.533862665079,955.392510696984,955.736679054824,955.970541528345,958.153416673745,958.390737751889,958.773307401219,958.98796709814,958.98796709814,960.137494600177,960.137494600177,969.39910471771,969.39910471771,969.588446506305,970.887156308837,976.055343280396,977.619027126033,980.545327480996,1090.53146400481,1096.5805306469,1096.5805306469,16.1754766191239,91.0705599344543,2.79690577935858,8.97197429660332,109.530398786919
2006-09-07,338.427447883464,338.427447883464,338.427447883464,339.528643534176,339.623076548184,341.499998673844,346.337807704445,346.890380461684,347.716751949375,366.690367977649,366.690367977649,372.634455850637,372.634455850637,377.040186783311,377.040186783311,379.935987496771,379.935987496771,379.935987496771,380.098149644587,387.554131142498,387.554131142498,393.424234648993,393.424234648993,394.078251955569,394.298275228705,395.407423406325,395.407423406325,396.203913138036,396.356057337058,399.055489744321,487.578207697175,487.578207697175,489.058550122717,489.760997561567,491.204845900026,492.236129595693,492.236129595693,791.609501549948,791.609501549948,796.619800307862,798.022112662007,798.329777858833,799.108658310421,805.394106956667,807.598785008746,932.648784625383,940.04687460313,941.138796421552,941.599203920647,941.926109311657,944.059920039287,944.448184698007,944.965948025373,945.311215444271,945.311215444271,946.450725033087,946.450725033087,955.958959126216,955.958959126216,956.232597919342,957.76916469509,962.753506695264,964.559007969552,967.692157764099,1077.00370120959,1083.03400665977,1083.03400665977,15.5200328853171,86.8588174815588,2.71091282090845,9.008094932518,108.550255213389
2006-09-08,334.838086422074,334.838086422074,334.838086422074,335.848016868352,335.935110807391,337.613901472927,342.28660450833,342.800529670869,343.570210751815,361.734699599228,361.734699599228,367.378790621062,367.378790621062,371.548607061159,371.548607061159,374.422155676477,374.422155676477,374.422155676477,374.584340972632,381.843873828212,381.843873828212,387.855581555777,387.855581555777,388.58190206417,388.808296010086,390.092260078668,390.092260078668,390.989079374221,391.155248154661,393.833780598259,478.234566414436,478.234566414436,479.909360863585,480.651515427706,482.338422468527,483.541646736075,483.541646736075,773.925787866874,773.925787866874,779.217667727685,780.731318706279,781.11108023726,781.95360287457,788.357412705399,790.785952731103,913.350440619831,920.905055555985,922.19268614057,922.751179392907,923.156826532304,925.24275833891,925.759731128747,926.392638979702,926.850018147538,926.850018147538,927.979597934162,927.979597934162,937.739514701301,937.739514701301,938.085840243929,939.827206983021,944.648124747617,946.663474192226,949.970224565997,1058.72468006223,1064.73172911868,1064.73172911868,14.9223224730753,82.499263526476,2.62805243695675,9.07827958775939,107.721748973046
2006-09-09,331.819881203243,331.819881203243,331.819881203243,332.74625331654,332.826534012545,334.294443478524,338.803076494849,339.272032217461,339.968556235027,357.343035876785,357.343035876785,362.648387893052,362.648387893052,366.530059428559,366.530059428559,369.255931002783,369.255931002783,369.255931002783,369.414325673491,376.425210801279,376.425210801279,382.300061935447,382.300061935447,383.034178896389,383.258544328269,384.591495983097,384.591495983097,385.518792060773,385.688708740279,388.321694072016,468.556330595578,468.556330595578,470.300751576746,471.052372533121,472.848920548978,474.130594799744,474.130594799744,754.122844610001,754.122844610001,759.583116386836,761.167755955239,761.596999786041,762.480652997686,768.936196582307,771.517979024278,890.854953994093,898.483586399443,899.913295540369,900.543667485656,901.007324103197,903.045462447873,903.658248728715,904.376907761179,904.918362365545,904.918362365545,906.037517624438,906.037517624438,916.038748665685,916.038748665685,916.43935532,918.331568555728,923.006446971599,925.177403562271,928.609453801906,1036.87804050682,1042.84605299881,1042.84605299881,14.3761560714333,78.2586678997007,2.54793950573965,9.18292038904112,107.026156557999
2006-09-10,333.320369571502,333.320369571502,333.320369571502,334.134307275897,334.187093186966,334.80206062593,338.957823782751,339.19159727033,339.505854504037,358.014875110967,358.014875110967,362.034398609808,362.034398609808,364.925404379323,364.925404379323,366.705254131182,366.705254131182,366.705254131182,366.837422547391,373.252774863004,373.252774863004,378.078801829063,378.078801829063,378.665830843521,378.868324323697,379.991086927993,379.991086927993,380.813527481101,380.967625402024,383.500102458894,459.837898108749,459.837898108749,461.467232134194,462.181201921475,463.895858083765,465.137360187713,465.137360187713,733.636735912265,733.636735912265,739.12844552474,740.734225505048,741.185493042107,742.082988962167,748.508473751773,751.154667297251,866.849617971694,874.450127053792,875.954108078997,876.623232723538,877.118687029064,879.106642015417,879.77355624778,880.540320685928,881.130179574966,881.130179574966,882.23710233643,882.23710233643,892.456673203446,892.456673203446,892.887874705788,894.861086324792,899.399499256857,901.654372209884,905.145847632634,1012.96163887726,1018.86686776877,1018.86686776877,16.0108880783904,74.5475888023164,2.47232465538369,9.32178686010549,106.444296656747
