"yyyy/mm/dd","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
2011-02-01,209.079983592935,209.079983592935,209.079983592935,212.602725606533,213.076432301949,216.040337946492,227.561163186292,228.94718529827,229.991190891602,263.951807060658,263.951807060658,278.540379973965,278.540379973965,287.790087723186,287.790087723186,293.787406800468,293.787406800468,293.787406800468,294.09922998112,309.376833023236,309.376833023236,322.668552122995,322.668552122995,323.759108335104,324.320611465867,326.538810512899,326.538810512899,328.875387514063,329.403202966151,337.223403086951,416.86717011601,416.86717011601,420.654656075427,423.240258350423,426.370927805969,428.054773272349,428.054773272349,954.831933848474,954.831933848474,968.925889539675,972.474648165968,973.506277483453,975.235244919259,995.381033040787,1005.57808022138,1219.23046617026,1267.60180527338,1271.85852774877,1274.1898426065,1277.02405168998,1284.87152848429,1286.12426778115,1287.99338107547,1289.19737551753,1289.19737551753,1291.55214924373,1291.55214924373,1341.02983288727,1341.02983288727,1341.92729486581,1349.7487097021,1371.07734948729,1385.61186634764,1407.58328879678,1588.49581653167,1623.01014973537,1623.01014973537
2011-02-02,205.843465519857,205.843465519857,205.843465519857,209.226469580449,209.67702507096,212.542714776995,223.828343120498,225.184767675923,226.205425639943,259.348989949019,259.348989949019,273.550615371858,273.550615371858,282.480277483033,282.480277483033,288.297631436002,288.297631436002,288.297631436002,288.599799410569,303.566027189218,303.566027189218,316.427348783635,316.427348783635,317.471226865349,318.003413348515,320.126403903545,320.126403903545,322.382941848369,322.890301341169,330.483357543173,406.567548014342,406.567548014342,410.1805414021,412.660676826582,415.636958465711,417.250476841969,417.250476841969,919.024569814989,919.024569814989,932.600726005014,936.009001733036,936.979582362696,938.641339399086,958.12049503619,967.888402187194,1176.68182920456,1224.04693051333,1228.12323302555,1230.36005982365,1233.08544074037,1240.70624375435,1241.87761243702,1243.65852704326,1244.8217721367,1244.8217721367,1247.13869511584,1247.13869511584,1295.75927716525,1295.75927716525,1296.59897846638,1304.11186613793,1324.76221069941,1338.88454218907,1360.28039885063,1538.02900526542,1571.69716003593,1571.69716003593
2011-02-03,202.734469237494,202.734469237494,202.734469237494,205.985853226418,206.414832599234,209.185192405046,220.244791789441,221.570480943543,222.569114744477,254.939239320029,254.939239320029,268.772608246568,268.772608246568,277.406885540922,277.406885540922,283.059131874539,283.059131874539,283.059131874539,283.352048744483,298.018614300474,298.018614300474,310.482185019683,310.482185019683,311.483123857762,311.988162335091,314.026960081681,314.026960081681,316.20813737056,316.696045431825,324.074209104607,396.930709054354,396.930709054354,400.382717924667,402.763732705562,405.598080347406,407.147053175532,407.147053175532,886.22265255356,886.22265255356,899.295705757162,902.569012785015,903.480950687741,905.076517056084,923.918330941102,933.279770908518,1137.48793773988,1183.91518701455,1187.84160576123,1189.99174507117,1192.61007817551,1200.01078200292,1201.11250200988,1202.82484464584,1203.93494785331,1203.93494785331,1206.21581840733,1206.21581840733,1254.03575812947,1254.03575812947,1254.82182318951,1262.04553128707,1282.05795084465,1295.78739881443,1316.61622627224,1491.22087391884,1524.00544577504,1524.00544577504
2011-02-04,199.740576177914,199.740576177914,199.740576177914,202.870596573344,203.279218318091,205.956798765773,216.803283627928,218.099843599678,219.077285643358,250.715212593082,250.715212593082,264.198141599743,264.198141599743,272.559499205458,272.559499205458,278.055549550441,278.055549550441,278.055549550441,278.339898481411,292.716511867275,292.716511867275,304.810333357204,304.810333357204,305.772176528824,306.252725093366,308.214176532637,308.214176532637,310.324456285021,310.79331281795,317.965525918875,387.852873455443,387.852873455443,391.161529471741,393.454423760557,396.162166934441,397.653691415525,397.653691415525,855.822010957715,855.822010957715,868.452976195064,871.609293253815,872.470417502456,874.008710525737,892.262939463691,901.2569682594,1101.15147642565,1146.78461885352,1150.54586857918,1152.60800948211,1155.12620577796,1162.32784925904,1163.35494948531,1164.97883938997,1165.9954760627,1165.9954760627,1168.24178202425,1168.24178202425,1215.28642555101,1215.28642555101,1216.02516938519,1222.9859713489,1242.38276072903,1255.74796024653,1276.03666598567,1447.51070628778,1479.38293464628,1479.38293464628
2011-02-05,196.905616798974,196.905616798974,196.905616798974,199.924599135635,200.31319658509,202.884459976824,213.548819558877,214.811240734883,215.76159230825,246.710145695601,246.710145695601,259.840951704359,259.840951704359,267.948579241038,267.948579241038,273.288164145278,273.288164145278,273.288164145278,273.564134573458,287.672443688115,287.672443688115,299.397176253396,299.397176253396,300.320856881652,300.777978205059,302.662389054197,302.662389054197,304.703744367524,305.15497879475,312.127306051484,379.281486533386,379.281486533386,382.456481411555,384.660752578013,387.249863066546,388.688703220612,388.688703220612,827.525252604088,827.525252604088,839.738402644291,842.785759010827,843.599785865386,845.086227020743,862.781097990354,871.435455306633,1067.25168595676,1112.09899811225,1115.70953458252,1117.69874450771,1120.12822926244,1127.14422234728,1128.10438788637,1129.65569185144,1130.61086635115,1130.61086635115,1132.82403114948,1132.82403114948,1179.16943625435,1179.16943625435,1179.86396478648,1186.57559547585,1205.370943371,1218.39336565925,1238.17003389316,1406.58448305616,1437.53182949181,1437.53182949181
2011-02-06,194.364724933959,194.364724933959,194.364724933959,197.271950215705,197.639275884492,200.061841448303,210.555562041075,211.776476904713,212.688413913323,243.010471031704,243.010471031704,255.773883637815,255.773883637815,263.639664528045,263.639664528045,268.80496303314,268.80496303314,268.80496303314,269.072081709663,282.955810783061,282.955810783061,294.282917685215,294.282917685215,295.163298267683,295.59729299471,297.397105985302,297.397105985302,299.366236407195,299.799684541939,306.575420134891,371.197089397924,371.197089397924,374.240283746607,376.361717641961,378.835534832077,380.223432183111,380.223432183111,801.123178536464,801.123178536464,812.939354853391,815.88368308349,816.654020953081,818.091938468059,835.249606955203,843.587027101308,1035.62340663451,1079.66309160285,1083.14603364659,1085.06236131994,1087.40485523758,1094.24480455069,1095.15506121716,1096.64902465365,1097.55786015287,1097.55786015287,1099.73863368475,1099.73863368475,1145.45263886833,1145.45263886833,1146.10370047441,1152.57159837703,1170.78088581503,1183.47428805455,1202.76887298545,1368.23933182983,1398.26708673176,1398.26708673176
2011-02-07,192.27029150484,192.27029150484,192.27029150484,195.10386075686,195.449500677556,197.650897287939,208.050454993026,209.209397728116,210.051760069421,239.781539127638,239.781539127638,252.134104052999,252.134104052999,259.734722284714,259.734722284714,264.690102965142,264.690102965142,264.690102965142,264.947393597115,278.657643129585,278.657643129585,289.532710529502,289.532710529502,290.359764903827,290.769776656619,292.466973869023,292.466973869023,294.35551421078,294.770293138091,301.34650716716,363.604427948377,363.604427948377,366.514664089319,368.551210802256,370.909952995283,372.246875681971,372.246875681971,776.438238053576,776.438238053576,787.867315274768,790.714400588992,791.444057867721,792.836435227115,809.469043840262,817.501590387923,1006.16576187508,1049.3753522132,1052.72804647133,1054.57575034516,1056.83502727475,1063.50321208211,1064.36271195742,1065.79723350279,1066.65954487123,1066.65954487123,1068.80939546996,1068.80939546996,1113.94852599722,1113.94852599722,1114.56785115463,1120.81226036895,1138.46947694285,1150.83471313359,1169.66687041938,1332.33859661459,1361.47940570878,1361.47940570878
2011-02-08,190.683880457837,190.683880457837,190.683880457837,193.360879449006,193.686030464464,195.66034786537,205.927191037585,207.031709908255,207.810199424771,237.010384158184,237.010384158184,248.954127197066,248.954127197066,256.27495619188,256.27495619188,261.000631713796,261.000631713796,261.000631713796,261.247719195954,274.81756973966,274.81756973966,285.208139137663,285.208139137663,285.973053604861,286.358897272757,287.938405802292,287.938405802292,289.737266558221,290.132145720089,296.510580960822,356.556109626379,356.556109626379,359.326530805242,361.280611394335,363.517245724944,364.799107105364,364.799107105364,753.419306580192,753.419306580192,764.471523700401,767.222560912054,767.912986664175,769.260425652526,785.386027325972,793.122177788486,978.94325175422,1021.29951671227,1024.51949920827,1026.2974585024,1028.47676670011,1034.97871108439,1035.78548800404,1037.15872642695,1037.97278666361,1037.97278666361,1040.09314508514,1040.09314508514,1084.72102043069,1084.72102043069,1085.30423941461,1091.33266667754,1108.4629160045,1120.52241281787,1138.89850944742,1298.95071598775,1327.24025793323,1327.24025793323
2011-02-09,189.583248262651,189.583248262651,189.583248262651,192.097905200774,192.402798961247,194.132091094821,204.208769323693,205.258197578023,205.971248644043,234.675889561403,234.675889561403,246.225243899526,246.225243899526,253.262356498936,253.262356498936,257.753161766502,257.753161766502,257.753161766502,257.990179933244,271.435033430898,271.435033430898,281.339112331955,281.339112331955,282.037840559844,282.400608129562,283.853836370987,283.853836370987,285.55827049375,285.933217684206,292.116786484595,350.092059934144,350.092059934144,352.718101006643,354.59236893238,356.700524383855,357.923233489049,357.923233489049,732.026247587979,732.026247587979,742.715315558027,745.374969312684,746.027534757329,747.330361146177,762.968076588176,770.416435399777,953.989582247604,995.481461896557,998.566721459145,1000.27372621795,1002.37268114277,1008.71047818751,1009.46289854305,1010.77321038496,1011.53726264892,1011.53726264892,1013.62813880068,1013.62813880068,1057.77861466064,1057.77861466064,1058.32505014424,1064.13669388739,1080.76486603898,1092.50908154658,1110.43858068499,1268.06941375614,1295.54591771572,1295.54591771572
2011-02-10,188.895373199154,188.895373199154,188.895373199154,191.261460759407,191.547486838118,193.043647255668,202.911708771558,203.905771907889,204.55070514571,232.770886075406,232.770886075406,243.934870924678,243.934870924678,250.690655246838,250.690655246838,254.947117157515,254.947117157515,254.947117157515,255.174383164285,268.469246763057,268.469246763057,277.909649320181,277.909649320181,278.542964466987,278.883769933524,280.210125197466,280.210125197466,281.820303737123,282.175019540211,288.169913495739,344.20331413853,344.20331413853,346.68590678187,348.480369707628,350.459370447517,351.621439978746,351.621439978746,712.156620776643,712.156620776643,722.496694747815,725.069643431927,725.687082569621,726.947038249704,742.115675496161,749.289067099336,931.223691559072,971.85456485732,974.809302297578,976.44787197553,978.469005856897,984.646782139855,985.345246577441,986.593103713716,987.308576813203,987.308576813203,989.373792576251,989.373792576251,1033.08920312247,1033.08920312247,1033.59912973075,1039.19435770083,1055.35381933345,1066.78377257093,1084.2597135752,1239.69843787667,1266.40105294905,1266.40105294905
