Y,Z,1,Active_channel_mask
0.0,82.03,36,0
3.12,71.99,36,0
5.64,73.56,36,0
7.77,73.56,36,0
8.19,73.54,36,0
10.37,72.44,36,0
11.95,72.34,36,0
12.02,72.02,36,0
12.1,70.83,36,0
46.1,70.96,36,0
48.9,72.01,36,0
49.36,72.21,36,0
51.51,72.44,36,0
60.58,72.05,36,0
69.06,71.98,36,0
83.88,71.7,36,0
108.71,71.54,36,0
134.18,71.64,36,0
157.53,71.73,36,0
166.98,71.7,36,0
198.45,71.92,36,0
228.98,71.68,36,0
249.9,71.81,36,0
275.6,72.17,36,0
298.24,72.52,36,0
299.11,72.88,36,0
299.91,72.82,36,0
303.15,72.82,36,0
304.22,72.8,36,0
306.63,72.89,36,0
309.42,71.25,36,0
316.84,71.18,36,0
317.75,70.92,36,0
318.55,70.89,36,0
319.63,71.62,36,0
343.18,71.97,36,0
374.16,71.98,36,0
390.52,71.83,36,0
399.85,71.55,36,0
401.15,72.35,36,0
427.29,72.31,36,0
435.65,72.07,36,0
457.29,72.17,36,0
459.64,70.68,36,0
473.35,70.94,36,0
474.83,70.04,36,0
487.06,70.23,36,0
488.13,70.62,36,0
501.48,70.92,36,0
505.98,70.62,36,0
530.87,70.8,36,1
558.26,70.83,36,1
584.17,70.64,36,1
592.43,70.1,36,1
610.22,70.36,36,1
612.32,70.94,36,1
618.78,70.48,36,1
629.16,70.35,36,1
634.22,70.75,36,1
635.33,70.33,36,1
648.59,70.45,36,1
651.89,70.22,36,1
664.01,70.88,36,1
690.48,70.83,36,1
724.08,70.59,36,1
733.35,70.24,36,1
764.29,70.39,36,1
765.86,69.97,36,1
784.67,70.41,36,1
796.52,70.04,36,1
802.8,69.72,36,1
808.21,69.61,36,1
813.64,70.08,36,1
815.86,70.89,36,1
842.0,71.25,36,1
873.37,70.94,36,1
891.59,70.94,36,1
892.68,70.4,36,1
914.25,70.93,36,1
941.32,70.81,36,1
972.51,70.97,36,1
1000.0,70.99,36,1
1028.53,70.94,36,1
1057.83,70.51,36,1
1101.96,70.06,36,1
1103.3,69.34,36,1
1114.23,69.66,36,1
1121.99,69.42,36,1
1124.62,69.29,36,1
1127.15,69.29,36,1
1135.94,68.76,36,1
1138.73,69.08,36,1
1141.92,69.4,36,1
1158.41,70.53,36,1
1178.75,70.08,36,1
1194.81,70.14,36,1
1199.42,70.87,36,1
1226.76,70.79,36,1
1253.7,70.58,36,1
1263.66,69.78,36,1
1267.67,71.19,36,1
1291.17,71.21,36,1
1298.19,71.68,36,1
1307.9,71.58,36,1
1312.08,70.63,36,1
1328.44,71.3,36,1
1354.35,71.51,36,1
1372.44,71.74,36,1
1380.85,71.41,36,1
1386.87,71.76,36,1
1400.48,71.45,36,1
1402.32,70.86,36,1
1417.44,70.18,36,1
1428.29,70.36,36,1
1431.57,72.1,36,1
1456.78,72.31,36,1
1458.91,71.2,36,1
1464.92,71.18,36,0
1468.85,72.33,36,0
1495.18,72.33,36,0
1531.29,71.78,36,0
1533.41,71.2,36,0
1536.4,71.11,36,0
1541.26,71.98,36,0
1552.52,72.48,36,0
1582.27,72.77,36,0
1601.4,72.72,36,0
1611.44,71.84,36,0
1643.53,72.51,36,0
1665.35,72.48,36,0
1668.43,72.37,36,0
1701.9,72.6,36,0
1740.36,72.41,36,0
1747.42,71.25,36,0
1759.75,71.63,36,0
1761.93,72.08,36,0
1781.26,71.71,36,0
1783.18,71.12,36,0
1803.61,71.32,36,0
1809.53,71.98,36,0
1840.4,72.52,36,0
1871.6,72.56,36,0
1902.34,72.53,36,0
1905.65,72.34,36,0
1908.84,72.37,36,0
1938.65,72.24,36,0
1971.45,72.24,36,0
2001.84,72.31,36,0
2030.98,72.5,36,0
2062.03,72.42,36,0
2093.18,72.4,36,0
2125.29,72.41,36,0
2157.71,72.39,36,0
2191.77,72.31,36,0
2224.65,72.27,36,0
2263.98,72.5,36,0
2310.17,72.34,36,0
2313.15,72.45,36,0
2316.25,73.93,36,0
2317.34,73.67,36,0
2318.52,73.88,36,0
2321.57,72.49,36,0
2324.07,72.29,36,0
2331.87,82.28,36,0
