Y,Z,1,Active_channel_mask
0.0,107.33,36,0
32.59,97.26,36,0
34.93,97.14,36,0
47.91,87.82,36,0
50.83,87.75,36,0
55.84,85.52,36,0
58.6,85.23,36,0
61.72,85.38,36,0
63.54,85.66,36,0
65.65,85.13,36,0
69.03,84.91,36,0
81.14,85.08,36,0
103.46,85.29,36,0
119.99,85.28,36,0
121.08,85.5,36,0
125.76,85.05,36,0
130.48,85.49,36,0
132.59,85.52,36,0
133.6,84.52,36,0
137.47,84.17,36,0
138.64,84.98,36,0
141.97,85.36,36,0
149.86,85.1,36,0
216.29,85.15,36,0
226.44,84.78,36,0
244.6,84.31,36,0
270.23,84.59,36,0
308.94,85.51,36,0
338.99,85.08,36,0
416.73,85.23,36,0
447.2,84.84,36,0
449.12,84.88,36,0
452.71,84.86,36,0
453.71,83.98,36,0
461.33,83.26,36,0
464.87,84.74,36,0
480.68,84.91,36,0
485.08,84.04,36,0
509.25,84.03,36,0
546.66,85.0,36,0
571.43,84.79,36,0
597.34,84.92,36,0
599.51,84.6,36,0
617.01,84.31,36,0
619.91,84.95,36,0
634.45,84.93,36,0
637.71,84.87,36,0
647.95,84.73,36,0
653.4,84.06,36,0
654.81,83.23,36,0
661.64,83.51,36,0
667.17,83.6,36,0
668.85,84.08,36,0
684.82,84.43,36,0
694.14,84.81,36,0
697.05,84.2,36,0
709.9,84.48,36,0
752.25,84.51,36,0
797.43,84.89,36,0
798.36,83.78,36,0
799.82,83.81,36,0
800.63,84.92,36,0
810.23,85.04,36,0
814.23,84.19,36,0
814.73,85.01,36,0
870.83,84.66,36,0
897.08,84.78,36,0
922.45,84.92,36,0
933.14,85.05,36,0
935.23,84.32,36,0
937.79,85.09,36,0
964.56,85.02,36,0
969.4,84.1,36,0
970.74,84.71,36,0
978.98,84.64,36,0
981.1,84.27,36,0
983.22,84.62,36,0
999.12,84.96,36,0
1024.49,85.2,36,0
1025.74,83.67,36,0
1043.13,84.11,36,0
1071.94,84.29,36,1
1074.69,84.1,36,1
1078.39,84.54,36,1
1084.22,84.63,36,1
1086.91,84.13,36,1
1101.49,84.44,36,1
1103.73,84.11,36,1
1106.82,84.44,36,1
1142.53,84.82,36,1
1148.51,83.2,36,1
1192.06,83.87,36,1
1205.83,83.48,36,1
1215.88,83.38,36,1
1218.84,83.67,36,1
1220.54,84.15,36,1
1249.8,84.47,36,1
1252.88,83.69,36,1
1259.57,82.95,36,1
1273.42,83.0,36,1
1281.4,83.28,36,1
1309.54,83.82,36,1
1339.81,84.19,36,1
1352.55,84.21,36,1
1369.21,84.3,36,1
1372.29,84.33,36,1
1380.29,84.44,36,1
1393.73,84.0,36,1
1396.02,84.02,36,1
1396.46,84.25,36,1
1417.06,84.08,36,1
1420.52,83.68,36,1
1428.46,84.35,36,1
1445.06,84.4,36,1
1465.07,83.97,36,1
1496.01,84.29,36,1
1509.51,84.58,36,1
1513.63,84.25,36,1
1517.05,84.55,36,1
1550.92,84.6,36,1
1575.22,84.24,36,1
1576.19,83.83,36,1
1592.27,84.03,36,1
1593.77,83.49,36,1
1599.24,83.61,36,1
1606.06,83.97,36,1
1611.32,84.09,36,1
1616.91,83.95,36,1
1618.68,83.7,36,1
1620.43,83.78,36,1
1624.35,83.89,36,1
1631.83,83.72,36,1
1635.08,84.57,36,1
1659.31,84.36,36,1
1681.72,84.02,36,1
1689.93,83.69,36,1
1692.12,84.27,36,1
1695.39,84.36,36,1
1699.64,84.94,36,1
1709.45,84.73,36,1
1712.0,84.49,36,1
1740.1,84.61,36,1
1740.82,84.87,36,1
1753.74,84.65,36,1
1757.94,83.78,36,1
1792.86,84.61,36,1
1818.11,84.59,36,1
1843.36,84.36,36,1
1868.62,83.59,36,1
1872.42,82.87,36,1
1885.44,82.97,36,1
1900.02,82.64,36,0
1903.3,83.3,36,0
1923.38,83.65,36,0
1939.36,83.35,36,0
1943.98,83.0,36,0
1947.91,85.78,36,0
1972.59,85.97,36,0
1985.3,86.08,36,0
1988.56,86.24,36,0
1991.12,87.15,36,0
1993.2,87.21,36,0
1997.62,85.57,36,0
2032.9,85.29,36,0
2059.21,85.12,36,0
2083.31,85.03,36,0
2088.62,85.29,36,0
2090.57,85.73,36,0
2092.86,85.72,36,0
2096.43,87.41,36,0
2097.38,97.11,36,0
