0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.15E-05,0,0,0,0.001156896,0.003421154,0.004552572,0.005366223,0.006300728,0.007041666,0.007429638,0.007851333,0.006854375,0.007239129,0.007547733,0.009170938,0.009443825,0.007084562,0.007985174,0.008469976,0.009164496,0.025828613,0.027172744,0.028804657,0.029299842,0.029908412,0.005092151,0.006080605,0.006158859,0.008425895,0.009550567,0.009678004,0.01063041,0.011069635,0.011909402,0.012674866,0.01307319,0.013461947,0.014163944,0.014946772,0.016772936,0.01757431,0.018819256,0.019223786
0.00174991,0.001706324,0.002311366,0.004225717,0.005033523,0.010257128,0.012784902,0.021510901,0.029358981,0.034536105,0.039308082,0.044623501,0.047159338,0.05427441,0.058497882,0.06319579,0.068126696,0.07221364,0.07781438,0.080752503,0.084249121,0.089394653,0.092356232,0.17031898,0.173971523,0.178977427,0.180673951,0.182746816,0.026486731,0.032698033,0.033069353,0.039266161,0.043266418,0.043658837,0.046904486,0.048444161,0.051529568,0.055078188,0.056936105,0.058585689,0.061508846,0.065328199,0.069014763,0.072020009,0.077840461,0.079856508
0.002578747,0.002731216,0.003599223,0.006586742,0.007761846,0.015617953,0.019320892,0.03235991,0.043985523,0.051573077,0.058488022,0.066208798,0.069889085,0.079522776,0.085727547,0.092641345,0.099888314,0.10593617,0.114399285,0.118759295,0.123919431,0.131263038,0.135151156,0.245310519,0.250152306,0.257332213,0.259868076,0.262940092,0.035991302,0.044837198,0.045365985,0.053909479,0.059474307,0.060057423,0.06455809,0.06666963,0.070897702,0.075612131,0.078235795,0.080620748,0.084824516,0.090494519,0.096231619,0.100569079,0.108680876,0.111448641
