Y,Z,1,Active_channel_mask
0.0,23.18,36,0
3.09,13.19,36,0
5.43,13.88,36,0
6.91,13.57,36,0
8.05,13.82,36,0
17.26,9.93,36,0
26.52,9.95,36,0
36.36,4.24,36,0
37.22,4.01,36,0
38.38,4.24,36,0
48.97,6.74,36,0
93.84,8.36,36,0
96.5,7.34,36,0
134.38,7.9,36,0
163.18,8.77,36,0
163.61,6.64,36,0
163.69,6.27,36,0
164.46,6.66,36,0
165.4,7.56,36,0
174.03,7.01,36,0
190.59,7.54,36,0
195.51,8.76,36,0
228.49,8.47,36,0
274.71,8.67,36,0
291.56,8.46,36,0
332.22,8.93,36,0
366.45,9.18,36,0
367.04,7.12,36,0
370.3,4.99,36,0
373.68,2.88,36,0
379.0,2.24,36,1
383.28,2.03,36,1
390.15,1.94,36,1
397.02,1.94,36,1
401.88,2.09,36,1
410.23,2.33,36,1
414.96,2.5,36,1
418.6,2.76,36,1
420.74,2.88,36,1
433.47,3.48,36,1
438.64,3.32,36,1
448.52,3.97,36,1
453.33,3.13,36,1
457.04,2.71,36,1
458.45,2.23,36,1
459.65,1.97,36,1
461.54,1.77,36,1
463.48,1.65,36,1
466.28,1.57,36,1
469.93,1.55,36,1
474.61,1.66,36,1
476.05,1.84,36,1
476.78,2.09,36,1
477.59,2.71,36,1
483.76,3.66,36,1
494.69,3.08,36,1
497.04,2.91,36,1
500.45,2.85,36,1
502.35,3.09,36,1
506.92,3.8,36,1
511.17,4.78,36,1
520.6,5.03,36,1
528.65,4.83,36,1
535.47,8.43,36,1
556.57,8.71,36,0
616.98,7.82,36,0
626.17,8.62,36,0
629.05,5.74,36,0
629.98,3.5,36,0
630.34,2.35,36,0
630.82,2.38,36,0
631.26,3.5,36,0
632.24,3.75,36,0
636.7,5.0,36,0
673.33,6.64,36,0
721.14,9.64,36,0
734.92,5.77,36,0
758.9,7.13,36,0
767.23,9.03,36,0
772.53,10.13,36,0
773.93,10.19,36,0
776.09,10.14,36,0
798.65,9.98,36,0
832.27,9.85,36,0
836.79,8.26,36,0
857.73,6.4,36,0
858.48,5.42,36,0
860.93,5.36,36,0
861.77,6.4,36,0
874.77,7.68,36,0
877.36,7.67,36,0
896.46,7.03,36,0
898.53,7.17,36,0
904.91,7.61,36,0
906.94,7.66,36,0
950.16,8.0,36,0
984.8,8.32,36,0
1019.96,8.51,36,0
1061.89,8.69,36,0
1099.66,8.84,36,0
1147.27,8.97,36,0
1190.27,8.96,36,0
1241.84,8.95,36,0
1281.03,8.89,36,0
1319.32,8.82,36,0
1321.51,9.14,36,0
1328.35,8.79,36,0
1336.5,6.69,36,0
1341.98,6.28,36,0
1348.22,6.13,36,0
1348.71,4.95,36,0
1351.24,4.91,36,0
1351.64,6.12,36,0
1351.94,6.41,36,0
1354.28,6.45,36,0
1371.79,6.59,36,0
1391.78,6.87,36,0
1412.58,6.9,36,0
1439.57,6.75,36,0
1461.27,6.26,36,0
1476.32,6.58,36,0
1497.96,7.11,36,0
1506.63,9.86,36,0
1508.79,10.12,36,0
1528.4,9.98,36,0
1549.09,10.0,36,0
1550.33,9.72,36,0
1552.74,9.77,36,0
1555.77,9.98,36,0
1573.35,10.24,36,0
1603.71,10.0,36,0
1606.42,9.66,36,0
1629.1,9.69,36,0
1630.02,9.66,36,0
1632.41,9.79,36,0
1636.08,11.92,36,0
1639.34,12.18,36,0
1642.85,13.89,36,0
1644.15,13.65,36,0
1645.69,13.89,36,0
1651.72,10.24,36,0
1654.4,10.13,36,0
1657.48,8.91,36,0
1657.84,18.77,36,0
