Var1,Var2
-2.5,0
-2.3,0.415777964640362
-2.1,0.515596040790982
-1.9,0.858414023122171
-1.7,1.81745102401491
-1.5,3.54780058329406
-1.3,6.23632013738473
-1.1,10.5256796823707
-0.9,16.7339487479454
-0.7,24.4729613350885
-0.5,33.0134557699029
-0.3,41.6648717738035
-0.0999999999999996,50.6375266568124
0.1,59.3340979401622
0.3,66.0051694503039
0.5,70.7401558022087
0.7,74.1629160795231
0.9,76.3037891790004
1.1,77.528560431606
1.3,77.528560431606
1.5,78.6026889521939
1.7,92.6241869933658
1.9,94.3541864995792
2.1,94.3541864995792
2.3,94.3541864995792
2.5,94.3541864995792
2.7,94.3541864995792
2.9,94.3541864995792
3.1,94.3541864995792
3.3,94.3541864995792
3.5,94.3541864995792
3.7,94.3541864995792
3.9,94.3541864995792
