Var1,Var2
0,0
0.1,0.425216558620931
0.2,0.702416782878438
0.3,1.17338384148876
0.4,1.94003045229205
0.5,3.08409169379215
0.6,4.75129189231666
0.7,7.01375228543395
0.8,9.62073026682003
0.9,13.0284158585305
1,17.1718766885712
1.1,21.9319295239329
1.2,28.215313833207
1.3,35.4591200695406
1.4,44.1856983248033
1.5,54.4220618441874
1.6,65.9043341297881
1.7,78.3310079509344
1.8,91.8389709990939
1.9,106.096000342614
2,121.432513661008
2.1,138.216989230778
2.2,156.396885542843
2.3,175.755897540799
2.4,195.428680490194
2.5,215.181095412432
2.6,235.65772943723
2.7,257.253979635398
2.8,279.192950543554
2.9,301.612209608864
3,324.25931525892
3.1,347.062869580845
3.2,369.638660091799
3.3,391.36690230213
3.4,411.500850839404
3.5,429.438663410677
3.6,445.164391805384
3.7,458.927684122127
3.8,469.908308068594
3.9,478.292531816225
4,485.645121473124
4.1,492.104159746958
4.2,498.481517083398
4.3,498.481517083398
4.4,498.481517083398
4.5,498.481517083398
4.6,498.481517083398
4.7,498.481517083398
4.8,498.920367246733
4.9,500.951358380653
5,502.735373785218
5.1,515.86859945341
5.2,515.86859945341
5.3,515.86859945341
5.4,515.86859945341
5.5,515.86859945341
5.6,515.86859945341
5.7,515.86859945341
5.8,515.86859945341
5.9,515.86859945341
6,515.86859945341
6.1,515.86859945341
6.2,515.86859945341
6.3,515.86859945341
6.4,515.86859945341
6.5,515.86859945341
6.6,515.86859945341
6.7,515.86859945341
6.8,515.86859945341
6.9,515.86859945341
7,515.86859945341
