Var1,Var2
-2.5,0
-2.3,1.22541654289919
-2.1,1.9592342384016
-1.9,3.15467002833393
-1.7,4.97391403988168
-1.5,7.50043426862671
-1.3,11.1233518274622
-1.1,16.2166696898123
-0.9,22.913000155284
-0.7,31.5670297004771
-0.5,41.4822640233389
-0.3,51.8211670622178
-0.0999999999999996,62.3900674639113
0.1,71.9255057917328
0.3,79.4443203564623
0.5,85.041288995701
0.7,88.6099325433524
0.9,90.5167030063066
1.1,90.5167030063066
1.3,90.5167030063066
1.5,90.5167030063066
1.7,101.404850523502
1.9,116.583403270484
2.1,117.634706809621
2.3,118.134213019634
2.5,118.195217933947
2.7,118.195217933947
2.9,118.195217933947
3.1,118.195217933947
3.3,118.195217933947
3.5,118.195217933947
3.7,118.195217933947
3.9,118.195217933947
