Var1,Var2
0,0
0.1,0.635090743453448
0.2,1.22687317709371
0.3,2.15497245527203
0.4,3.59514694144054
0.5,5.50338097171076
0.6,8.08660324876349
0.7,11.9413460992268
0.8,17.2321033756099
0.9,23.9057742109801
1,32.2565277023536
1.1,41.9226876366276
1.2,53.1078613643548
1.3,66.2914535169199
1.4,81.1995022291207
1.5,97.3165762280815
1.6,115.015303905083
1.7,133.690349297222
1.8,153.224083813422
1.9,175.355562787776
2,201.148832663931
2.1,229.067839816677
2.2,259.240259510733
2.3,291.555321590471
2.4,322.58973681905
2.5,353.132216972015
2.6,382.484681427915
2.7,410.452962819489
2.8,437.761285017418
2.9,463.633739981517
3,487.005094840784
3.1,507.864638306256
3.2,527.751034124156
3.3,545.632942198145
3.4,562.935481740051
3.5,564.824118571532
3.6,564.824118571532
3.7,596.503567823537
3.8,610.203270946724
3.9,610.203270946724
4,652.955012925298
4.1,652.955012925298
4.2,660.558443286171
4.3,685.324959772156
4.4,685.324959772156
4.5,712.063669761981
4.6,719.83404329737
4.7,719.83404329737
4.8,719.83404329737
4.9,756.371226288426
5,756.371226288426
5.1,756.371226288426
5.2,756.424234987898
5.3,756.424234987898
5.4,756.424234987898
5.5,756.424234987898
5.6,756.424234987898
5.7,756.424234987898
5.8,756.424234987898
5.9,756.424234987898
6,756.477186376181
6.1,756.477186376181
6.2,756.477186376181
6.3,756.477186376181
6.4,756.477186376181
6.5,756.477186376181
6.6,756.477186376181
6.7,756.530383202281
6.8,756.530383202281
6.9,756.530383202281
7,756.530383202281
