Var1,Var2
-2.5,0
-2.3,0.267635161640189
-2.1,0.679973811661373
-1.9,1.55553742422349
-1.7,2.39260382575588
-1.5,4.37105868801534
-1.3,8.00312368750789
-1.1,13.6145004957776
-0.9,22.0893518819224
-0.7,33.8235598279384
-0.5,48.3141613524324
-0.3,64.4379067642204
-0.0999999999999996,81.6016831942055
0.1,97.2714841845871
0.3,109.477570387612
0.5,119.349818100108
0.7,126.318113353145
0.9,130.498401774826
1.1,133.904980257471
1.3,138.585478753308
1.5,143.096540563247
1.7,147.079545265196
1.9,149.6836626587
2.1,149.6836626587
2.3,149.6836626587
2.5,149.6836626587
2.7,149.6836626587
2.9,149.6836626587
3.1,149.6836626587
3.3,149.6836626587
3.5,149.6836626587
3.7,149.6836626587
3.9,149.6836626587
