Var1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.842620720241052,0.935359664108905,0.902250787884568,0.820502269414624,0.840266726560753,0.75772951173208,0.824325746556865,0.867259175591547,0.7961334951961,1.0591096296596,0.768055385194557,0.831464545056094,0.859237463030151,1.0118437006287,0.888255734776884,1.00323334100948,0.684649481568261,0.68266836619357,0.720162580809066,0.758801352464303,0.72320655359959,0.70383253211968,0.54397707743059
0.2,1.65384068289086,1.62280596950407,1.49564056039063,1.4154436812077,1.42725984968254,1.32719982388159,1.61894664986997,1.75027451496906,1.6339296477878,1.77062868612184,1.54635391613205,1.7395448040694,1.86770774283424,2.03023033170315,1.66071265067692,1.72190573937773,1.34385303675811,1.15210003869908,1.12276100814041,1.14336607064351,1.02092778880352,0.981801733866646,0.857180620237385
0.3,3.01612255733018,2.87859689316711,2.60644570084488,2.46041035766761,2.4520397209887,2.15928914941811,2.30997295778159,2.51276196434584,2.49147757727331,2.62592339719251,2.39474896101053,2.71768042511441,2.81844199992741,3.04558379154217,2.4261190568565,2.37085166735432,1.8877109550503,2.04171817706237,1.9557920824202,1.72938627925007,1.69363028792978,1.58074039925162,1.49861896321339
0.4,5.50414672996856,5.14359436863919,4.36844831976472,4.07292721860302,4.02012099946259,3.6339083452454,3.76136464192257,3.9127818924239,4.31162946694814,4.53935073915689,4.31108922739361,4.67072367500989,4.82295115382331,5.17134109307768,3.73448655747636,3.57523186268522,2.94310035843612,2.9101423330384,2.76291203728982,2.55861199106414,2.46695877617544,2.3078189851595,2.14670497154507
0.5,8.82031927840468,8.20542137322219,7.20766498805936,6.67834099114197,6.5268100540825,5.7640877808012,5.92147812048664,5.94967023047102,5.63417400456508,5.79151440288928,5.53188737754433,5.87859110902919,5.99044708944716,7.06629248265098,6.08001391046659,5.70077202253918,4.83398178386103,4.16768683829194,3.80525684413098,3.71564078265708,3.54708003106378,3.31143754531192,3.01935433339446
0.6,13.3154961347409,12.2847235061132,11.0107661232906,10.2272260226136,9.95375506704733,8.84461072210196,8.85016918922569,8.73665647776693,7.96730142494617,8.05267137993535,7.49067316661717,7.98220608782233,7.95419349400321,7.98547622536913,7.79684299388102,7.47075047060564,6.47317080550658,5.4051527844315,5.25015559324133,5.00129883091921,4.85384287888882,4.52384592893661,3.94213011885977
0.7,19.5314907679187,17.8543535808851,15.787375593683,14.7770399475591,14.3498020631469,12.8676908670603,12.5148031337058,12.3178169747219,11.1937561454687,11.1188825969538,10.1477269101152,10.6355298533623,10.5893722790184,10.2737530167882,8.50927923575328,8.14973458321694,7.16180535344541,6.9708741168092,6.84712496521816,6.7292979253081,6.43090702285446,5.91484963275752,4.969949282112
0.8,27.154896919184,24.9577036247774,21.7868980570058,20.2780988149753,19.50856593229,17.5507437232514,16.9348522729131,16.5963907446197,15.3184191075436,15.0423423364245,13.7001563417736,14.226657382439,13.8136002137577,13.247563067745,10.8937707851147,10.1456009165891,8.82869918483302,8.7561765819372,8.65750522394926,8.23473457438106,8.17720747936775,7.5639436647506,7.06835850668645
0.9,31.2850654543409,32.8541579310122,28.973583259127,26.9951274278326,25.9146164119241,23.1660081706964,22.1963894186944,21.5403492247094,20.0756546117466,19.6228292626598,18.1995218092705,18.5914693413607,17.795850665307,16.644922785061,14.0160406654954,12.7840419786828,10.7914801926012,10.9156843458094,10.6828813322226,10.1899276340349,10.1272688425084,9.50344302994946,7.94937733639832
1,41.1089108263037,38.1404821260126,32.1786079373598,34.6346334997307,33.2084811068956,29.9596460934098,28.6641113721176,27.4501260288989,25.5729026568283,24.7135019884347,23.2299128831834,23.3839809293519,22.3751148956956,20.4364184414707,17.0934111388068,15.5066547465164,13.0855912389295,13.2864495985844,12.907997752402,12.4376786184466,12.4389490333947,11.6829271807277,9.78552512034679
1.1,46.3070568651614,43.6206675551955,41.6741639581131,39.1621227573046,41.2780902048146,37.6547535259611,36.0467402798769,34.3476401681022,32.0774822688484,30.7912777021214,28.968491069693,28.9785287939481,27.6125575381426,25.1014032214651,20.6573215035331,19.0002840646116,16.0834528898652,16.2879125132621,15.6392864139549,14.9373873155918,15.074994908759,14.0962131453101,11.9662217908385
1.2,48.0928927522465,47.9517070956583,47.128868168742,49.0899585798636,46.6370438484987,46.412700456615,44.2382114114274,42.0305377979269,39.2771678406759,37.6394745478086,35.3201253828935,35.1479886347373,33.3392076868449,30.6201564410145,24.9827616249692,22.7853589770483,19.7508632362559,19.9661004701933,19.0661954478698,17.7673954542873,17.7386192017464,16.7862093005549,14.4775885079145
1.3,55.0640974046391,53.0615914983888,56.8303172568698,53.4754188759336,51.9461782474795,51.3005729950016,48.1791405821053,50.277505087354,47.16289349785,44.9680257246235,42.212058636479,41.7310774791096,39.3812156761982,36.3098896027823,30.006218688477,26.990098213414,23.4442140520913,23.7021116295606,22.8099997886911,21.1229597144846,20.5448212038316,19.6826000358049,17.3530810261657
1.4,56.490225570853,54.5356927676846,58.3930062144733,58.0670841659734,55.5811321276227,55.8532760830375,57.0583713647761,53.8470153973962,55.5557169658353,52.8859340587899,49.7037330931936,48.7478146769446,45.7221782328131,42.0337775694243,35.261622881837,31.9486170530495,27.6222273699565,27.6284948544698,26.6109417149724,24.8447838643541,23.7190535743741,22.7500136004398,20.3884593418808
1.5,57.7381529419245,55.8135420789963,59.7077654098916,63.3003276105396,62.2040641957847,58.9771920379124,61.8835242336545,61.2061771453303,59.4363070817375,60.9377636617707,57.7684484172289,56.2690086972436,52.4599262673221,47.9308112427951,40.8207758452324,37.4700698169752,32.6545917136461,32.3099911057388,30.8981642183776,28.9629992584958,27.2042814352637,26.0129497985544,23.5439008822153
1.6,59.7045363744083,57.4420877665138,60.9147343657619,64.454973326207,63.3696620099014,65.2863210634602,62.9742460022374,62.284971304136,62.7263948308368,63.7632561091335,66.4613112666787,64.3018871276641,59.7982375280914,54.1273583678042,46.4517703316592,43.0784305080586,37.9901531224357,37.4740892157673,35.8992751753049,33.3000576134808,31.1749468601419,29.551776549618,26.9759453369619
1.7,61.3485641567007,59.2249918327791,63.1099007420597,66.1233643065025,64.8961606432059,66.8059401894207,69.1454318629174,65.9990161890242,63.7418057511549,66.3472057120326,68.7831434856814,72.4232731326814,68.4463718349182,60.9250309784266,52.0425943707396,48.5308489576659,43.4383481613975,42.7868694508766,41.1103311680425,37.9410212711716,35.2723354651814,33.4629870816546,30.5968954715147
1.8,62.6389993218419,60.6482927394516,64.515979975567,68.0063724164145,66.6413274754474,67.8985085544381,70.8507255517102,73.0793274486675,70.4802502126611,67.3396682330694,71.9449872555802,73.3024962783785,76.0832698136215,68.6191041986165,58.1812070267308,54.2528530246998,49.1249165588737,48.3727436480544,46.3967981241041,43.1143572563394,39.8896206631543,37.8941184561304,34.6666837611101
1.9,67.5824031103699,61.605095283043,65.6234371012363,69.1278260894267,67.7787734112744,68.7628782356032,71.7217104582488,73.9600032773001,71.3427876228124,73.6517479673211,74.1035467067296,77.8603190139907,76.9504680592277,75.8053853265069,64.8277289489519,60.2423780695271,54.7341228908574,54.1582995014083,52.1747885943256,48.481201914976,45.7277118380013,43.1673522610561,39.44293078336
2,70.0197846175225,67.9947453958956,70.5132711247512,70.0321881435847,68.7605960067396,70.6936981932371,72.5206706233285,74.8305579071975,72.2685760234363,74.566752196324,75.0025569833395,79.6305577888239,80.5421204305078,82.9723200306552,71.2883191579173,66.3082325144024,60.6808695604897,60.5552980832141,58.4110649162336,54.5535842604157,52.5631030938933,49.4106031895935,44.9113714325754
2.1,70.4056272696376,68.7747843527679,73.0180779178321,76.2253087530838,73.762784310037,71.6654486237879,74.7653461066199,77.0477064787899,73.2252527802849,75.5138426621,75.9899098283944,80.5863668661299,83.5125612083311,88.0765288704669,78.4517435783113,72.3452923848755,67.0427381404222,67.6657144381399,65.2166444497264,61.3151455603492,59.6121984960369,56.0770838290942,50.8593899480231
2.2,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,77.3885579614105,79.468945696599,77.8453056747703,75.4732776363282,76.3094466076743,76.8329234700458,81.4365424352777,84.3263026618756,89.6324000459793,86.0023756349692,79.3496476499064,73.3428253474859,75.0897248487657,72.2978906083562,67.966564081575,66.166463674604,62.5676094212834,56.9016606944261
2.3,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,82.6626233130343,79.9636084887438,78.4455389291211,79.0934138914544,82.1624808983702,85.1100043027417,93.1843745684387,91.7349969348143,86.2570201748298,79.6445912039484,81.8168451781806,79.2418734809883,74.6833831422339,72.3718831442101,69.0179436760525,63.2443457641443
2.4,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,83.4354282830771,83.3693818348593,84.5973213561384,87.5981373147372,93.8933238187986,92.4916720901111,93.4644944309801,86.4533605409311,87.8534816103102,85.6025625049531,81.3258014897451,78.6415360447741,75.3694201257334,69.7421366660636
2.5,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,88.4351544801866,88.2141631607008,94.4983629510734,94.1174796370912,99.0648442975108,93.1332945640946,93.7257141009254,91.5353661306601,87.3769925411359,84.6042000667203,81.5428805006736,76.7727550449458
2.6,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,97.0922329527768,101.781856944259,100.633564945131,99.7793436289569,99.9502781376627,97.3727763801334,93.0921848340478,90.2629119708436,87.5066333307619,82.2353223758314
2.7,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,97.8263967653877,102.605742464005,101.515165379346,101.517938121861,106.385490933565,103.378953041165,98.8005659517482,95.8560925151236,93.021275437023,88.2146645485038
2.8,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,103.217275618927,102.333016292017,102.409852385316,107.635065621664,109.796460491536,104.515931667322,101.248970509145,98.475361805556,93.2977099842397
2.9,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.352208819855,103.182578722826,108.46855770567,115.866202378477,110.443310486185,106.572132269592,103.557607277693,98.1660834014933
3,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,106.2251968158,109.278035642174,116.720985597855,116.942826261285,112.055821491904,108.330301661618,103.016012258449
3.1,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,110.144453932935,117.868960602864,123.144371343253,117.85806626292,113.567903344445,107.743987489051
3.2,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,118.949996037218,124.741433890284,123.338467256848,118.92566405121,113.059399342139
3.3,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.317642800408,125.629874209972,124.473669567968,124.762195656846,118.919663992037
3.4,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,126.149328049452,130.543387245776,130.626582860275,125.152044717852
3.5,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,127.246194107253,137.45468109805,132.296410769336,131.616654810964
3.6,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.061883842528,138.293290365207,139.081046522108,137.770153818994
3.7,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.061883842528,139.06536081794,145.868932709905,144.338946303737
3.8,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.061883842528,144.717707272902,153.04772359726,146.685085139698
3.9,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.664953422463,145.452079933879,153.966881694688,153.510428691965
4,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.664953422463,146.288859219711,154.917584415649,161.044938517001
4.1,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.664953422463,150.496436743139,160.905513493755,169.671254370664
4.2,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.664953422463,151.007926121795,161.753963669404,177.308799842239
4.3,70.4056272696376,68.7747843527679,73.0180779178321,76.965580745309,75.6864385705653,78.0623254879972,81.0247462784636,83.3650797473491,81.6607107338917,84.1017424513361,84.7926407503771,89.7065588773501,91.8437876258108,101.094000578236,105.498040006769,105.931628469426,113.779760267789,112.274470077239,120.943836693096,132.664953422463,151.465341520652,162.608323082795,178.510394813229
