Var1,Var2
-2.5,0
-2.3,0.822179612981379
-2.1,1.65857060345991
-1.9,2.72019177031893
-1.7,3.98428163816706
-1.5,5.76176486088214
-1.3,8.22951214103176
-1.1,11.5535696359387
-0.9,15.4700458488085
-0.7,20.0589850662013
-0.5,25.6728717300822
-0.3,32.2677423116052
-0.0999999999999996,39.3712583768874
0.1,46.0229404610824
0.3,51.017006661491
0.5,53.9952614014074
0.7,55.9174150702043
0.9,57.3484335964626
1.1,58.1942244986487
1.3,58.1942244986487
1.5,61.5146457053602
1.7,67.0369083464773
1.9,67.0369083464773
2.1,67.0369083464773
2.3,67.0369083464773
2.5,67.0369083464773
2.7,67.0369083464773
2.9,67.0369083464773
3.1,67.0369083464773
3.3,67.0369083464773
3.5,67.0369083464773
3.7,67.0369083464773
3.9,67.0369083464773
