Var1,Var2
0,0
0.1,0.305561279337922
0.2,0.65712881832302
0.3,1.18764964747258
0.4,1.83639522501959
0.5,2.80236113094814
0.6,4.16117058842325
0.7,5.65891515388394
0.8,7.58026749640796
0.9,10.2527587653154
1,13.4367950455507
1.1,16.9122970414262
1.2,20.7890058630065
1.3,25.1388952958953
1.4,29.8003239650266
1.5,34.9986834169099
1.6,40.4248038141767
1.7,45.9795060694198
1.8,51.5759987935016
1.9,57.19902880179
2,63.2193291960024
2.1,69.4675891166303
2.2,76.0777579230545
2.3,83.4876157207719
2.4,91.6439814323843
2.5,99.7909253598677
2.6,107.409704839647
2.7,115.033743256363
2.8,122.123719422236
2.9,129.237231639685
3,136.20166969768
3.1,143.957344093422
3.2,152.145910442914
3.3,160.292301895941
3.4,168.602329330525
3.5,176.626412316523
3.6,184.488004754797
3.7,192.187022484557
3.8,199.751274219006
3.9,207.349952496962
4,214.848495667978
4.1,221.799607074899
4.2,227.177885796063
4.3,231.920763244881
4.4,236.22246090545
4.5,250.495558937943
4.6,250.495558937943
4.7,250.495558937943
4.8,250.495558937943
4.9,250.495558937943
5,251.753575123991
5.1,251.753575123991
5.2,251.865078261077
5.3,265.681264820405
5.4,265.681264820405
5.5,274.545010796047
5.6,274.545010796047
5.7,276.371316583121
5.8,277.002228421202
5.9,277.002228421202
6,278.061829389135
6.1,321.56047834826
6.2,322.511738646636
6.3,323.955199807896
6.4,325.109077444569
6.5,325.109077444569
6.6,327.343689340684
6.7,327.9202829891
6.8,328.064507255633
6.9,328.064507255633
7,328.064507255633
