Var1,Var2
0,0
0.1,0.477800497726816
0.2,1.11438084398685
0.3,1.79518731614807
0.4,2.92375466411949
0.5,4.37300314366227
0.6,6.31726052483932
0.7,6.88357972643058
0.8,9.40884841557297
0.9,13.0048914203594
1,18.4895204167939
1.1,21.484769424139
1.2,35.2688160733782
1.3,47.3218790223721
1.4,50.7179901170188
1.5,64.2787161323609
1.6,80.650069505651
1.7,99.6289340245048
1.8,121.326007520428
1.9,146.264613372567
2,174.155349305991
2.1,204.46654644543
2.2,238.313838922289
2.3,274.770728667243
2.4,313.995332654029
2.5,357.738186439834
2.6,401.98008798253
2.7,444.365419742496
2.8,486.8115129801
2.9,528.870999819548
3,568.228743360275
3.1,606.318397740893
3.2,643.865569750998
3.3,683.269468034031
3.4,725.665279661523
3.5,768.699258852286
3.6,809.502690567208
3.7,845.759403373794
3.8,877.397236687679
3.9,902.009232942125
4,921.912798152159
4.1,937.319608552858
4.2,950.275828211954
4.3,962.145178352264
4.4,980.588978817505
4.5,984.819174280072
4.6,984.819174280072
4.7,993.117633957749
4.8,993.117633957749
4.9,993.117633957749
5,999.561641647379
5.1,1056.23883552951
5.2,1062.69391370137
5.3,1062.69391370137
5.4,1066.18819832795
5.5,1066.18819832795
5.6,1066.18819832795
5.7,1066.18819832795
5.8,1066.18819832795
5.9,1066.18819832795
6,1066.18819832795
6.1,1066.18819832795
6.2,1066.18819832795
6.3,1066.18819832795
6.4,1066.18819832795
6.5,1066.18819832795
6.6,1066.18819832795
6.7,1066.18819832795
6.8,1066.18819832795
6.9,1066.18819832795
7,1066.18819832795
