Var1,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.518434896224069,0.611173840091922,0.589418071252531,0.524708353410861,0.550150360171067,0.478044391553827,0.562935961179267,0.611546984836751,0.541118842453461,0.778982228873099,0.479544048397421,0.563196969061556,0.61525747231473,0.780613240722679,0.585879854018298,0.677770286972836,0.378849044643318,0.386516994621186,0.397393358311894,0.443629496906805,0.516411768865851,0.497023987078628,0.315486942033109
0.2,1.09608868099476,1.07072514137853,0.962906319245889,0.894054939563773,0.917788104334157,0.810456230862827,1.10036543560527,1.23093779125489,1.15311577086452,1.28443925996167,1.04924755049034,1.23421918179607,1.34306672520253,1.52470518573375,1.2293906371103,1.30071660276124,0.846964243285915,0.665764628204513,0.653493483843808,0.777835406409993,0.772159073806536,0.760871183580639,0.628690484839904
0.3,2.18049162701221,2.04156286533372,1.68403820809483,1.55928627873915,1.55586356984816,1.392725266733,1.53478795223879,1.72693777967552,1.66496714443838,1.78675351304006,1.54490986392542,1.81970480319977,1.91270059835816,2.19298151457889,1.76421310811634,1.74910224159031,1.32877574477887,1.46972330520214,1.43503123568555,1.14692996822716,1.29521939894507,1.197708364757,1.10510392074025
0.4,4.20075020755243,3.82763694608446,3.09809703027033,2.82178725172551,2.7571251813655,2.37182982024457,2.48079321330287,2.61109309661674,2.96882179266332,3.15048978002685,2.89247872801173,3.19727442010246,3.36978160947225,3.89469394564072,2.74791645019361,2.63860027886022,2.14437921699422,2.1088367657555,2.02869624296856,1.97615568004124,2.06854788719073,1.9033078498414,1.72277359348081
0.5,6.9899669924075,6.38008663809489,5.44099493434344,4.9108848971739,4.73892747882129,3.94837584265149,4.07037635129047,4.06559953598277,3.72414549214645,3.84571740376174,3.56214714112079,3.86499522970179,4.04525308183239,5.39162628650767,4.73749067160665,4.44333394119057,3.75901968957097,3.1065691770743,2.99069250514574,2.96232382187881,2.99490706880684,2.81031526620654,2.4101507377151
0.6,10.5681054376412,9.58984465224062,8.43564879002081,7.66596533011639,7.38098493112357,6.32743676001741,6.32352684825118,6.2067347395184,5.45005122374499,5.5531167677898,5.01555687699776,5.52060880867895,5.65365522138987,5.98458643809478,6.16123046513347,5.94323382703137,5.13471422500224,4.25116552306342,4.19457457520675,4.01886605054576,4.09994731094258,3.81353019441039,3.12904639750646
0.7,15.4190365243667,13.8546529358299,12.003976080057,11.0666742229946,10.7036219138754,9.39689785911326,9.13825107456534,9.01103959170738,7.99553933715908,7.95622231506469,7.06909536008937,7.65423555930618,7.77855101081447,7.86461271580118,6.5036768284183,6.31548537014497,5.54762348457081,5.55381183277123,5.51029691725488,5.26695502274099,5.34259957376737,4.89630899460842,4.00821132653542
0.8,21.6302095794305,19.5553581751063,16.629467896714,15.3079251142201,14.7343939873182,13.0346481263147,12.6132401998511,12.4033420604574,11.3406402731856,11.1321003912168,9.91321784242141,10.5536826290903,10.3318677166497,10.3028007974613,8.40718869164799,7.94679494059154,6.8946601949223,7.03865888873012,7.03675052579716,6.68625369628746,6.76866364575911,6.23748611433922,5.82407766441682
0.9,24.4391549158586,26.1430425890933,22.518542817958,20.8236758446092,19.9815413045479,17.5379582636102,16.8080398270983,16.3467715010258,15.142842815009,14.8431611194981,13.5981911898731,14.1584457630404,13.618398052824,13.0883124438495,10.8159393720218,9.97183379127415,8.44403404100994,8.84265255228964,8.7815640162805,8.38264288787136,8.44865340869419,7.90769899621974,6.40689239601769
