Var1,Var2
-2.5,0
-2.3,0.707661477393118
-2.1,1.63488947516496
-1.9,2.54369248067926
-1.7,4.18715653556649
-1.5,6.57866085277618
-1.3,10.4159699782381
-1.1,16.7956744062506
-0.9,26.1926056990141
-0.7,38.0647100331576
-0.5,52.2782451925305
-0.3,68.0627905806966
-0.0999999999999996,83.5662363075618
0.1,97.4083247621437
0.3,109.373049594749
0.5,118.737276998014
0.7,125.318885510269
0.9,129.826689204789
1.1,136.912677848066
1.3,142.826918741995
1.5,145.205668689716
1.7,151.732136511644
1.9,153.637154405768
2.1,154.224095294551
2.3,154.224095294551
2.5,154.224095294551
2.7,154.224095294551
2.9,154.224095294551
3.1,154.224095294551
3.3,154.224095294551
3.5,154.224095294551
3.7,154.224095294551
3.9,154.224095294551
