Var1,Var2
-2.5,0
-2.3,0
-2.1,0.11342223212388
-1.9,0.245287223195964
-1.7,0.518108044850593
-1.5,1.62733801664388
-1.3,4.33074421667415
-1.1,9.28781458200213
-0.9,17.9785803901169
-0.7,31.1719419544423
-0.5,48.0006176794561
-0.3,67.1508702095737
-0.0999999999999996,87.6177395299667
0.1,108.583258989965
0.3,128.808244704832
0.5,145.212541113784
0.7,155.50785777567
0.9,160.800927741279
1.1,163.235139593651
1.3,165.01903902865
1.5,165.01903902865
1.7,165.01903902865
1.9,165.01903902865
2.1,165.01903902865
2.3,165.01903902865
2.5,167.835046608545
2.7,167.835046608545
2.9,167.888156117597
3.1,167.888156117597
3.3,167.941164817069
3.5,167.941164817069
3.7,167.941164817069
3.9,167.941164817069
