Var1,Var2
0,0
0.1,0.355280655975165
0.2,0.869610118295647
0.3,1.6903622861021
0.4,1.96364773165378
0.5,3.80150876437287
0.6,5.99084570186613
0.7,7.61353570651827
0.8,11.0300967735969
0.9,18.2156713793352
1,20.1914155347894
1.1,26.3998978967023
1.2,33.947420127563
1.3,43.2447771144383
1.4,54.494513593766
1.5,67.4428173593443
1.6,82.6495320479468
1.7,100.810661364132
1.8,121.650495923624
1.9,145.519550601137
2,172.046280440216
2.1,201.024033266409
2.2,232.277271581463
2.3,264.582649603678
2.4,296.555186291942
2.5,328.55712844894
2.6,361.676408600334
2.7,393.645434673879
2.8,425.56306025552
2.9,454.3274534975
3,480.8456967327
3.1,505.932492714887
3.2,530.304149161409
3.3,554.133924085541
3.4,576.121070098419
3.5,594.52417586395
3.6,609.002024000187
3.7,620.706340963666
3.8,639.382664680154
3.9,648.353679943216
4,654.657915316561
4.1,654.657915316561
4.2,655.393449613814
4.3,655.393449613814
4.4,655.393449613814
4.5,655.393449613814
4.6,656.530142638677
4.7,659.346873540437
4.8,660.69012432426
4.9,661.275790299487
5,661.275790299487
5.1,661.275790299487
5.2,661.275790299487
5.3,661.275790299487
5.4,661.275790299487
5.5,661.275790299487
5.6,661.275790299487
5.7,738.146843339745
5.8,738.146843339745
5.9,738.146843339745
6,738.146843339745
6.1,738.146843339745
6.2,738.146843339745
6.3,738.146843339745
6.4,738.146843339745
6.5,738.146843339745
6.6,738.146843339745
6.7,738.146843339745
6.8,738.146843339745
6.9,738.146843339745
7,738.146843339745
