Var1,Var2
-2.5,0
-2.3,0.52915003554107
-2.1,1.54471535508448
-1.9,1.56923710554598
-1.7,2.38498448193559
-1.5,4.83355171746283
-1.3,9.22348689863721
-1.1,16.9947804936993
-0.9,29.1581015487618
-0.7,45.9362871198423
-0.5,68.2174619808751
-0.3,96.9296713524526
-0.0999999999999996,129.192791276875
0.1,159.533397786416
0.3,181.948994031131
0.5,195.386197560293
0.7,198.608260054112
0.9,204.515359591217
1.1,204.515359591217
1.3,204.515359591217
1.5,212.615064644933
1.7,212.615064644933
1.9,212.615064644933
2.1,212.615064644933
2.3,212.615064644933
2.5,212.615064644933
2.7,212.615064644933
2.9,212.615064644933
3.1,212.615064644933
3.3,212.615064644933
3.5,212.615064644933
3.7,212.615064644933
3.9,212.615064644933
