Var1,Var2
-2.5,0
-2.3,0.254785360212106
-2.1,0.465182910543415
-1.9,1.03364752529598
-1.7,2.55379324314049
-1.5,4.1521046203624
-1.3,7.68476560530712
-1.1,13.9491234878153
-0.9,24.0759740075863
-0.7,40.4409001815739
-0.5,63.1211378291999
-0.3,89.1129525499072
-0.0999999999999996,115.78290205671
0.1,140.380417261027
0.3,162.246496687597
0.5,178.174538764326
0.7,185.931840497132
0.9,188.877433993027
1.1,204.48018760152
1.3,223.118217292048
1.5,223.515099636285
1.7,223.515099636285
1.9,223.515099636285
2.1,223.515099636285
2.3,223.515099636285
2.5,223.515099636285
2.7,223.515099636285
2.9,223.515099636285
3.1,223.515099636285
3.3,223.515099636285
3.5,223.515099636285
3.7,223.515099636285
3.9,223.515099636285
