yyyy/mm/dd, SESIA_1, TANARO_1, TICINO_1, SCRIVIA_1, TIDONE_1, LAMBRO_1, NURE_1, ENZA_1, OGLIO_1, SECCHIA_1, DORA BALTEA_1, MALONE_1, MINICIO_1, TREBBIA_1, PARMA_1, PANARO_1, TARO_1, STURA_1, PO_1, PO_2, PO_3a, PO_3b, PO_4, PO_5, PO_6, PO_7, PO_8, PO_9, PO_10, PO_11, PO_12, PO_13, PO_14a, PO_14b, PO_15, PO_16, PO_17, PO_18a, PO_18b, PO_18c, PO_19a, PO_21, PO_22, PO_23, PO_24, PO_25, PO_26b, PO_27, PO_28, PO_29, PO_30a, PO_30b, PO_31, PO_32, PO_33, PO_34, PO_35, ORCO_1, ARDA_1, ADDA_1, PO_26a, PO_20b, PO_20a, PO_19b
9/20/2019,71.8,61.46,195.76,3.69,1.21,18.5,2.92,9.97,89.58,21.75,117.14,6.34,44.61,5.66,7.33,20.84,3.72,12.25,59.71,59.83,61.15,83.47,83.47,85.22,203.31,204.93,209.71,223.26,223.38,295.64,292.55,351.09,345.93,350.93,342.56,523.86,522.71,520.14,520.6,540.38,544.85,731.71,735.38,737.82,745.27,753.79,779.59,785.95,885.19,904.49,955.87,981.28,986.71,995.8,1028.41,1046.09,1060.77,14.44,2.56,181.9,762.51,729.78,547.58,547.41
9/21/2019,63.12,75.28,188.12,3.66,1.07,18.53,2.83,9.62,87.13,24.99,105.33,5.75,42.57,5.03,8.22,22.15,3.46,11.33,63.28,63.6,65.01,85.79,85.79,87.52,193.54,195.13,199.45,212.52,213.38,278.83,285.15,362.18,363.26,370.57,376.95,565.95,571.1,567.63,566.97,582.61,579.33,735.46,736.02,735.68,740.87,747.49,769.43,774.67,866.43,877.66,923.38,950.3,953.43,959.57,991,1005.83,1017.81,13.36,2.53,176.07,756.01,738.25,567.82,571.02
9/22/2019,56.29,79.55,181.73,3.66,1.03,17.1,2.8,9.02,82.98,25.02,91.59,5.31,41.09,4.57,7.73,22.21,3.36,10.58,62.09,62.48,63.9,83.48,83.48,85.74,178.58,180.58,185.24,198.9,200.1,259.26,266.1,347.63,351.03,359.18,370.15,558.2,569.2,571.16,572.68,593.03,600.59,775.11,774.5,770.36,770.39,771.73,774.24,777.08,859.31,865.74,908.44,934.65,936.75,940.66,967.82,977.35,984.17,12.54,2.57,170.21,774.94,775.99,606.61,606.21
9/23/2019,50.37,76.21,176.12,3.68,1,15.96,2.78,8.44,80.24,23.95,79.17,4.91,39.71,4.72,7.09,21.96,3.34,9.82,59.27,59.68,61.05,79.33,79.33,81.78,162.36,164.2,168.49,180.74,182.01,235.46,243.18,321.76,326.05,334.52,347.24,531.92,545.81,550.04,552.37,573.89,584.99,766.21,771.32,775.14,783.29,791.85,811.36,814.65,890.9,885.3,919.62,940.54,936.67,933.61,955.82,962.2,966.73,11.66,2.54,162.41,800.56,762.04,596.94,595.04
9/24/2019,45.42,72.56,170.66,3.68,0.99,15.22,2.77,8.1,79.47,23.44,69.4,4.48,38.97,5.05,6.7,21.7,3.36,9.15,56.9,57.16,58.31,75.16,75.16,77.38,148.07,149.69,153.61,164.48,165.69,214.08,221.23,295.96,299.76,308.01,320.05,499.38,513.99,519.1,521.76,543.29,556.12,736.89,743.61,749.63,759.94,770.71,799.96,806.03,891.77,902.87,944.32,968.69,968.91,965.91,980.11,976.13,967.83,10.91,2.52,156.66,781.07,731.33,570.49,567.93
9/25/2019,41.75,73.29,165.17,3.69,0.98,14.8,2.82,7.92,77.88,23.59,64.04,4.02,37.59,5.19,6.35,21.43,3.45,8.5,56.66,56.93,58.01,73.53,73.53,75.45,140.38,141.43,144.41,151.98,152.69,196.66,202.58,277.68,280.31,288.25,298.35,470.47,483.94,488.43,490.87,511.21,523.49,702.46,710.02,716.86,727.89,739.04,769.93,776.6,863.69,879.81,922.65,949.25,953.59,959.59,986.73,994.1,997.32,10.18,2.56,153.32,749.36,695.95,537.84,535.17
9/26/2019,38.02,75.63,160.04,3.71,0.99,14.24,2.85,7.57,75.25,22.96,59.48,3.66,35.92,5.1,6,21.08,3.46,8,54.61,54.95,56.1,70.58,70.58,72.75,133.29,134.46,137.5,144.77,145.48,185.54,190.37,267.36,269.61,277.38,285.96,450.66,461.69,464.79,466.76,485.16,495.83,666.32,673.66,680.3,691.34,702.8,734.63,741.56,827.3,844.6,886.35,912.86,918.33,927.05,958.12,969.52,979.88,9.52,2.56,147.32,712.88,660.11,508.49,506.17
9/27/2019,34.87,73.35,155.68,3.69,0.98,13.55,2.89,7.27,72.16,21.82,56.21,3.41,34.13,4.87,5.72,20.45,3.39,8.44,52.41,52.71,53.8,67.47,67.47,69.53,126.72,127.75,130.43,136.69,137.36,174.21,178.98,253.76,256.37,264.26,274.09,435.72,446.82,449.64,451.43,468.32,477.39,635.61,641.83,647.37,657.49,669.21,699.04,705.58,787.47,804.24,844.58,870.35,876.69,887.11,919.33,931.63,943.78,9.06,2.52,140.48,678.61,630.72,487.32,485.7
9/28/2019,32.72,70.3,152.03,3.66,0.97,13.15,2.92,6.89,68.92,20.75,55.35,3.19,32.42,4.64,5.49,19.74,3.32,8.28,49.72,50.05,51.17,64.27,64.27,66.47,122.8,123.47,125.61,130.43,130.92,165.36,169.42,240.97,243.5,251.31,260.8,418.41,429.35,432.35,434.25,451.01,460.64,612.66,618.3,622.96,632.03,642.96,668.49,674.33,751.33,766.37,804.54,829,835.01,844.86,875.85,888.09,901.52,8.7,2.52,133.75,651.22,608.16,471.49,469.75
9/29/2019,31.02,66.17,148.53,3.65,0.97,12.88,2.91,6.46,66.08,19.42,56.52,2.97,30.85,4.41,5.25,19.08,3.25,7.95,47.35,47.65,48.76,61.28,61.28,63.38,120.84,121.74,124.03,128.19,128.38,160.51,163.25,230.29,232.32,239.96,248.75,402.46,413.18,416.11,417.96,434.2,443.25,588.75,594.64,599.75,609.19,620.32,644.93,650.33,723.2,735.65,770.99,793.39,798.26,806.51,835.51,846.9,859.64,8.42,2.51,127.68,628.48,584.18,453.6,451.94
9/30/2019,29.44,61.88,144.92,3.63,0.96,12.59,2.89,6.08,63.6,18.19,55.06,2.8,29.45,4.17,5,18.42,3.2,7.68,45.24,45.51,46.57,58.62,58.62,60.64,116.62,117.58,119.85,124.32,124.74,155.7,159.27,222.21,224.43,232.08,240.49,389.55,399.25,401.65,403.33,418.81,427.14,566.46,572.22,577.07,586.15,596.72,620.29,625.64,696.58,709.48,743.44,764.48,768.94,776.09,802.61,812.11,822.58,8.19,2.51,122.04,604.39,561.96,437.08,435.49
10/1/2019,28.05,58.04,140.93,3.63,0.96,12.33,2.87,5.73,61.46,17.09,52.73,2.65,28.17,3.98,4.8,17.9,3.17,7.52,43.69,43.94,44.94,56.57,56.57,58.42,111.9,112.62,114.66,119.07,119.61,149.42,153.35,212.52,214.77,222.42,231.11,376.83,387.18,389.85,391.59,406.78,414.53,545.9,551.21,555.65,564.44,574.5,597.17,602.35,670.65,682.57,714.99,734.84,739.3,746.82,773.4,782.92,792.74,8.01,2.5,116.55,581.87,542,423.22,421.94
10/2/2019,27.72,54.6,136.92,3.62,0.96,12.16,2.83,5.5,59.87,16.58,55.6,2.58,27.16,3.87,4.78,17.52,3.15,7.41,42.43,42.68,43.67,55.27,55.27,57.04,113.26,113.65,115.08,117.03,116.99,145.42,147.28,202.7,204.66,212.24,220.97,362.96,373.37,376.1,377.85,392.96,400.91,528.49,533.69,537.8,546.1,555.35,575.87,580.7,646.85,658.34,689.8,708.84,712.54,719.01,744.25,753.22,762.77,8.06,2.5,111.56,562.25,524.51,410.37,408.89
10/3/2019,31.93,51.47,132.28,4.23,0.95,12.13,2.82,5.56,60.9,19.27,58.58,2.51,27.32,4,4.97,17.38,3.37,6.98,41.39,41.61,42.57,54.02,54.02,55.83,115.05,115.49,116.94,118.9,118.86,151.42,151.82,203.25,203.61,211.14,216.01,350.22,359.56,362.04,363.76,378.83,387.02,512.22,516.63,520.23,528.7,537.99,559.05,563.76,630.61,643.35,676.11,698.07,699.5,700.7,721.37,729.69,737.17,8,2.49,110.6,545.37,509.45,396.47,394.99
10/4/2019,31.04,49.46,127.37,4.72,0.94,11.84,2.82,5.77,66.54,23.36,59.13,2.4,28.1,4.79,5.06,17.4,3.41,6.32,40.23,40.43,41.39,52.31,52.31,54.13,114.02,114.89,116.86,119.7,119.8,151.76,153.81,203.81,204.91,213.13,219.65,348.69,355.31,355.99,357.04,370.04,376.62,501.14,505.7,509.02,516.7,525.23,544.08,549.11,621.09,633.71,667.13,693.71,696.99,699.88,718.89,722.99,724.42,7.63,2.41,112.04,532.03,497.79,383.75,382.67
10/5/2019,29.32,48.59,125.4,4.55,0.95,11.91,2.83,5.69,66.29,25.41,53.68,2.31,28,5.55,4.92,18.15,3.53,6.14,39.74,39.92,40.85,51.46,51.46,53.12,107.45,108.52,110.84,115.43,116.09,147.34,151.42,201.02,202.68,210.99,217.99,345.88,353.39,354.58,355.81,369.25,376.46,492.22,495.38,497.54,504.92,513.31,532.88,538.03,609.15,621.07,653.63,682.13,685.65,689.59,711.51,717.8,722.08,7.46,2.48,109.58,520.03,490.78,381.1,380.79
10/6/2019,27.47,47.27,124.22,4.53,0.94,11.93,2.79,5.5,64.55,25.09,48.42,2.23,27.85,5.78,4.72,18.6,3.47,5.86,38.79,39,39.97,50.36,50.36,52.13,101.23,102.17,104.38,108.61,109.25,138.67,143.12,191.68,193.96,202.52,211.45,340.5,349.49,351.16,352.49,366.14,373.87,489.29,492.79,494.84,501.38,508.64,522.76,526.97,594.8,605.55,637.49,665.57,669.36,674.35,698.04,705.39,711.31,7.3,2.47,106.85,514.02,487.19,379.58,378.98
10/7/2019,26.36,45.98,123.61,4.45,0.95,12,2.79,5.68,65.79,25.56,45,2.16,28.65,5.9,4.92,18.81,3.67,5.8,38.48,38.68,39.61,49.85,49.85,51.43,96.98,97.81,99.78,103.38,103.87,131.86,135.51,182.53,184.52,193.02,201.72,330.2,339.77,341.9,343.46,357.91,367.22,483.26,487.06,489.34,496.88,505.41,522.65,526.88,595.19,601.91,632.55,659.75,660.6,660.67,681.61,688.63,695.37,7.28,2.55,104.09,512.51,480.78,375.18,374.1
10/8/2019,25.61,44.55,121.82,4.26,0.94,13.36,2.83,6.62,78,30.91,41.61,2.11,31.25,6.33,5.23,18.97,3.53,5.51,37.13,37.28,38.22,48.37,48.37,50.17,92.47,93.38,95.58,99.4,99.84,126.91,129.82,175.31,177.15,185.19,193.41,319.69,328.91,331.18,332.79,348.77,358.27,477.17,479.97,481.83,489.01,498.4,520.69,529.4,611.48,615.95,647.21,678.62,677.45,673.26,687.86,687.59,685.87,7.22,2.4,108.56,506.33,476.03,366.11,365.05
10/9/2019,25.93,44.04,119.61,4.34,0.94,15.67,2.86,7.17,83.01,37,40.46,2.05,31.56,6.52,5.2,20.11,3.66,5.56,37.69,37.84,38.72,48.73,48.73,50.13,90.9,91.43,93.03,95.31,95.57,122.87,126.14,171.09,172.48,180.64,187.92,310.74,319.76,321.7,323.2,341.18,350.68,472.81,476.82,479.44,486.95,495.84,514.49,523.24,610.4,620.66,654.92,694.1,695.82,694.84,710.37,707.75,701.68,7.21,2.52,110.7,502.73,470.19,358,357.06
10/10/2019,24.97,46.54,116.89,4.17,0.93,15.41,2.83,7.32,81.39,37.56,39.06,2.01,31.43,6.31,5.04,20,3.47,5.42,36.76,36.97,37.92,47.96,47.96,49.7,89.31,89.97,91.74,94.54,94.76,120.77,123.06,170.18,171.02,178.63,184.81,304.31,312.62,314.31,315.71,333.14,342.31,462.68,467.06,470.18,477.98,487.2,509.45,518.37,604.94,615.21,648.85,688.4,690.7,692.99,715.53,719.92,721.34,7.17,2.41,107.73,494.63,459.54,349.99,348.92
10/11/2019,25.1,46.09,115.15,4.03,0.94,15.12,2.85,7.45,79.53,36.09,40.39,1.97,31.46,6.15,5.08,19.28,3.52,5.47,36.53,36.63,37.49,47.36,47.36,48.91,89.64,89.92,91.28,93.05,93.17,119.26,121.35,168.13,169.47,177.12,184.02,301.66,308.8,309.76,310.91,327.47,335.64,451.25,455.45,458.61,466.67,475.97,498.75,507.43,592.17,603.06,637.86,676.74,680.5,684.86,707.95,712.68,716.09,7.17,2.43,104.75,483.41,448.54,342.32,341.43
10/12/2019,25.27,45.26,115.97,4.1,0.95,16.72,3.3,8.73,78.58,34.86,44.34,1.94,31.35,6.79,5.6,19.31,3.89,5.49,36.81,36.96,37.85,47.64,47.64,49.19,93.86,94.19,95.39,95.55,95.22,120.75,121.62,167.23,168.12,175.84,182.43,301.03,308.42,308.83,309.85,327.74,335.67,445.52,448.06,449.9,457.62,467.47,489.56,498.9,581.53,590.12,624.14,661.46,664.84,669.23,693.3,699.86,706.05,7.11,2.6,105.62,474.76,445.57,340.22,340.01
10/13/2019,24.9,44.57,115.94,4.03,0.94,17.14,3.39,9.39,81.63,36.59,42.88,1.89,30.88,7.55,6.44,18.94,3.87,5.37,36.16,36.33,37.26,46.92,46.92,48.62,92,92.72,94.59,97.38,97.64,123.68,125.45,170.26,170.72,178.09,183.39,300.81,309.72,310.52,311.55,329.71,338.37,456.54,457.86,456.91,461.4,469.62,485.48,493.62,577.83,583.81,615.89,653.88,655.37,657.22,678.93,684.5,690.38,6.98,2.64,114.19,475.57,456.57,342.86,342.74
10/14/2019,24.33,43.51,114.46,3.94,0.94,16.67,3.4,9.26,81.48,36.7,42.36,1.87,30.72,7.51,6.68,18.42,3.82,5.4,35.94,36.08,36.97,46.46,46.46,48.02,90.76,91.35,93.04,95.27,95.46,120.94,123.61,167.92,169.45,177.13,184.48,301.94,311,311.4,312.31,329.74,338.16,458.01,461.27,462.85,469.42,479.21,495.95,502.66,582.84,584.82,615.18,652.44,653.59,654.76,674.08,677.08,679.49,6.88,2.63,112.14,486.21,456.27,343.65,343.18
10/15/2019,23.99,64.27,113.37,4.17,0.94,16.13,3.25,9.02,78.37,33.91,42.99,2.65,30.78,7.23,6.54,18.23,3.8,10.41,41.53,40.89,40.81,57.73,57.73,52.08,92.81,92.77,94.12,95.16,95.01,119.74,121.87,184.59,168.17,174.61,182.16,298.46,307.98,309.19,310.47,328.45,337.97,454.47,457.7,459.43,466.54,477.28,498.25,505.54,586.54,592.04,622.93,657.31,657.49,656.66,673.83,675.61,677.02,16.21,2.64,108.45,485.06,452.82,344.08,343.55
10/16/2019,245.34,200.84,146.29,17.74,0.92,19.92,3.52,9.86,82.14,34.31,64.06,5.68,33.31,10.77,6.89,18.26,3.91,25.68,63.39,63.47,64.24,115.91,115.91,112.98,170.96,163.93,155.21,127.4,121.03,351.24,267.5,444.51,410.27,413.77,322.43,418.55,371.54,335.32,327.13,336.02,340.91,451.23,453.97,455.68,463.15,476.56,498.61,505.79,591.12,598.4,633.34,668.45,668.39,666.4,681.64,681.89,680.78,45.57,2.88,111.27,484.81,452.26,341.54,341.52
10/17/2019,257.47,175.91,184.27,24.4,0.95,38.57,4.36,12.32,96.06,36.74,103.23,6.4,34.56,17.55,7.12,19.01,4.02,24.82,74.27,74.64,75.91,129.23,129.23,130.32,233,232.06,231.09,219.89,215.94,468.39,472.46,647.88,642.19,669.16,661.98,781.83,751.37,714.55,698.47,678.91,592.53,537.06,508.57,489.26,483.22,495.47,502.76,509.28,606.88,611.14,645.79,682.75,681.89,679.26,695.39,694.74,691.81,45.63,3.53,162.05,496.96,586.32,471.83,495.14
10/18/2019,199.13,219.94,276.33,24.5,0.99,41.02,4.6,12.71,100.88,38.38,104.17,6.23,35.18,18.22,7.33,20.04,4.25,23.03,74.37,75.03,76.66,126.6,126.6,129.72,235.35,237.24,240.67,246.28,246.4,446.89,456.96,679.87,685.12,715.9,732.56,1004.28,992.2,972.4,966.47,990.09,982.61,998.21,951.06,874.94,804.61,765.2,605.95,589.38,649.12,632.98,663.24,700.29,698.42,695.31,711.39,709.83,705.93,41.77,3.65,170.26,718.69,1042.14,908.22,931.64
10/19/2019,157.7,222.13,343.95,28.44,0.98,37.2,4.59,12.18,98.29,37.66,94.54,5.73,35.61,17.86,7.17,20.97,4.04,21.05,70.33,70.84,72.29,116.56,116.56,119.84,216.2,218.28,222.15,230.92,232.25,393.59,406.99,632.94,636.83,670.86,688.88,1044.42,1066.05,1067.03,1068.1,1106.09,1123.58,1258.9,1243.85,1222.94,1209.95,1219.21,1118.65,1096.75,1087.39,924.39,878.4,872.43,813.82,749.4,740.81,730.87,723.79,36.75,3.45,164.89,1207.28,1275.61,1117.62,1121.95
10/20/2019,162.14,264.65,387.54,44.67,0.98,39.14,4.56,11.5,97.44,35.58,89.45,5.89,35.96,24.34,6.85,21.32,3.88,23.64,71.28,71.36,72.25,116.6,116.6,117.41,207.37,208.28,210.59,215.55,216.1,379.15,374.99,639.06,637.25,685.3,691.59,1077.55,1089.52,1083.92,1082.95,1118.11,1136.69,1314.69,1311.86,1307.84,1311.19,1334.95,1345.08,1345.66,1418.03,1380.18,1392.51,1409.41,1367.02,1270.29,1148.27,1024.42,868,37.72,3.27,190.49,1341.06,1323.1,1135.21,1136.14
10/21/2019,513,568.6,503.35,208.8,1.13,56.13,6.22,10.98,106.12,33.06,136.42,9.8,36.01,61.75,6.67,21.64,3.78,58.04,109.21,106.58,104.08,175.29,175.29,163.24,290.99,282.2,272.24,245.41,239.54,737.49,637.16,1167.09,1060.33,1231.25,1035.21,1369.05,1267.85,1215.88,1203.22,1230.74,1254.95,1464.19,1446.45,1425.94,1413.72,1426.09,1397.47,1396.54,1487.82,1479.4,1512.02,1544.04,1541.68,1531.53,1525.77,1497.21,1445.9,65.65,3.11,294.83,1420.19,1492.36,1209.45,1218.2
10/22/2019,1018.11,2141.43,946.82,644.35,3.63,215.59,16.85,10.52,148.98,30.45,262.05,18.58,36.02,144.66,7.35,21.77,3.79,128.82,235.59,231.33,226.2,360.62,360.62,338.94,582.71,567.17,547.17,483.46,466.65,1455.33,1382.52,3502.24,3522.91,4160.93,4148.28,4863.96,4541.45,4250.15,4143.96,4052.98,3690.49,2866.2,2520.62,2206.9,2006.43,1925.56,1645.99,1617.07,1690.75,1623.4,1631.83,1647.64,1625.9,1595.87,1592.95,1582.18,1573.87,122.54,4.37,656.1,1838.82,3296.92,2864.89,3066.27
10/23/2019,603.43,1040.57,1409.98,272.28,4.96,198.79,17.37,9.97,289.34,28.29,294.07,20.09,36.12,116.95,8.96,21.67,4.08,134.63,330.35,330.86,332.02,477.56,477.56,481.79,776.89,777.67,778.54,766.23,759.73,1356.19,1391.32,2448.26,2532.67,2841.79,3082.87,4717.86,4945.04,5034.89,5070.49,5355.1,5607.95,6597.9,6602.62,6492.18,6301.14,6150.91,5159.73,4961.36,4570.28,3553.56,3092.11,2826.74,2387.66,1992.57,1836.36,1757.39,1694.76,123.3,4.67,672.57,5939.89,6540.46,5826.69,5783.04
10/24/2019,419.7,684.9,1539.15,178.16,9.46,165.37,20.11,9.55,356.61,26.82,307.8,60.54,37.03,103.65,10.04,21.57,4.82,352.58,731.68,710.54,682.7,953.15,953.15,848.84,1084.8,1037.04,980.12,868.31,852.39,1249.47,1226.36,1912.49,1939.11,2135.95,2267.91,3918.29,4067,4115.75,4138.31,4341.64,4504.2,5444.5,5510.48,5590.11,5675.14,5802.04,6080.61,6132.22,6638.41,6847.52,6975.44,7049.28,7083.67,6798.86,6174.46,5537.82,4644.62,246.36,4.39,717.93,5874.53,5379.85,4631.24,4603.48
10/25/2019,515.3,838.06,1512.53,156.66,17.4,207.12,45.48,25.24,367.01,27.42,396.25,78.09,40.49,142.97,35.54,21.49,18.28,383.28,1255.92,1265.75,1278.56,1652.74,1652.74,1694.87,2114.05,2126.03,2135.83,2084.14,2055.55,2515.25,2376.28,3163.65,3075.94,3210.63,3106.02,4444.23,4352.68,4254.04,4232.68,4347.68,4385.15,5120.75,5130.93,5131.79,5157.75,5269.51,5362.09,5378.85,5775.92,5844.46,5929.1,5987.66,6042.92,6145.58,6303.44,6430.99,6603.04,278.17,13.57,767.28,5312.07,5127.37,4366.89,4373.72
10/26/2019,378.85,795.02,1432.65,119.36,15.11,178.21,42.23,34.57,362.4,31.72,359.69,44.78,42.65,122.22,48.49,21.51,23.82,207.53,901.33,909.9,921.65,1152.28,1152.28,1186.82,1570.03,1589.3,1616.91,1705.13,1724.49,2138.43,2229.09,3054.52,3112.11,3262.72,3447.45,5037.29,5236.59,5311.31,5347.04,5572.92,5713.49,6275.63,6206.07,6101.75,6026.39,6058.72,5802.19,5752,5935.16,5812.54,5831.68,5854.62,5843.33,5831.51,5848.88,5855.38,5874.71,171.35,13.67,735.97,6027.76,6356.8,5660.4,5691.63
10/27/2019,280.72,640.76,1323.29,92.5,12.63,143.11,36,32.82,325.24,41.41,297.38,30.81,44.43,100.77,43.66,21.7,22.51,137.76,679.83,686.21,695.17,856.43,856.43,881.25,1195.35,1209.51,1230.21,1294.95,1308.5,1613.88,1677.66,2340.26,2383.47,2501.34,2646.95,4097.28,4268.34,4339.9,4375.99,4584.48,4784.95,5794.14,5880.58,5969.66,6075.89,6252.62,6579.43,6631.6,7052.24,7046.31,7031.77,7029.33,6948.47,6798.97,6627.13,6452.36,6213.24,119.43,11.54,679.89,6358.9,5707.83,4985,4945.31
10/28/2019,214.84,515.41,1196.53,72.69,10.47,114.55,29.88,29.38,283.03,41.99,245.72,22.66,46.36,82.32,37.43,22.19,19.73,97.48,526.38,531.3,538.41,657.14,657.14,676.22,934.64,945.5,961.77,1012.04,1022.23,1255.92,1304.79,1837.18,1870.91,1964.57,2080.19,3376.02,3514.43,3571.85,3601.59,3769.3,3932.77,4821.8,4893.17,4967.5,5058.17,5210.92,5504.46,5556.02,5965.66,6150.77,6284.68,6380.03,6465.12,6602.29,6782.24,6914.9,7073.87,87.25,9.76,621.4,5302.8,4751.12,4095.02,4063.25
10/29/2019,169.68,419.58,1069.62,58.75,8.71,93.24,25.1,25.91,245.82,39.99,206.93,17.49,47.76,67.61,31.7,22.58,17.02,72.16,418.92,422.71,428.39,519.92,519.92,534.74,751.4,759.71,772.74,811.67,819.3,1003.39,1040.79,1473.54,1499.89,1575.98,1668.04,2815.88,2928.75,2975.19,2999.8,3136.97,3271.4,4057.77,4117.58,4180.05,4256.94,4386.95,4635.34,4679.34,5031.35,5185.9,5306.31,5390.74,5461.86,5577.4,5735.67,5853.64,6007.16,66.96,8.35,564.45,4464.26,3998.62,3405.5,3379.34
10/30/2019,137.41,347.26,951.77,48.66,7.26,79.37,21.39,22.73,220.38,37.41,180.58,14.09,48.91,55.93,26.72,22.83,14.57,55.59,340.31,343.36,348.08,421.3,421.3,433.21,621.49,627.9,638.31,668.73,674.61,823.4,852.8,1210.56,1231.48,1294.78,1369.73,2384.69,2479.75,2518.13,2538.63,2654.33,2765.31,3463.55,3512.92,3564.11,3627.99,3737.33,3945.41,3982.81,4291.54,4420.45,4529.96,4604.62,4664.5,4762.02,4899.31,4999.09,5128.9,53.29,7.22,515.01,3801.6,3414.71,2876.15,2854.67
10/31/2019,113.57,291.22,843.53,40.33,5.95,66.13,18.44,20.12,197.12,34.74,164.04,11.72,48.41,46.62,22.58,23.01,12.29,44.17,282.3,284.69,288.52,348.95,348.95,358.46,528.63,533.81,542.43,566.71,571.19,693.61,716.69,1016.28,1033.02,1085.83,1147.09,2041.4,2120.88,2153.02,2170.21,2267.2,2360.93,2984.17,3027.47,3072.53,3128.16,3222.37,3401.44,3433.73,3705.69,3815.19,3914.58,3980.62,4030.8,4112.41,4231.55,4315.86,4425.14,43.97,6.23,464.79,3277.5,2941.41,2456.25,2437.76
11/1/2019,96.83,247.97,748.22,34.36,5.05,56.54,16.21,17.91,176.1,31.98,146.43,10.19,47.61,39.71,19.45,22.52,10.79,36.6,242.53,244.52,247.82,299.39,299.39,307.13,458.34,462.67,470.03,490.21,493.87,598.05,616.73,871.55,885.14,930.27,981.14,1770.73,1838.01,1864.66,1879.07,1961.48,2040.73,2593.59,2630.4,2668.63,2716.53,2797.42,2953.08,2981.84,3223.36,3320.07,3412.81,3472.54,3517.02,3588.98,3695.25,3768.31,3862.5,37.37,5.63,419.45,2844.77,2557.61,2121.12,2105.69
11/2/2019,86.42,217.64,663.71,31.05,4.5,51.08,14.71,16.48,161.76,30.3,129.98,9.17,47.09,34.73,17.61,22.49,10.21,31.49,211.51,213.13,215.93,261.16,261.16,267.65,401.68,405.5,412.21,430.13,433.2,525.93,541.55,764.9,775.74,816.56,859.47,1555.86,1612.91,1634.75,1646.91,1719.44,1786.95,2279.18,2310.65,2342.74,2384.63,2454.75,2588.06,2613.31,2829.84,2910.98,2995.34,3048.81,3085.87,3146.3,3240.18,3303.58,3385.82,32.65,5.48,380.15,2495.57,2248.91,1854.66,1841.91
11/3/2019,77.29,198.09,590.4,36.73,7.34,46.89,21.11,18.49,164.58,29.86,115.69,8.74,49.11,40.31,21.82,23.47,12.86,29.29,191.14,192.09,194.08,235.83,235.83,240.08,358.46,361.12,366.31,380.65,383.02,465.59,479.42,682.64,691.11,736.14,774.88,1389.69,1440.95,1460.92,1474.35,1539.25,1602.59,2038.99,2062.45,2084.36,2122.42,2204.55,2308.63,2328.69,2534.03,2593.91,2671.86,2719.43,2747.99,2794.46,2873.4,2924.75,2991.1,30.68,5.97,352.53,2236.33,2019.03,1658.17,1649.63
11/4/2019,77.21,204.43,536.3,64.68,11.87,68.71,51.2,43.35,384.74,32.58,115.12,8.55,59.09,110.89,81.32,23.26,33.3,29.66,208.42,208.25,208.56,247.92,247.92,247.14,361.06,360.39,360.98,361.97,361.57,439.44,443.68,650.5,652.93,723.72,766.85,1317.89,1362.79,1376.14,1391.66,1473.41,1595.41,2077.92,2085.37,2071.31,2095.64,2479.63,2532.06,2524.9,2851.14,2728.48,2724.36,2721.26,2671.81,2633,2652.05,2667.92,2703.92,30.19,19.54,432.39,2549.48,2087.05,1656.21,1653.08
11/5/2019,77.01,257.45,501.06,69.06,11.19,84.95,51.4,58.87,539.25,51.88,116.59,7.99,65.62,125.22,108.36,23.41,38.42,29.25,216.53,217.25,218.82,257.49,257.49,260.42,378.29,379.5,382.23,386.04,385.31,461.69,460.35,717.38,712.28,785.15,811.91,1310.4,1342.91,1348.54,1361,1453.32,1587.54,2158.34,2181.4,2188.14,2234.92,2524.95,2702.26,2709.13,3235.31,3227.58,3281.96,3325.29,3301.83,3230.88,3145.86,3051.41,2920.7,28.76,19.37,492.67,2639.13,2151.12,1655.84,1650.55
11/6/2019,74.05,267.8,486.37,68.22,10.21,89.56,48.87,80.73,607.05,96.12,115.22,7.39,76.42,133.66,118.89,25.85,38.88,27.23,212.4,213.34,215.11,251.58,251.58,255.12,371.91,373.03,375.69,381.77,382.36,458.63,464.13,734.2,737.85,812.86,856.87,1357.72,1395.57,1399.14,1409.57,1501.86,1635.26,2254.84,2264.5,2257.58,2293.75,2558.66,2787.66,2806.09,3414.88,3424.4,3496.35,3587.85,3571.5,3534.3,3505.46,3461.86,3417,26.89,18.67,572.69,2680.46,2259.04,1688.17,1686.61
11/7/2019,70.44,254.75,484.53,64.72,9.33,109.61,44.22,68.22,657.76,132.25,108.36,6.81,89.09,116.47,94.31,68.17,37.64,24.15,195.2,196.41,198.61,232.67,232.67,237.6,348.8,351.5,356.48,368.85,370.69,445.38,453.77,711.44,716.65,788.45,833.75,1339.15,1393.68,1401.28,1412.58,1529.81,1652.67,2322.83,2341.2,2342.78,2384.29,2611.5,2809.06,2826.81,3488.53,3494.85,3576.36,3704.68,3698.44,3688.49,3743.06,3724.18,3689.78,24.69,18.33,602.78,2711.18,2314.84,1709.94,1706.21
