yyyy/mm/dd, SESIA_1, TANARO_1, TICINO_1, SCRIVIA_1, TIDONE_1, LAMBRO_1, NURE_1, ENZA_1, OGLIO_1, SECCHIA_1, DORA BALTEA_1, MALONE_1, MINICIO_1, TREBBIA_1, PARMA_1, PANARO_1, TARO_1, STURA_1, PO_1, PO_2, PO_3a, PO_3b, PO_4, PO_5, PO_6, PO_7, PO_8, PO_9, PO_10, PO_11, PO_12, PO_13, PO_14a, PO_14b, PO_15, PO_16, PO_17, PO_18a, PO_18b, PO_18c, PO_19a, PO_21, PO_22, PO_23, PO_24, PO_25, PO_26b, PO_27, PO_28, PO_29, PO_30a, PO_30b, PO_31, PO_32, PO_33, PO_34, PO_35, ORCO_1, ARDA_1, ADDA_1, PO_26a, PO_20b, PO_20a, PO_19b
8/2/2019,30.89,95.47,151.1,3.92,1.37,11.46,3.14,8.42,64.26,22.45,143.7,3.09,36.7,3.74,6.4,21.22,3.35,16.7,92.7,93.67,96.56,123.77,123.77,127.46,272.97,274.05,276.56,281.53,282.42,315.65,322.02,420.16,426.01,435.46,451.59,614.44,630.64,634.91,637.35,653.08,663.59,855.86,863.24,868.28,877.36,886.98,909.28,916.72,983.42,984.58,1018.61,1039.1,1035.48,1029.26,1042.27,1035.46,1018.79,22.16,2.91,164.15,895.24,848.4,678.85,675.92
8/3/2019,45.72,82.2,156.31,3.9,1.95,13.55,6.01,8.72,82.17,21.78,147.11,3.26,38.25,5.11,5.71,20.8,6.37,14.79,81.91,82.64,84.78,109.3,109.3,112.96,261.85,263.06,265.6,270.49,271.49,319.67,320.82,402.71,403.37,411.02,418.82,584.53,600.4,605.73,609.39,628.58,639.73,872.4,866.06,857.16,859.11,863.2,887.55,898.3,987.54,985.7,1022.43,1043.88,1043.83,1045.37,1067.59,1068.37,1063.71,19.5,3.32,227.02,868.43,882.22,654.69,652.81
8/4/2019,41.49,72.53,157.67,3.88,1.58,15.99,5.24,8,99.28,23.53,138.57,3.08,38.87,4.59,5.29,20.61,5.18,12.59,72.89,73.52,75.25,96.52,96.52,99.99,240.47,242.84,246.92,255.75,257.3,302.25,310.39,385.25,389.76,398.65,411.38,576.27,588.78,590.83,592.74,610.41,617.62,903.13,908.87,912.09,919.91,925.16,918.86,920.98,1005.17,993.84,1030.59,1053.88,1054.12,1054.79,1073.06,1071.63,1069.96,16.69,3.5,268.4,927.17,900.23,629.48,627.88
8/5/2019,34.51,66.72,157.62,3.86,1.31,14.18,4.25,6.96,88.49,22.23,125.48,2.84,40.34,4.07,4.96,20.08,4.46,11.59,65.98,66.44,67.83,86.66,86.66,89.48,216.35,217.83,220.91,228.42,230.12,268.67,278.65,348.42,353.76,362.97,378.33,547.65,563.04,568.21,571.12,590.44,601.56,894.74,900.4,903.7,912.25,920.07,936.13,943.48,1036.67,1042.53,1080.66,1100.28,1094.46,1082.61,1088.03,1081.66,1079.61,14.85,3.22,271.64,925.53,890.18,615.36,613.32
8/6/2019,30.74,62.46,158.65,3.85,1.19,13.04,3.67,6.26,82.37,20.57,129.69,2.68,42.47,3.73,4.64,19.51,4.09,11.52,61.74,62.07,63.25,80.9,80.9,83.17,213.66,213.89,215.18,216.23,216.38,248.53,253.11,317.23,320.78,329.41,342.3,511.39,526.25,531.71,534.66,553.35,565.58,857.28,866.13,873.87,886.25,897.46,923.78,931.37,1019.22,1026.61,1070.94,1092.59,1094.56,1099.3,1124.65,1128.35,1122.95,14.08,2.99,260.89,905.84,849.47,583.05,579.93
8/7/2019,34.01,57.59,159.28,3.84,1.16,12.35,3.31,5.78,79.27,19.08,144.46,2.73,43.75,3.51,4.42,18.97,3.8,12.15,59.65,59.91,60.95,80.02,80.02,81.18,225.62,224.95,225.07,222.69,221.95,255.13,251.54,308.98,309.91,317.62,325.07,488.58,498.55,501.68,503.87,520.08,529.92,826.09,822.1,824.21,836.83,849.36,882.33,891.04,981.33,996.87,1046.61,1069.15,1074.34,1081.82,1106.96,1112.68,1117.4,15.86,2.9,289.13,859.09,836.41,545.16,542.3
8/8/2019,113.16,53.74,163.4,3.83,1.15,13.9,3.42,5.5,99.71,17.95,161.9,2.83,46.05,3.49,4.26,18.53,3.6,13,59,59.25,60.26,83.8,83.8,85.36,247.25,247.02,247.42,243.3,241.76,351.81,330.76,376.96,364.75,367.68,348.68,497.21,496.54,495.1,495.92,510.11,513.77,919.64,916.72,903.32,893.7,889.03,866.11,865.41,954.98,956.69,1006.4,1026.85,1031.62,1040.86,1070.81,1082.31,1094.44,19.96,2.87,399.59,884.51,922.23,521.51,520.34
8/9/2019,102.14,51.06,176.32,3.82,1.13,28.9,3.42,5.25,132.24,17.02,158.77,2.74,49.31,3.44,4.15,18.16,3.48,12.38,57.25,57.52,58.58,80.66,80.66,82.81,242.48,244,246.93,252.12,252.75,356.91,364.53,417.72,421.38,429.9,439.93,607.81,591.24,576.1,571.63,585.98,565.53,947.27,947.91,947.2,950.65,953.77,952.6,955.09,1074.76,1039.26,1071.36,1078.62,1062.8,1038.93,1042.13,1044.38,1052.31,18.47,2.86,418.6,954.58,950.59,539.52,544.65
8/10/2019,81.11,49.02,211.86,3.82,1.12,27.06,3.21,5.02,152.56,16.15,152.25,2.57,51.01,3.41,4.06,17.85,3.41,12.18,55.13,55.39,56.45,77,77,79.17,232.16,232.69,234.41,237.34,238.02,321.81,331.66,383.78,389.08,398.17,412.98,634.49,641.55,641.17,641.88,668.46,670.19,1044.34,1034.36,1019.54,1010.19,1003.96,982.14,983.62,1130.83,1120.16,1163.84,1175.82,1169.71,1159.43,1154.18,1129.14,1097.09,17.13,2.84,411.2,997.54,1056.69,658.66,664.18
8/11/2019,66.81,46.91,234.05,3.81,1.12,22.83,3.09,4.85,152.23,15.51,160.23,2.43,54.37,3.38,4,17.61,3.37,11.98,53.17,53.42,54.42,73.99,73.99,75.82,236.59,236.57,237.57,237.78,237.61,305.15,309.19,357.43,360.08,368.31,379.07,620.86,631.26,634.22,636.21,662.18,670.18,1076.96,1082.11,1085.19,1092.07,1098.21,1089.38,1087.06,1217.61,1191.06,1231.19,1238.58,1226.92,1213.19,1219.37,1211.46,1198.25,16.52,2.83,391.95,1100.54,1072.69,679.25,678.15
8/12/2019,56.1,44.96,244.73,3.8,1.11,19.07,3.02,4.73,133.91,15.08,168.44,2.35,56.5,3.35,3.96,17.4,3.34,11.96,52.01,52.39,53.35,76.99,76.99,77.13,245.39,245.73,247.12,248.07,247.71,303.79,305.04,350.37,351.44,359.11,366.69,615.2,622.66,623.82,625.2,645.93,652.17,1037.84,1046.11,1053.56,1065.08,1075.92,1100.22,1106.1,1245.56,1255.35,1313.35,1328.06,1324.63,1312.42,1308.69,1289.99,1263.24,21.11,2.82,367.07,1083.7,1030.95,660.96,659.55
8/13/2019,89.33,45.12,256.42,3.79,1.1,17.27,3,4.7,125,14.67,179.09,2.49,57.52,3.34,3.93,17.21,3.32,12.97,52.73,53.05,53.96,91.18,91.18,91.45,269.14,267.91,267.05,261.38,259.87,346.2,329.69,369.96,362.75,367.82,367.28,623.96,625.11,624.17,624.99,642.6,646.73,1003.08,1009.17,1014.27,1024.02,1033.78,1058.53,1065.31,1199.95,1213.94,1278.17,1296.95,1303.3,1312.92,1339.12,1346.71,1349.87,34.09,2.81,344.99,1040.97,998.61,652.4,651.76
8/14/2019,104.19,45.26,351.92,3.79,1.1,17.28,2.98,4.9,129.7,14.7,168.96,2.42,57.82,3.33,4.01,17.04,3.3,11.32,51.46,51.81,52.86,88.8,88.8,91.19,261.27,263.58,267.39,274.92,276.03,382.8,388.67,434.83,435.59,442.64,439.1,771.42,736.63,712.55,705.3,702.24,680.57,988.39,991,993.03,1000.49,1008.54,1027.3,1032.9,1168.82,1180.32,1241.83,1258.79,1262.39,1268.98,1294.41,1304.72,1318.07,32.43,2.8,329.96,1014.32,989.18,663.56,666.69
8/15/2019,87.88,45.73,437.55,3.78,1.09,15.91,2.97,4.93,116.04,14.97,135.19,2.27,58.5,3.31,3.97,16.9,3.29,10,49.04,49.36,50.43,81.43,81.43,84.36,221.2,224.16,229.17,242.44,245.28,339.09,353.82,403.69,409.85,419.09,434.02,879.86,880.2,875.05,873.7,882.36,868.32,1098.34,1078.67,1054.72,1040.33,1032.97,1019.57,1021.91,1137.37,1145.71,1208.22,1225.88,1230.36,1238.35,1264.35,1272.83,1280.71,27.54,2.79,319.63,1027.67,1122.58,825.92,838.09
8/16/2019,71.19,46.13,462.79,3.77,1.09,14.44,2.96,4.78,103.55,14.39,111.56,2.17,58.72,3.3,3.92,16.76,3.28,9.1,46.59,46.88,47.94,73.92,73.92,76.68,189.7,192.02,196.18,206.61,208.8,284.87,298.17,348.42,355.43,365.1,383.84,861.81,876.99,882.02,884.55,903.15,910.86,1219.18,1219.8,1215.96,1214.03,1210.71,1161.74,1152.42,1215.68,1171.93,1215.34,1223.51,1217.18,1214.02,1232.92,1239.33,1247.91,22.7,2.78,303.85,1203.36,1219.01,916.11,916.21
8/17/2019,57.63,44.3,460,3.76,1.08,13.51,2.95,4.65,93.37,13.9,98.14,2.08,57.7,3.28,3.9,16.64,3.27,8.58,45,45.21,46.19,68.29,68.29,70.64,169.88,171.54,174.73,181.91,183.36,244.62,255.02,302.61,308.38,317.62,334.16,807.71,825.33,832.45,835.85,856.34,869.9,1187.78,1197.7,1206.42,1218.29,1228.77,1247.24,1250.9,1342.77,1334.41,1380.55,1385.37,1367.28,1332.42,1305.57,1274.32,1246.57,19.07,2.77,284.07,1235.8,1178.29,888.74,885.19
8/18/2019,48.38,42.71,443.74,3.75,1.08,12.93,2.94,4.58,86.01,13.51,89.23,2.01,55.36,3.27,3.88,16.53,3.26,8.5,44.18,44.36,45.3,64.68,64.68,66.76,156.83,158.08,160.77,166.36,167.41,218.59,226.13,271.2,275.37,284.04,297.42,751.76,769.1,776.19,779.61,799.69,813.74,1114.07,1125.59,1136.83,1151.79,1165.53,1202.2,1210.02,1309.71,1328.19,1389.95,1407.01,1411.63,1416.59,1433.66,1429.75,1408.64,16.52,2.77,262.36,1176.08,1103.2,834.01,830.04
8/19/2019,42.57,41.49,417.88,3.75,1.07,12.54,2.93,4.54,80.87,13.19,89.86,1.97,52.47,3.26,3.86,16.42,3.25,8.65,43.73,43.89,44.82,62.35,62.35,64.21,154.59,154.82,156.11,157.67,157.96,202.13,207.21,250.4,253.53,261.83,273.14,699.28,716.11,722.92,726.24,745.62,759.14,1036.54,1048.07,1059.47,1074.76,1088.85,1127.56,1135.87,1232.67,1256.25,1318.93,1338.47,1348.45,1364.33,1397.68,1412.22,1426.28,14.8,2.76,240.32,1099.8,1025.78,778.65,774.85
8/20/2019,39.55,40.56,387.86,3.74,1.07,12.31,2.93,4.51,76.55,12.95,101.45,2.1,49.47,3.25,3.85,16.32,3.24,9.26,43.86,43.96,44.82,61.6,61.6,63.13,164.76,164.3,164.57,162.24,161.57,200.98,201.72,242.68,243.74,251.31,258.89,651.86,667.19,673.39,676.53,695.28,708.29,963.26,974.3,985.17,999.99,1013.69,1051.51,1059.72,1152.11,1175.91,1235.94,1255.5,1265.98,1283.01,1318.49,1336.21,1357.18,14.06,2.75,219.64,1024.35,953.13,726.99,723.38
8/21/2019,45.05,39.86,364.08,3.73,1.06,12.13,2.92,4.49,73.04,12.79,119.43,2.12,46.51,3.24,3.84,16.23,3.23,9.86,44.37,44.51,45.4,62.43,62.43,63.92,183.39,182.67,182.54,178.38,177.05,220.48,216.02,254.65,253.1,259.72,261.9,625.3,634.55,637.77,639.94,656.12,665.95,899.01,908.78,918.42,932.25,945.19,980.59,988.44,1076.37,1098.97,1155.54,1174.68,1184.78,1201.33,1236.46,1254.27,1275.78,14.24,2.74,204.16,955.21,890.54,681.01,678.1
8/22/2019,46.01,39.26,365.23,3.72,1.06,11.98,2.91,4.47,70.01,12.68,128.52,2.17,43.67,3.24,3.83,16.14,3.23,10.41,45.05,45.12,45.93,62.76,62.76,64.18,192.84,193.3,194.64,194.2,193.59,239.32,238.38,276.96,275.75,282.37,283.8,644.36,643.1,640.12,640.17,650.65,652.45,857.82,863.71,869.32,879.9,890.42,919.27,926.26,1008.94,1029.24,1082.02,1100.5,1109.77,1125.13,1159.02,1175.98,1196.55,13.92,2.73,196.76,898.53,854.38,656.39,655.84
8/23/2019,45.49,38.87,388.89,3.72,1.05,12.17,2.91,4.46,67.6,12.58,120.16,2.24,41.33,3.23,3.82,16.07,3.22,10.39,55.87,54.99,54.54,69.9,69.9,68.19,186.95,187.19,188.9,192.73,193.51,241.14,244.75,284.32,285.3,292.66,298.04,686.55,686.82,682.67,681.95,689.83,685.68,875.18,872.19,867.79,869.73,873.62,883.21,887.61,961.04,974.01,1021.64,1038.52,1045.66,1058.24,1089.63,1105,1123.83,13.58,2.73,209.43,876.28,881.59,677.57,680.12
8/24/2019,44.5,38.65,387,3.71,1.05,13.55,2.9,4.46,65.93,12.51,115.53,2.21,39.56,3.22,3.82,16,3.21,10.05,62.56,62.91,64.1,81.02,81.02,83.44,199.24,199.59,200.49,198.56,197.69,241.45,240.01,278.44,278.88,286.34,294.42,686.38,696.47,698.58,700.07,715.18,719.03,940.12,935.63,927.79,924.99,923.9,909.23,908.55,964.44,957.96,995.87,1008.39,1009.4,1013.85,1037.86,1048.27,1062.09,13.48,2.72,230.88,921.49,946.78,719.64,720.66
8/25/2019,42.62,40.13,373.42,3.7,1.04,14.7,2.89,4.61,65.11,12.63,111.24,2.13,38.02,3.21,3.91,15.99,3.21,9.74,59.4,59.67,60.73,77.04,77.04,79.21,191.24,192.28,194.57,198.53,199.2,243.89,248.56,289.72,290.66,297.87,301.86,673.98,680.66,681.79,683.21,700.13,707.41,973.15,975.59,975.35,978.83,982.25,975.57,974.88,1027.19,1010.02,1038.95,1046.58,1038.66,1027.4,1033.5,1030.96,1030.35,13.11,2.71,251.6,983.04,971.66,717.96,716.26
8/26/2019,40.3,42.35,355.07,3.7,1.04,14.76,2.89,5.04,64.7,13.32,106.95,2.04,36.86,3.2,3.95,16.37,3.2,9.62,56.5,56.82,57.93,73.75,73.75,75.98,183.69,184.52,186.61,190.38,191.06,233.41,238.04,281.6,283.15,290.86,299.23,659.24,671.81,675.58,677.64,695.42,701.65,966.59,969.46,971.21,978.03,985.38,1000.32,1003.89,1068.65,1066.07,1098.85,1109.33,1103.62,1092.5,1093.54,1082.04,1065.48,12.69,2.7,258.06,990.56,965.75,707.51,707.03
8/27/2019,37.72,62.78,332.84,3.72,1.04,14.15,2.88,4.95,64.11,12.98,108.34,1.98,35.91,3.2,3.88,16.43,3.2,9.24,52.85,53.16,54.27,69.29,69.29,71.58,180.77,181.47,183.28,185.58,185.85,224.95,228.57,292.19,291.17,297.86,300.84,633.76,643.67,647,649.19,667.5,677.24,961.54,966.81,970.29,977.42,984.13,994.51,997.65,1062.39,1066.58,1104.22,1118.49,1120.29,1122.39,1138.32,1137.31,1129.56,11.99,2.7,262.9,988.27,957.4,690.8,688.39
8/28/2019,34.98,67.91,311.79,3.83,1.03,13.18,2.89,4.91,63.7,12.75,110.45,2.52,34.96,3.2,3.85,16.24,3.19,12.69,53.75,53.87,54.54,71.11,71.11,70.75,180.57,180.35,181.33,182.95,183.19,219.51,222.89,291.78,293.57,301.35,308.63,623.17,633.06,635.03,636.47,651.35,657.09,935.34,940.98,945.81,955.14,964.42,985.44,990.3,1058.95,1064.77,1100.48,1113.63,1113.91,1114.46,1131.77,1135.89,1140.28,13.97,2.69,263.59,971.04,931.35,665.52,664.19
8/29/2019,42.17,63.9,295.1,3.74,1.03,14.82,2.89,4.84,62.96,12.69,118.67,2.93,34.17,3.2,3.82,16.11,3.18,14.31,80.78,79.95,79.55,98.27,98.27,95.03,210.48,208.21,205.53,195.37,193.69,233.9,227.85,290.24,289.26,296.26,302.31,601.54,614.7,618,620.01,637.99,644.47,917.3,922.43,925.93,933.68,941.69,959.87,964.59,1033.1,1043.09,1081.33,1096.61,1100.49,1106.38,1127.71,1132.57,1134.89,16.75,2.68,256.58,947.31,913.14,654.04,652.45
8/30/2019,47.45,63.45,282.06,3.71,1.02,21.72,2.92,5.05,62.56,12.79,117.37,2.76,33.4,3.38,3.81,16.25,3.18,13.16,81.03,81.73,83.39,104.21,104.21,107.16,226.12,227.61,230.33,231.3,229.97,275.4,269.73,330.93,326.7,332.04,325.85,599.36,604.58,603.93,604.79,627.49,633.5,894.14,899.63,903.93,912.57,921.28,941.76,946.57,1013.86,1020.69,1056.64,1071.25,1074.14,1079.45,1102.21,1110.05,1118.69,16.71,2.68,246.69,927.51,890.05,641.55,640.45
8/31/2019,46.23,62.3,273.3,3.73,1.02,19.84,2.95,5.02,62.06,13.65,122.17,2.6,32.7,3.45,3.79,16.64,3.17,12.31,73.1,73.72,75.18,95.38,95.38,98.35,221.92,222.41,223.8,225.08,225.29,273.02,277.73,341.52,343.62,351.49,359.8,632.59,637.34,634.8,634.59,651.31,648.7,876.43,879.75,882.53,890.58,899.22,918.78,923.54,990.87,999.58,1035.77,1051.77,1055.38,1060.87,1082.34,1087.89,1093.7,16.26,2.67,234.45,905.29,875.69,643.54,645.06
9/1/2019,43.19,67.69,266.55,3.79,1.02,17.54,2.96,6.35,61.57,14.6,133.14,3.94,32.25,3.52,3.79,16.29,3.2,12.81,67.1,67.51,68.74,93.96,93.96,95.32,228.79,228.39,228.55,226.72,226.36,270.15,272.91,341.36,342.53,349.99,355.46,623.43,634.09,636.34,638.06,658.45,666.21,902.22,901.6,898.27,899.48,902.01,905.87,908.69,971.25,977.7,1012.97,1029.56,1032.38,1037.31,1059.33,1066.34,1074.21,20.54,2.66,233.49,902.89,904.41,672.38,672.3
9/2/2019,40.31,64.77,259.96,3.78,1.01,16.33,3.03,6.37,62.11,16.8,131.73,4.31,31.99,3.56,3.79,17.44,3.21,14.57,64.89,65.15,66.14,91.09,91.09,92.98,225.8,228.12,231.79,239.22,239.22,279.79,278.9,343.34,343.51,350.68,355.52,616.96,627.65,629.55,631.1,649.46,655.36,901.31,906.01,909.55,917.28,924.7,934.09,935.77,992.44,984.52,1012.15,1027.02,1024.67,1023.48,1042.12,1046.7,1052.32,19.77,2.66,235.88,929.06,898.65,661.7,660.96
9/3/2019,38.6,61.86,252.57,3.75,1.01,26.69,3.12,6.15,63.63,18.02,121.17,4.28,32.47,3.59,3.79,17.5,3.17,13.76,65.36,65.67,66.73,90.16,90.16,92.03,214.02,215.7,218.84,227.49,228.35,269.39,275.19,338.6,340.96,348.99,358.62,615.25,634.34,634.39,635.18,661.59,661.97,921.27,919.98,916.84,918.6,921.65,928.75,932.55,999.68,1005.27,1038.58,1056.59,1055.3,1050.91,1060.64,1055.36,1048.8,18.18,2.65,267.74,923.14,925.6,660.31,661.36
9/4/2019,35.76,71.4,238.71,3.74,1.01,28.71,3.11,5.8,75.09,17.69,110.09,3.86,32.16,3.59,3.78,16.81,3.16,12.15,60.73,61.21,62.5,83.59,83.59,86.5,198.22,200.32,204.14,215.01,216.31,254.97,260.82,333.66,334.81,342.3,348.9,591.12,610.27,614.22,616.54,649.8,660.94,943.95,946.83,947.1,951.39,955.84,954.73,955.17,1022.92,1012.84,1039.99,1055.49,1053.14,1052.89,1072.36,1076.77,1077.81,15.93,2.64,264.38,957.57,941.11,674.58,672.61
9/5/2019,32.93,72.33,228.25,3.72,1,24.28,3.06,5.42,79.15,16.98,100.72,3.46,31.63,3.55,3.76,16.45,3.15,11.32,56.29,56.8,57.88,76.34,76.34,78.54,180.62,182.03,185.03,194.55,195.97,232.27,239.95,314.63,319.07,327.68,340.08,575.43,592.66,595.77,597.6,624.75,632.84,903.72,912.3,920.45,932.6,943.93,969.31,973.68,1054.21,1052.89,1081.47,1096.24,1091.71,1083.24,1089.52,1083.34,1076.32,14.05,2.64,248.3,952.18,896.33,644.14,642.15
9/6/2019,37.16,66.31,217.82,3.77,1,21.25,2.99,5.16,79.82,16.53,104.03,4.57,31.59,3.47,3.76,16.26,3.14,20.4,73.43,73.4,73.29,97.08,97.08,92.2,192.88,192.06,192.06,190.61,189.6,225.95,223.6,290.28,292.64,300.78,312.36,539.08,558.19,563.73,566.58,593.62,605.61,862.19,869.77,876.48,887.19,897.47,924.9,931.27,1021.84,1038.14,1076.01,1096.04,1100.64,1105.48,1122.55,1122.2,1116.19,20.17,2.63,230.03,905.2,855.62,621.24,618.57
9/7/2019,81.59,69.29,212.87,4.01,1.01,26.22,2.95,5.85,86.98,21.22,106.17,5.66,37.01,3.44,4.03,16.3,3.13,27.43,131.9,132.66,133.29,162.86,162.86,157.14,257.58,254.91,251.71,236.46,231.59,305.16,282.88,345.37,333.36,336.79,323.29,524.87,535.03,536.24,537.83,566.97,574.86,825.87,831.33,836.69,847.13,857.71,886.03,892.53,988.36,1002.14,1042.5,1065.7,1068.25,1073.83,1098.65,1110.62,1121.48,24.32,2.6,232.36,865.99,822.37,586.54,584.42
9/8/2019,99.24,89.05,236.62,3.78,1,27.12,2.93,6.28,101.41,27.47,98.95,7.47,37.01,3.39,4.03,16.82,3.19,26.03,135.85,137.75,140.56,182.07,182.07,183.41,282.4,283.12,284.74,286.36,285.66,383.37,371.71,457.23,450.92,455.51,442.16,651.09,627.99,607.47,601.61,612.48,595.53,814.07,817.6,820.35,827.68,835.22,853.36,858.3,965.78,980.58,1021.51,1051.35,1054.26,1058.43,1079.53,1085.91,1091.03,32.4,2.64,237.56,840.63,813.95,579.78,582.63
9/9/2019,136.31,84.28,268.77,3.76,0.99,54.63,2.95,6.36,121.69,29.45,98.74,8.14,38.69,3.5,3.94,18.25,3.11,23.2,133.69,135.2,137.67,179.07,179.07,182.12,282.55,285.06,288.81,296.37,296.59,433.6,431.73,513.79,509.88,515.39,510.66,768.49,775.83,764.34,760.9,803.03,779.36,982.76,948.85,911.4,886.26,870.97,844.95,847.65,970.55,974.02,1011.62,1040.65,1040.23,1041.07,1062.91,1070.65,1077.52,31.1,2.59,325.33,858.91,1024.75,728.69,742.49
9/10/2019,121.57,79.93,284.18,3.78,1,56.24,2.99,7.26,166.96,30.9,90.52,7.39,40.64,4.05,4.06,17.66,3.13,19.83,123.85,125.44,128.2,165.32,165.32,169.72,262.92,266.09,270.89,281.64,283,407.89,416.96,499.48,503.76,512.34,525.32,817.09,839.99,838.37,838.12,890.65,887,1197.38,1188.64,1173.16,1160.18,1149.57,1061.22,1042.06,1140.6,1061.81,1070.95,1087.46,1071.03,1057.25,1066.83,1066.12,1065.06,27.15,2.58,341.09,1134.35,1206.79,873.81,878.05
9/11/2019,103.68,82.23,292.4,3.87,0.99,47.66,2.97,7.83,188.32,31.22,81.81,6.72,43.88,4.92,4.22,17.71,3.17,16.94,115.91,116.72,118.52,151.79,151.79,154.47,238.04,240.49,244.76,255.62,257.31,365.03,376.61,462.4,468.2,477.41,492.39,794.7,819.53,823.48,825.68,877.5,889.61,1240.71,1244.83,1245.35,1248.25,1252.56,1246.74,1245.38,1415.92,1385.47,1401.8,1412.54,1373.34,1299.36,1229.48,1166.86,1108.45,24.79,2.61,330.44,1252.73,1236.28,903.12,900.94
9/12/2019,87.39,86.17,293.74,3.9,0.99,39.12,2.93,7.49,173.52,28.87,72.9,5.96,47.21,5.1,4.24,17.71,3.21,14.55,115.92,116.86,118.81,148.58,148.58,151.56,225.94,227.74,231,237.57,238.33,328.25,336.85,425.53,428.45,436.88,449.26,753.97,779.84,786.31,789.37,834.84,849.82,1192.42,1201.46,1209.8,1222.02,1235.42,1267.59,1273.35,1453.02,1462.3,1507.64,1534.55,1530.35,1520.78,1520.2,1497.4,1442.28,21.85,2.64,312.57,1244.37,1184.11,866.81,863.77
9/13/2019,71.22,97.13,286.78,3.86,0.98,31.23,2.86,6.86,152.6,25.73,64.03,5.06,49.43,4.88,4.13,17.48,3.14,12.26,104.44,105.41,107.42,133.62,133.62,137.65,204.06,206.37,210.51,220.72,222.38,297.44,307.71,407.74,412.17,420.8,432.19,724.47,742.29,745.75,747.85,783.15,795.6,1121.02,1132.76,1144.38,1159.4,1174.71,1213.18,1220.38,1386.01,1411.8,1470.77,1502.13,1510.97,1524.14,1552.95,1560.15,1559.48,18.96,2.59,289.57,1185.39,1109.87,813.42,809.7
9/14/2019,58.68,102.14,275.37,3.78,0.98,25.95,2.83,6.29,132.24,22.9,57.61,4.36,50.13,4.49,4.01,17.07,3.14,10.72,90.22,91.22,93.24,115.89,115.89,120.26,180.46,182.71,186.74,196.63,198.32,260.9,271.16,376.27,379.87,388.22,399.92,685.13,707.24,714.03,717.15,749.39,762.78,1055.5,1064.09,1072.44,1085.09,1098.81,1138.06,1146.38,1295.82,1326.71,1388.99,1419.09,1430.34,1447.71,1483.43,1500.9,1520.48,16.05,2.58,266.58,1108.82,1047.93,777.3,774.91
9/15/2019,50.41,100.5,261.22,3.74,0.98,22.19,2.81,5.85,117.99,20.6,56.85,3.89,49.51,4.17,3.92,16.82,3.13,10.11,77.22,78.01,79.74,99.73,99.73,103.53,162.51,163.97,167.05,174.76,176.14,229.96,238.79,342.13,347.81,356.87,372.44,644.52,663.63,669.23,671.99,699.7,712.41,992.91,1004.36,1015.44,1029.69,1043.58,1077.28,1083.92,1213.51,1236.38,1295.69,1322.69,1333.53,1352.36,1391.68,1412.99,1437.49,14.18,2.58,244.75,1053.26,981.96,730.23,726.57
9/16/2019,45.44,89.47,244.86,3.71,0.98,19.58,2.8,5.53,106.41,18.81,65.06,3.51,48.01,3.92,3.87,16.58,3.12,9.83,68.3,68.9,70.36,88.24,88.24,91.41,158.03,158.55,160.3,163.77,164.23,211.44,216.56,307.82,312.02,320.57,334.11,590.06,611.04,618.74,622.29,649.6,665.28,926.61,936.64,946.27,959.69,973.12,1011.14,1019.33,1142.2,1168.84,1226.88,1251.64,1260.76,1274.84,1307.05,1322.97,1343.15,12.74,2.57,224.81,983.1,917.07,685.74,681.92
9/17/2019,42.06,79.21,228.07,3.69,0.97,17.66,2.79,5.29,96.19,17.45,79.23,3.21,45.98,3.74,3.84,16.36,3.12,9.91,62.06,62.54,63.83,80.29,80.29,82.95,163.23,162.81,163.3,163.57,163.49,206.37,208.74,288.76,291.41,299.38,309.68,545.02,561.91,567.88,570.88,594.96,608.97,854.36,866.07,877.88,893.31,908.03,946.88,954.47,1064.65,1088.28,1144.15,1167.97,1178.51,1196.48,1233.53,1252.35,1272.86,11.88,2.57,206.42,919.02,843.29,629.22,625.14
9/18/2019,39.31,70.17,214.11,3.67,0.99,16.12,2.79,5.13,88.43,16.5,102.79,2.96,43.96,3.63,3.81,16.18,3.11,9.71,57.94,58.29,59.41,74.98,74.98,77.25,180.86,180.4,180.46,176.47,175.15,213.26,211.95,281.83,282.47,289.75,296.96,515.85,529.52,533.71,536.07,556.9,567.69,787.85,797.74,807.76,821.87,835.62,874.89,883.23,988.37,1015.01,1069.84,1092.93,1103.27,1119.53,1153.42,1170.4,1190.93,11.44,2.56,190.4,846.17,779.08,583.06,580.09
9/19/2019,44.12,65.7,203.33,3.72,1.78,15.2,2.96,8.12,87.26,18.45,117.21,6.06,44.62,5.61,5.59,17.19,3.65,12.14,58.4,58.73,60.37,82.53,82.53,82.46,198.84,198.36,200.98,203.27,201.09,241.85,231.51,295.48,293.69,300.13,302.21,504.49,512.63,514.16,516.42,538.23,548.26,743.51,749.8,756.17,767.99,780,815.53,823.17,924.1,947.49,1000.88,1024.17,1031.69,1044.94,1080.71,1102.65,1121.78,15.06,2.56,178.91,790.25,739.27,557.91,556.26
