198
1	122	1	Active_channel_mask
0.0	232.32	36	0
2.6	216.33	36	0
7.74	216.38	36	0
8.52	216.27	36	0
8.56	216.38	36	0
25.13	204.54	36	0
31.8	203.2	36	0
41.32	202.92	36	1
42.29	201.93	36	1
47.62	201.04	36	1
48.53	199.05	36	1
56.19	199.18	36	1
69.42	200.03	36	1
92.16	201.04	36	1
107.79	201.65	36	1
129.85	201.3	36	1
157.72	201.69	36	1
173.61	202.11	36	1
181.72	200.72	36	1
195.89	200.61	36	1
227.9	201.35	36	1
262.78	201.53	36	1
298.23	201.08	36	1
301.98	200.24	36	1
321.69	200.45	36	1
324.12	199.95	36	1
336.97	200.19	36	1
342.09	200.74	36	1
354.47	200.49	36	1
361.29	201.33	36	1
385.15	201.72	36	1
410.35	201.69	36	1
445.21	201.35	36	1
459.39	200.85	36	1
475.7	200.85	36	1
478.02	201.94	36	1
509.04	202.27	36	1
509.12	202.17	36	1
534.38	201.19	36	1
535.38	201.1	36	1
536.38	201.13	36	1
537.38	201.12	36	1
538.38	201.06	36	1
539.38	201.05	36	1
540.38	201.09	36	1
541.38	201.1	36	1
542.38	201.0	36	1
543.38	201.07	36	1
544.38	200.96	36	1
545.38	200.95	36	1
546.38	200.99	36	1
547.38	200.91	36	1
548.38	200.96	36	1
549.38	200.81	36	1
550.38	200.88	36	1
551.38	200.87	36	1
552.38	200.89	36	1
553.38	200.86	36	1
554.38	200.8	36	1
555.38	200.71	36	1
556.38	200.75	36	1
557.19	200.73	36	1
558.19	200.71	36	1
559.19	200.73	36	1
560.19	200.63	36	1
561.19	200.69	36	1
562.19	200.63	36	1
563.19	200.68	36	1
564.19	200.69	36	1
565.19	200.64	36	1
566.19	200.67	36	1
567.19	200.65	36	1
568.19	200.6	36	1
569.19	200.69	36	1
570.19	200.6	36	1
571.19	200.59	36	1
572.19	200.58	36	1
573.19	200.6	36	1
574.19	200.5	36	0
575.19	200.58	36	0
576.19	200.55	36	0
577.19	200.6	36	0
578.19	200.53	36	0
579.19	200.57	36	0
580.19	200.41	36	0
581.19	200.47	36	0
582.19	200.32	36	0
583.19	200.24	36	0
584.19	200.25	36	0
585.19	200.2	36	0
586.19	200.05	36	0
587.19	199.93	36	0
588.19	199.81	36	0
589.19	199.7	36	0
590.19	199.46	36	0
591.19	199.41	36	0
592.19	199.39	36	0
593.19	199.37	36	0
594.19	199.3	36	0
595.19	199.27	36	0
596.19	199.25	36	0
597.19	199.24	36	0
598.19	199.19	36	0
599.19	199.26	36	0
600.19	199.23	36	0
601.19	199.17	36	0
602.19	199.13	36	0
603.19	199.7	36	0
604.19	200.8	36	0
604.41	201.2	36	0
604.67	202.41	36	0
613.3	202.01	36	0
619.07	202.36	36	0
625.41	204.55	36	0
626.14	205.49	36	0
626.28	205.27	36	0
626.98	205.13	36	0
631.87	203.43	36	0
640.3	203.06	36	0
659.16	202.27	36	0
663.53	200.73	36	0
663.82	208.69	36	0
